LeakagePort 1	Current turn 0.5	Pressure storage 21.1477	Pressure reaction 1.02592	Used volumes E, B
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	21.1505	1.02677	0.00664723	24.1532
1.3e-06	20.3853	1.39684	0.00640674	24.1532
0.552166	19.4401	3.64656	0.0061097	24.1532
1.03032	19.0543	4.55422	0.00598785	24.1548
1.54669	18.1089	6.80461	0.00569076	24.1563
2.06043	17.9085	7.28395	0.00562833	24.1577
2.49781	17.0717	9.26789	0.00297901	24.1591
3.16657	16.5833	10.4594	0.00282524	24.1598
3.49962	16.2471	11.2565	0.00265772	24.1607
4.04111	15.8498	12.2057	0.00237588	24.1612
4.50059	15.7109	12.5475	0.00224776	24.1618
5.11156	15.3926	13.3059	0.00188577	24.1623
5.50168	15.2777	13.5843	0.00171825	24.1629
6.06255	15.1261	13.9668	0.00144345	24.1632
6.51353	15.0548	14.1242	0.00130109	24.1636
7.06826	14.9633	14.3484	0.00106685	24.1639
7.52832	14.9278	14.4369	0.000956351	24.1642
8.04123	14.8783	14.5568	0.000777523	24.1644
8.53492	14.8676	14.5905	0.000722651	24.1646
9.05383	14.8391	14.6525	0.000594567	24.1648
9.56449	14.831	14.6652	0.000560651	24.165
10.0992	14.8193	14.6993	0.000477455	24.1651
10.5784	14.8136	14.7004	0.000463673	24.1652
11.0953	14.8109	14.7175	0.000421591	24.1653
