time,value
1,0.0257861
2,0.0250197
3,0.0252403
4,0.025681
5,0.0260039
6,0.0260991
7,0.025663
8,0.0250099
9,0.0247844
10,0.0248688
11,0.0259283
12,0.0258573
13,0.0253688
14,0.0247477
15,0.0242748
16,0.0256216
17,0.0261964
18,0.0272651
19,0.0272032
20,0.0271142
21,0.0265802
22,0.0256911
23,0.0266275
24,0.027216
25,0.0270432
26,0.0274027
27,0.0272831
28,0.0262725
29,0.0262245
30,0.026735
31,0.0270989
32,0.0276808
33,0.027864
34,0.0284352
35,0.0285242
36,0.0281656
37,0.0277005
38,0.027744
39,0.0278985
40,0.0281344
41,0.0279487
42,0.0275982
43,0.0266111
44,0.0257774
45,0.0256526
46,0.0259759
47,0.0264062
48,0.0262448
49,0.0259182
50,0.0254847
51,0.025643
52,0.0256875
53,0.026345
54,0.0270491
55,0.026767
56,0.0268236
57,0.0265726
58,0.0264367
59,0.0262748
60,0.025641
61,0.0261039
62,0.0259467
63,0.0266006
64,0.026548
65,0.0263287
66,0.0261126
67,0.0250348
68,0.0270682
69,0.0274274
70,0.0279768
71,0.0242788
72,0.0245098
73,0.0237056
74,0.0258692
75,0.0255758
76,0.0254818
77,0.0268674
78,0.0272016
79,0.0276984
80,0.0278535
81,0.0275322
82,0.0268529
83,0.0271593
84,0.0257042
85,0.0263615
86,0.0260333
87,0.0276901
88,0.0269249
89,0.027035
90,0.0259722
91,0.0265978
92,0.0264894
93,0.0251553
94,0.0278007
95,0.0281217
96,0.0284661
97,0.0295588
98,0.0286278
99,0.0291325
100,0.029128
101,0.0292351
102,0.0281693
103,0.0284572
104,0.0279601
105,0.0281952
106,0.0275066
107,0.0281943
108,0.0287609
109,0.0294868
110,0.0292542
111,0.0292759
112,0.0293252
113,0.0292901
114,0.0293949
115,0.0289126
116,0.0291622
117,0.0291573
118,0.0294871
119,0.0298681
120,0.0298533
121,0.0296434
122,0.0294365
123,0.029623
124,0.0294722
125,0.0296302
126,0.0289772
127,0.0290028
128,0.0287491
129,0.0288615
130,0.0288887
131,0.0290829
132,0.0295254
133,0.0295433
134,0.0297561
135,0.0295755
136,0.0295648
137,0.0297774
138,0.0296523
139,0.0294452
140,0.0294363
141,0.0300691
142,0.0301351
143,0.0303118
144,0.0298723
145,0.0296622
146,0.0295666
147,0.0300581
148,0.0296222
149,0.0291645
150,0.0292432
151,0.0288467
152,0.0289857
153,0.0288996
154,0.0284241
155,0.0285133
156,0.0289359
157,0.0288783
158,0.0284869
159,0.0284915
160,0.028496
161,0.0290025
162,0.0292508
163,0.029161
164,0.0289051
165,0.0288201
166,0.0287363
167,0.0286537
168,0.0287675
169,0.0289913
170,0.0285425
171,0.0292157
172,0.028959
173,0.0290406
174,0.0288142
175,0.0285911
176,0.028371
177,0.0285725
178,0.028799
179,0.0289107
180,0.0289372
181,0.0294097
182,0.0291223
183,0.0293969
184,0.0288029
185,0.029082
186,0.0287993
187,0.0286042
188,0.0284956
189,0.0285837
190,0.0287543
191,0.0281414
192,0.0283182
193,0.0279625
194,0.0279187
195,0.0279312
196,0.0279436
197,0.0279837
