LeakagePort 0	Current turn 0.5	Pressure storage 30.7089	Pressure reaction 0.0318772
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	30.7089	0.0318772	0.0192821	3.3357e-05
0.01	30.7089	0.0318772	0.0192821	3.3357e-05
0.02	30.6663	0.12328	0.0192554	0.000129002
0.03	30.6237	0.214555	0.0192286	0.000224515
0.04	30.5812	0.305704	0.0192019	0.000319895
0.05	30.5387	0.396726	0.0191753	0.000415143
0.06	30.4963	0.487622	0.0191486	0.000510258
0.07	30.454	0.578392	0.0191221	0.000605242
0.08	30.4117	0.669036	0.0190955	0.000700093
0.09	30.3694	0.759554	0.019069	0.000794813
0.1	30.3273	0.849946	0.0190425	0.000889401
0.11	30.2852	0.940212	0.0190161	0.000983858
0.12	30.2431	1.03035	0.0189897	0.00107818
0.13	30.2011	1.12037	0.0189633	0.00117238
0.14	30.1592	1.21026	0.018937	0.00126644
0.15	30.1173	1.30003	0.0189107	0.00136038
0.16	30.0755	1.38967	0.0188844	0.00145418
0.17	30.0338	1.47919	0.0188582	0.00154785
0.18	29.9921	1.56858	0.018832	0.00164139
0.19	29.9504	1.65785	0.0188059	0.00173481
0.2	29.9088	1.74699	0.0187798	0.00182809
0.21	29.8673	1.83601	0.0187537	0.00192124
0.22	29.8258	1.92491	0.0187277	0.00201427
0.23	29.7844	2.01369	0.0187017	0.00210716
0.24	29.7431	2.10234	0.0186757	0.00219993
0.25	29.7018	2.19086	0.0186498	0.00229257
0.26	29.6605	2.27927	0.0186239	0.00238508
0.27	29.6194	2.36755	0.018598	0.00247746
0.28	29.5782	2.45571	0.0185722	0.00256971
0.29	29.5372	2.54375	0.0185464	0.00266183
0.3	29.4962	2.63166	0.0185206	0.00275383
0.31	29.4552	2.71946	0.0184949	0.0028457
0.32	29.4143	2.80713	0.0184693	0.00293744
0.33	29.3735	2.89468	0.0184436	0.00302905
0.34	29.3327	2.9821	0.018418	0.00312054
0.35	29.292	3.06941	0.0183924	0.0032119
0.36	29.2513	3.1566	0.0183669	0.00330313
0.37	29.2107	3.24366	0.0183414	0.00339423
0.38	29.1701	3.3306	0.0183159	0.00348521
0.39	29.1296	3.41743	0.0182905	0.00357607
0.4	29.0892	3.50413	0.0182651	0.00366679
0.41	29.0488	3.59071	0.0182397	0.00375739
0.42	29.0085	3.67717	0.0182144	0.00384787
0.43	28.9682	3.76351	0.0181891	0.00393822
0.44	28.928	3.84973	0.0181639	0.00402844
0.45	28.8878	3.93583	0.0181387	0.00411854
0.46	28.8477	4.02182	0.0181135	0.00420851
0.47	28.8076	4.10768	0.0180883	0.00429836
0.48	28.7676	4.19342	0.0180632	0.00438809
0.49	28.7277	4.27905	0.0180381	0.00447768
0.5	28.6878	4.36455	0.0180131	0.00456716
0.51	28.648	4.44994	0.0179881	0.00465651
0.52	28.6082	4.53521	0.0179631	0.00474574
0.53	28.5685	4.62036	0.0179382	0.00483484
0.54	28.5288	4.70539	0.0179133	0.00492382
0.55	28.4892	4.7903	0.0178884	0.00501267
0.56	28.4496	4.8751	0.0178635	0.00510141
0.57	28.4101	4.95978	0.0178387	0.00519002
0.58	28.3707	5.04434	0.017814	0.0052785
0.59	28.3313	5.12878	0.0177892	0.00536686
0.6	28.292	5.21311	0.0177645	0.0054551
0.61	28.2527	5.29732	0.0177399	0.00554322
0.62	28.2135	5.38141	0.0177153	0.00563122
0.63	28.1743	5.46538	0.0176907	0.00571909
0.64	28.1352	5.54924	0.0176661	0.00580684
0.65	28.0961	5.63298	0.0176416	0.00589447
0.66	28.0571	5.71661	0.0176171	0.00598198
0.67	28.0182	5.80012	0.0175926	0.00606937
0.68	27.9792	5.88351	0.0175682	0.00615663
0.69	27.9404	5.96679	0.0175438	0.00624377
0.7	27.9016	6.04995	0.0175194	0.0063308
0.71	27.8629	6.133	0.0174951	0.0064177
0.72	27.8242	6.21593	0.0174708	0.00650448
0.73	27.7856	6.29875	0.0174466	0.00659114
0.74	27.747	6.38145	0.0174223	0.00667768
0.75	27.7085	6.46404	0.0173981	0.0067641
0.76	27.67	6.54651	0.017374	0.0068504
0.77	27.6316	6.62886	0.0173499	0.00693658
0.78	27.5932	6.71111	0.0173258	0.00702264
0.79	27.5549	6.79324	0.0173017	0.00710858
0.8	27.5166	6.87525	0.0172777	0.00719441
0.81	27.4784	6.95715	0.0172537	0.00728011
0.82	27.4403	7.03894	0.0172298	0.00736569
0.83	27.4022	7.12061	0.0172058	0.00745116
0.84	27.3641	7.20217	0.0171819	0.00753651
0.85	27.3261	7.28362	0.0171581	0.00762173
0.86	27.2882	7.36495	0.0171343	0.00770684
0.87	27.2503	7.44618	0.0171105	0.00779183
0.88	27.2125	7.52728	0.0170867	0.00787671
0.89	27.1747	7.60828	0.017063	0.00796146
0.9	27.137	7.68916	0.0170393	0.0080461
0.91	27.0993	7.76993	0.0170157	0.00813062
0.92	27.0617	7.85059	0.016992	0.00821502
0.93	27.0241	7.93114	0.0169684	0.00829931
0.94	26.9866	8.01157	0.0169449	0.00838348
0.95	26.9491	8.0919	0.0169213	0.00846753
0.96	26.9117	8.17211	0.0168979	0.00855147
0.97	26.8743	8.25221	0.0168744	0.00863529
0.98	26.837	8.3322	0.016851	0.00871899
0.99	26.7997	8.41208	0.0168276	0.00880257
1	26.7625	8.49184	0.0168042	0.00888604
1.01	26.7254	8.5715	0.0167809	0.0089694
1.02	26.6883	8.65105	0.0167576	0.00905264
1.03	26.6512	8.73048	0.0167343	0.00913576
1.04	26.6142	8.80981	0.0167111	0.00921877
1.05	26.5773	8.88902	0.0166879	0.00930166
1.06	26.5404	8.96813	0.0166647	0.00938444
1.07	26.5035	9.04712	0.0166416	0.0094671
1.08	26.4667	9.12601	0.0166185	0.00954965
1.09	26.43	9.20478	0.0165954	0.00963208
1.1	26.3933	9.28345	0.0165723	0.0097144
1.11	26.3566	9.36201	0.0165493	0.0097966
1.12	26.32	9.44046	0.0165264	0.00987869
1.13	26.2835	9.5188	0.0165034	0.00996067
1.14	26.247	9.59703	0.0164805	0.0100425
1.15	26.2105	9.67515	0.0164576	0.0101243
1.16	26.1742	9.75316	0.0164348	0.0102059
1.17	26.1378	9.83107	0.0164119	0.0102874
1.18	26.1015	9.90886	0.0163892	0.0103688
1.19	26.0653	9.98655	0.0163664	0.0104501
1.2	26.0291	10.0641	0.0163437	0.0105313
1.21	25.993	10.1416	0.016321	0.0106124
1.22	25.9569	10.219	0.0162983	0.0106933
1.23	25.9208	10.2962	0.0162757	0.0107742
1.24	25.8848	10.3734	0.0162531	0.0108549
1.25	25.8489	10.4504	0.0162305	0.0109355
1.26	25.813	10.5274	0.016208	0.0110161
1.27	25.7772	10.6042	0.0161855	0.0110965
1.28	25.7414	10.6809	0.016163	0.0111767
1.29	25.7056	10.7575	0.0161406	0.0112569
1.3	25.67	10.834	0.0161182	0.011337
1.31	25.6343	10.9105	0.0160958	0.0114169
1.32	25.5987	10.9867	0.0160734	0.0114968
1.33	25.5632	11.0629	0.0160511	0.0115765
1.34	25.5277	11.139	0.0160288	0.0116561
1.35	25.4922	11.215	0.0160066	0.0117356
1.36	25.4568	11.2909	0.0159844	0.011815
1.37	25.4215	11.3667	0.0159622	0.0118943
1.38	25.3862	11.4423	0.01594	0.0119735
1.39	25.351	11.5179	0.0159179	0.0120526
1.4	25.3158	11.5933	0.0158958	0.0121315
1.41	25.2806	11.6687	0.0158737	0.0122104
1.42	25.2455	11.7439	0.0158517	0.0122891
1.43	25.2105	11.8191	0.0158297	0.0123677
1.44	25.1755	11.8941	0.0158077	0.0124462
1.45	25.1405	11.969	0.0157857	0.0125247
1.46	25.1056	12.0439	0.0157638	0.012603
1.47	25.0707	12.1186	0.0157419	0.0126812
1.48	25.0359	12.1932	0.0157201	0.0127592
1.49	25.0012	12.2677	0.0156982	0.0128372
1.5	24.9665	12.3421	0.0156765	0.0129151
1.51	24.9318	12.4165	0.0156547	0.0129928
1.52	24.8972	12.4907	0.015633	0.0130705
1.53	24.8626	12.5648	0.0156112	0.013148
1.54	24.8281	12.6388	0.0155896	0.0132255
1.55	24.7936	12.7127	0.0155679	0.0133028
1.56	24.7592	12.7865	0.0155463	0.01338
1.57	24.7248	12.8602	0.0155247	0.0134571
1.58	24.6905	12.9338	0.0155032	0.0135341
1.59	24.6562	13.0072	0.0154816	0.013611
1.6	24.622	13.0806	0.0154594	0.0136878
1.61	24.5878	13.1539	0.0154363	0.0137645
1.62	24.5537	13.2271	0.0154123	0.0138411
1.63	24.5196	13.3001	0.0153874	0.0139175
1.64	24.4856	13.3731	0.0153616	0.0139939
1.65	24.4516	13.4459	0.0153349	0.0140701
1.66	24.4177	13.5186	0.0153073	0.0141461
1.67	24.3838	13.5912	0.0152788	0.0142221
1.68	24.35	13.6636	0.0152494	0.0142979
1.69	24.3163	13.7359	0.0152191	0.0143735
1.7	24.2827	13.808	0.0151879	0.014449
1.71	24.2491	13.88	0.0151558	0.0145243
1.72	24.2156	13.9518	0.0151229	0.0145995
1.73	24.1821	14.0235	0.015089	0.0146745
1.74	24.1488	14.0951	0.0150542	0.0147494
1.75	24.1155	14.1664	0.0150186	0.014824
1.76	24.0823	14.2376	0.014982	0.0148985
1.77	24.0491	14.3086	0.0149446	0.0149728
1.78	24.0161	14.3795	0.0149063	0.015047
1.79	23.9831	14.4501	0.0148671	0.0151209
1.8	23.9503	14.5206	0.014827	0.0151947
1.81	23.9175	14.5909	0.0147861	0.0152682
1.82	23.8848	14.661	0.0147442	0.0153416
1.83	23.8522	14.7309	0.0147015	0.0154147
1.84	23.8197	14.8006	0.0146579	0.0154876
1.85	23.7873	14.87	0.0146135	0.0155603
1.86	23.7549	14.9393	0.0145682	0.0156328
1.87	23.7227	15.0084	0.014522	0.0157051
1.88	23.6906	15.0772	0.0144749	0.0157771
1.89	23.6586	15.1458	0.014427	0.0158489
1.9	23.6267	15.2142	0.0143782	0.0159205
1.91	23.5949	15.2824	0.0143285	0.0159918
1.92	23.5632	15.3503	0.014278	0.0160629
1.93	23.5317	15.418	0.0142267	0.0161337
1.94	23.5002	15.4854	0.0141745	0.0162043
1.95	23.4689	15.5526	0.0141214	0.0162746
1.96	23.4376	15.6195	0.0140675	0.0163446
1.97	23.4065	15.6862	0.0140128	0.0164144
1.98	23.3755	15.7526	0.0139572	0.0164839
1.99	23.3447	15.8188	0.0139007	0.0165531
2	23.3139	15.8847	0.0138435	0.0166221
2.01	23.2833	15.9503	0.0137854	0.0166908
2.02	23.2529	16.0157	0.0137265	0.0167591
2.03	23.2225	16.0807	0.0136667	0.0168272
2.04	23.1923	16.1455	0.0136061	0.016895
2.05	23.1622	16.21	0.0135447	0.0169625
2.06	23.1322	16.2742	0.0134825	0.0170297
2.07	23.1024	16.3381	0.0134195	0.0170966
2.08	23.0728	16.4017	0.0133557	0.0171631
2.09	23.0432	16.4651	0.0132911	0.0172294
2.1	23.0138	16.5281	0.0132256	0.0172953
2.11	22.9846	16.5908	0.0131594	0.0173609
2.12	22.9555	16.6531	0.0130924	0.0174262
2.13	22.9265	16.7152	0.0130245	0.0174911
2.14	22.8977	16.7769	0.0129559	0.0175557
2.15	22.8691	16.8383	0.0128865	0.01762
2.16	22.8406	16.8994	0.0128164	0.0176839
2.17	22.8123	16.9602	0.0127454	0.0177475
2.18	22.7841	17.0206	0.0126737	0.0178107
2.19	22.7561	17.0807	0.0126012	0.0178736
2.2	22.7282	17.1404	0.0125279	0.0179361
2.21	22.7005	17.1998	0.0124539	0.0179982
2.22	22.673	17.2588	0.0123791	0.01806
2.23	22.6456	17.3175	0.0123036	0.0181214
2.24	22.6184	17.3758	0.0122274	0.0181824
2.25	22.5913	17.4338	0.0121503	0.0182431
2.26	22.5645	17.4914	0.0120726	0.0183034
2.27	22.5378	17.5486	0.0119941	0.0183632
2.28	22.5113	17.6055	0.0119149	0.0184227
2.29	22.4849	17.662	0.0118349	0.0184818
2.3	22.4587	17.7181	0.0117543	0.0185405
2.31	22.4327	17.7738	0.0116729	0.0185988
2.32	22.4069	17.8291	0.0115908	0.0186567
2.33	22.3813	17.884	0.011508	0.0187142
2.34	22.3559	17.9386	0.0114245	0.0187713
2.35	22.3306	17.9928	0.0113403	0.018828
2.36	22.3055	18.0465	0.0112554	0.0188842
2.37	22.2806	18.0999	0.0111698	0.0189401
2.38	22.2559	18.1528	0.0110836	0.0189955
2.39	22.2314	18.2054	0.0109966	0.0190505
2.4	22.2071	18.2575	0.010909	0.019105
2.41	22.183	18.3092	0.0108207	0.0191591
2.42	22.1591	18.3605	0.0107318	0.0192128
2.43	22.1353	18.4114	0.0106422	0.019266
2.44	22.1118	18.4618	0.0105519	0.0193188
2.45	22.0885	18.5118	0.010461	0.0193712
2.46	22.0653	18.5614	0.0103695	0.019423
2.47	22.0424	18.6106	0.0102773	0.0194745
2.48	22.0197	18.6593	0.0101845	0.0195255
2.49	21.9972	18.7076	0.0100911	0.019576
2.5	21.9748	18.7554	0.009997	0.019626
2.51	21.9527	18.8028	0.00990232	0.0196756
2.52	21.9308	18.8497	0.00980704	0.0197247
2.53	21.9092	18.8962	0.00971115	0.0197734
2.54	21.8877	18.9422	0.00961466	0.0198216
2.55	21.8664	18.9878	0.00951757	0.0198693
2.56	21.8454	19.0329	0.0094199	0.0199165
2.57	21.8245	19.0776	0.00932165	0.0199632
2.58	21.8039	19.1218	0.00922282	0.0200094
2.59	21.7835	19.1655	0.00912342	0.0200552
2.6	21.7634	19.2087	0.00902345	0.0201004
2.61	21.7434	19.2515	0.00892293	0.0201452
2.62	21.7237	19.2938	0.00882185	0.0201894
2.63	21.7042	19.3356	0.00872022	0.0202332
2.64	21.6849	19.377	0.00861805	0.0202765
2.65	21.6658	19.4178	0.00851534	0.0203192
2.66	21.647	19.4582	0.0084121	0.0203614
2.67	21.6284	19.4981	0.00830834	0.0204032
2.68	21.61	19.5374	0.00820406	0.0204444
2.69	21.5919	19.5763	0.00809926	0.0204851
2.7	21.574	19.6147	0.00799396	0.0205253
2.71	21.5563	19.6526	0.00788816	0.0205649
2.72	21.5389	19.69	0.00778186	0.020604
2.73	21.5217	19.7269	0.00767507	0.0206426
2.74	21.5047	19.7633	0.0075678	0.0206807
2.75	21.488	19.7992	0.00746006	0.0207182
2.76	21.4715	19.8345	0.00735184	0.0207553
2.77	21.4552	19.8694	0.00724315	0.0207917
2.78	21.4392	19.9037	0.00713401	0.0208276
2.79	21.4234	19.9375	0.00702441	0.020863
2.8	21.4079	19.9708	0.00691437	0.0208979
2.81	21.3926	20.0036	0.00680388	0.0209322
2.82	21.3775	20.0358	0.00669296	0.0209659
2.83	21.3627	20.0676	0.00658161	0.0209991
2.84	21.3482	20.0988	0.00646983	0.0210318
2.85	21.3339	20.1294	0.00635764	0.0210639
2.86	21.3198	20.1596	0.00624504	0.0210954
2.87	21.306	20.1892	0.00613203	0.0211264
2.88	21.2925	20.2182	0.00601862	0.0211568
2.89	21.2792	20.2468	0.00590482	0.0211866
2.9	21.2661	20.2748	0.00579063	0.0212159
2.91	21.2533	20.3022	0.00567606	0.0212447
2.92	21.2407	20.3291	0.00556111	0.0212728
2.93	21.2284	20.3555	0.00544579	0.0213004
2.94	21.2164	20.3813	0.00533011	0.0213274
2.95	21.2046	20.4066	0.00521406	0.0213539
2.96	21.1931	20.4313	0.00509767	0.0213797
2.97	21.1818	20.4554	0.00498092	0.021405
2.98	21.1708	20.4791	0.00486383	0.0214297
2.99	21.16	20.5021	0.0047464	0.0214538
3	21.1496	20.5246	0.00462864	0.0214774
3.01	21.1393	20.5465	0.00451055	0.0215003
3.02	21.1293	20.5679	0.00439214	0.0215227
3.03	21.1196	20.5888	0.0042734	0.0215445
3.04	21.1102	20.609	0.00415436	0.0215657
3.05	21.101	20.6287	0.004035	0.0215863
3.06	21.0921	20.6478	0.00391533	0.0216063
3.07	21.0834	20.6664	0.00379537	0.0216257
3.08	21.075	20.6844	0.0036751	0.0216446
3.09	21.0669	20.7018	0.00355453	0.0216628
3.1	21.059	20.7186	0.00343367	0.0216804
3.11	21.0514	20.7349	0.00331252	0.0216975
3.12	21.0441	20.7506	0.00319107	0.0217139
3.13	21.0371	20.7658	0.00306933	0.0217297
3.14	21.0303	20.7803	0.0029473	0.0217449
3.15	21.0238	20.7943	0.00282497	0.0217596
3.16	21.0175	20.8077	0.00270235	0.0217736
3.17	21.0115	20.8205	0.00257943	0.021787
3.18	21.0058	20.8327	0.0024562	0.0217998
3.19	21.0004	20.8443	0.00233265	0.021812
3.2	20.9952	20.8554	0.00220878	0.0218235
3.21	20.9904	20.8659	0.00208457	0.0218345
3.22	20.9857	20.8758	0.00195999	0.0218448
3.23	20.9814	20.885	0.00183504	0.0218545
3.24	20.9774	20.8937	0.00170967	0.0218637
3.25	20.9736	20.9018	0.00158385	0.0218721
3.26	20.9701	20.9094	0.00145752	0.02188
3.27	20.9669	20.9163	0.00133061	0.0218872
3.28	20.9639	20.9226	0.00120302	0.0218938
3.29	20.9612	20.9283	0.00107463	0.0218998
3.3	20.9589	20.9334	0.000945222	0.0219051
3.31	20.9568	20.9378	0.00081451	0.0219098
3.32	20.955	20.9417	0.000682005	0.0219138
3.33	20.9535	20.9449	0.000546838	0.0219172
