LeakagePort 1	Current turn 0.5	Pressure storage 15.4017	Pressure reaction 0.0147773
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	15.4017	0.0147773	0.00326507	1.53855e-05
0.01	15.4017	0.0147773	0.00326507	1.53855e-05
0.02	15.3944	0.0303329	0.00326354	3.15813e-05
0.03	15.3872	0.0458812	0.003262	4.77695e-05
0.04	15.3799	0.0614222	0.00326047	6.395e-05
0.05	15.3727	0.0769559	0.00325893	8.0123e-05
0.06	15.3655	0.0924822	0.0032574	9.62883e-05
0.07	15.3582	0.108001	0.00325586	0.000112446
0.08	15.351	0.123513	0.00325433	0.000128596
0.09	15.3438	0.139017	0.0032528	0.000144739
0.1	15.3365	0.154515	0.00325127	0.000160874
0.11	15.3293	0.170004	0.00324974	0.000177001
0.12	15.3221	0.185487	0.00324821	0.000193121
0.13	15.3149	0.200962	0.00324668	0.000209233
0.14	15.3077	0.21643	0.00324515	0.000225337
0.15	15.3005	0.231891	0.00324362	0.000241434
0.16	15.2933	0.247344	0.0032421	0.000257524
0.17	15.2861	0.262791	0.00324057	0.000273606
0.18	15.2789	0.278229	0.00323905	0.00028968
0.19	15.2717	0.293661	0.00323752	0.000305747
0.2	15.2645	0.309085	0.003236	0.000321806
0.21	15.2573	0.324503	0.00323448	0.000337857
0.22	15.2501	0.339912	0.00323295	0.000353901
0.23	15.243	0.355315	0.00323143	0.000369938
0.24	15.2358	0.37071	0.00322991	0.000385967
0.25	15.2286	0.386098	0.00322839	0.000401988
0.26	15.2215	0.401479	0.00322687	0.000418002
0.27	15.2143	0.416853	0.00322535	0.000434008
0.28	15.2071	0.432219	0.00322383	0.000450007
0.29	15.2	0.447578	0.00322232	0.000465998
0.3	15.1928	0.46293	0.0032208	0.000481982
0.31	15.1857	0.478275	0.00321928	0.000497958
0.32	15.1785	0.493612	0.00321777	0.000513927
0.33	15.1714	0.508943	0.00321625	0.000529888
0.34	15.1642	0.524266	0.00321474	0.000545842
0.35	15.1571	0.539581	0.00321323	0.000561788
0.36	15.15	0.55489	0.00321171	0.000577726
0.37	15.1428	0.570192	0.0032102	0.000593658
0.38	15.1357	0.585486	0.00320869	0.000609581
0.39	15.1286	0.600773	0.00320718	0.000625497
0.4	15.1215	0.616053	0.00320567	0.000641406
0.41	15.1143	0.631325	0.00320416	0.000657307
0.42	15.1072	0.646591	0.00320265	0.000673201
0.43	15.1001	0.661849	0.00320115	0.000689087
0.44	15.093	0.6771	0.00319964	0.000704966
0.45	15.0859	0.692344	0.00319813	0.000720837
0.46	15.0788	0.70758	0.00319663	0.000736701
0.47	15.0717	0.72281	0.00319512	0.000752557
