time,value
1,1.47582
2,1.47569
3,1.47593
4,1.47597
5,1.47626
6,1.47677
7,1.47727
8,1.47414
9,1.4746
10,1.47352
11,1.47454
12,1.47401
13,1.47436
14,1.47473
15,1.47529
16,1.47537
17,1.47346
18,1.47357
19,1.47322
20,1.4735
21,1.4705
22,1.4709
23,1.47073
24,1.4716
25,1.47072
26,1.47033
27,1.47017
28,1.47108
29,1.47169
30,1.47204
31,1.47149
32,1.47056
33,1.4704
34,1.47228
35,1.47315
36,1.47395
37,1.47226
38,1.47149
39,1.47048
40,1.4716
41,1.47173
42,1.47244
43,1.47206
44,1.47238
45,1.47202
46,1.47153
47,1.47116
48,1.47088
49,1.47138
50,1.47081
51,1.47185
52,1.47178
53,1.47176
54,1.47103
55,1.46982
56,1.4709
57,1.47118
58,1.47165
59,1.47169
60,1.47238
61,1.47258
62,1.47258
63,1.47206
64,1.47134
65,1.47128
66,1.471
67,1.47194
68,1.47271
69,1.47165
70,1.47092
71,1.47013
72,1.4712
73,1.4714
74,1.47122
75,1.4711
76,1.47177
77,1.47223
78,1.47241
79,1.47278
80,1.47311
81,1.47277
82,1.47565
83,1.47581
84,1.47576
85,1.47307
86,1.47346
87,1.47326
88,1.47426
89,1.47404
90,1.47441
91,1.47534
92,1.47553
93,1.47619
94,1.47659
95,1.47637
96,1.47668
97,1.47632
98,1.47588
99,1.47512
100,1.47533
101,1.47603
102,1.47604
103,1.47669
104,1.4736
105,1.47339
106,1.47355
107,1.47318
108,1.4737
109,1.47364
110,1.47443
111,1.47419
112,1.47464
113,1.47487
114,1.47509
115,1.47501
116,1.47517
117,1.4748
118,1.47408
119,1.47417
120,1.47664
121,1.4772
122,1.47792
123,1.4735
124,1.47343
125,1.47334
126,1.47498
127,1.47422
128,1.47387
129,1.47542
130,1.47613
131,1.47734
132,1.4765
133,1.47558
134,1.47443
135,1.47416
136,1.47732
137,1.47784
138,1.47861
139,1.48132
140,1.48056
141,1.47961
142,1.48063
143,1.48105
144,1.48133
145,1.47937
146,1.48039
147,1.4809
148,1.48216
149,1.48013
150,1.47958
151,1.47929
152,1.48043
153,1.48088
154,1.48004
155,1.47952
156,1.48202
157,1.48287
158,1.4832
159,1.48423
160,1.48385
161,1.48464
162,1.48464
163,1.4849
164,1.48484
165,1.48484
166,1.48487
167,1.4845
168,1.48467
169,1.4842
170,1.48385
171,1.48389
172,1.48401
173,1.48433
174,1.48431
175,1.48429
176,1.48438
177,1.48441
178,1.48397
179,1.48359
