SupplyPort 2	Current turn 0.5	Port pressure 8.1
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	0.0193643	356.806	1.88206
0.01	0.0175494	356.806	5.45012
0.02	0.0508201	356.806	9.01818
0.03	0.0840908	356.806	12.5862
0.04	0.117361	356.806	16.1543
0.05	0.150632	356.806	19.7224
0.06	0.183903	356.806	23.2904
0.07	0.217174	356.806	26.8585
0.08	0.250444	356.806	30.4266
0.09	0.283715	356.806	33.9946
0.1	0.316986	356.806	37.5627
0.11	0.350256	356.806	41.1307
0.12	0.383527	356.806	44.6988
0.13	0.416798	356.806	48.2669
0.14	0.450068	356.806	51.8349
0.15	0.483339	356.806	55.403
0.16	0.51661	356.806	58.9711
0.17	0.54988	356.806	62.5391
0.18	0.583151	356.806	66.1072
0.19	0.616422	356.806	69.6752
0.2	0.649693	356.806	73.2433
0.21	0.682963	356.806	76.8114
0.22	0.716234	356.806	80.3794
0.23	0.749505	356.806	83.9475
0.24	0.782775	356.806	87.5156
0.25	0.816046	356.806	91.0836
0.26	0.849317	356.806	94.6517
0.27	0.882587	356.806	98.2197
0.28	0.915858	356.806	101.788
0.29	0.949129	356.806	105.356
0.3	0.9824	356.806	108.924
0.31	1.01567	356.806	112.492
0.32	1.04894	356.806	116.06
0.33	1.08221	356.806	119.628
0.34	1.11548	356.806	123.196
0.35	1.14875	356.806	126.764
0.36	1.18202	356.806	130.332
0.37	1.21529	356.806	133.9
0.38	1.24857	356.806	137.468
0.39	1.28184	356.806	141.036
0.4	1.31511	356.806	144.605
0.41	1.34838	356.806	148.173
0.42	1.38165	356.806	151.741
0.43	1.41492	356.806	155.309
0.44	1.44819	356.806	158.877
0.45	1.48146	356.806	162.445
0.46	1.51473	356.806	166.013
0.47	1.548	356.806	169.581
0.48	1.58127	356.806	173.149
0.49	1.61454	356.806	176.717
0.5	1.64781	356.806	180.285
0.51	1.68108	356.806	183.853
0.52	1.71435	356.806	187.421
0.53	1.74763	356.806	190.989
0.54	1.7809	356.806	194.557
0.55	1.81417	356.806	198.125
0.56	1.84744	356.806	201.694
0.57	1.88071	356.806	205.262
0.58	1.91398	356.806	208.83
0.59	1.94725	356.806	212.398
0.6	1.98052	356.806	215.966
0.61	2.01379	356.806	219.534
0.62	2.04706	356.806	223.102
0.63	2.08033	356.806	226.67
0.64	2.1136	356.806	230.238
0.65	2.14687	356.806	233.806
0.66	2.18014	356.806	237.374
0.67	2.21342	356.806	240.942
0.68	2.24669	356.806	244.51
0.69	2.27996	356.806	248.078
0.7	2.31323	356.806	251.646
0.71	2.3465	356.806	255.214
0.72	2.37977	356.806	258.783
0.73	2.41304	356.806	262.351
0.74	2.44631	356.806	265.919
0.75	2.47958	356.806	269.487
0.76	2.51285	356.806	273.055
0.77	2.54612	356.806	276.623
0.78	2.57939	356.806	280.191
0.79	2.61266	356.806	283.759
0.8	2.64593	356.806	287.327
0.81	2.6792	356.806	290.895
0.82	2.71248	356.806	294.463
0.83	2.74575	356.806	298.031
0.84	2.77902	356.806	301.599
0.85	2.81229	356.806	305.167
0.86	2.84556	356.806	308.735
0.87	2.87883	356.806	312.303
0.88	2.9121	356.806	315.872
0.89	2.94537	356.806	319.44
0.9	2.97864	356.806	323.008
0.91	3.01191	356.806	326.576
0.92	3.04518	356.806	330.144
0.93	3.07845	356.806	333.712
0.94	3.11172	356.806	337.28
0.95	3.14499	356.806	340.848
0.96	3.17827	356.806	344.416
0.97	3.21154	356.806	347.984
0.98	3.24481	356.806	351.552
0.99	3.27808	356.806	355.12
1	3.31135	356.806	358.688
1.01	3.34462	356.806	362.256
1.02	3.37789	356.806	365.824
1.03	3.41116	356.806	369.392
1.04	3.44443	356.806	372.961
1.05	3.4777	356.806	376.529
1.06	3.51097	356.806	380.097
1.07	3.54424	356.806	383.665
1.08	3.57751	356.806	387.233
1.09	3.61078	356.806	390.801
1.1	3.64406	356.806	394.369
1.11	3.67733	356.806	397.937
1.12	3.7106	356.806	401.505
1.13	3.74387	356.806	405.073
1.14	3.77714	356.806	408.641
1.15	3.81041	356.806	412.209
1.16	3.84368	356.806	415.777
1.17	3.87695	356.806	419.345
1.18	3.91022	356.806	422.913
1.19	3.94349	356.806	426.481
1.2	3.97676	356.806	430.05
1.21	4.01003	356.806	433.618
