time,value
1,1.48217
2,1.48229
3,1.48287
4,1.48345
5,1.48343
6,1.48321
7,1.48323
8,1.48374
9,1.48347
10,1.48437
11,1.48392
12,1.48356
13,1.48379
14,1.4836
15,1.48344
16,1.48312
17,1.48319
18,1.48348
19,1.48352
20,1.48358
21,1.48364
22,1.48376
23,1.48421
24,1.48421
25,1.48429
26,1.48443
27,1.48479
28,1.48489
29,1.48463
30,1.48393
31,1.48147
32,1.48201
33,1.48202
34,1.48205
35,1.48249
36,1.48243
37,1.4829
38,1.4837
39,1.48376
40,1.48508
41,1.48401
42,1.48468
43,1.48394
44,1.48456
45,1.48397
46,1.48403
47,1.48506
48,1.48521
49,1.48531
50,1.48502
51,1.48456
52,1.48274
53,1.48175
54,1.48226
55,1.48234
56,1.48307
57,1.48322
58,1.48231
59,1.48331
60,1.48288
61,1.4839
62,1.48402
63,1.48402
64,1.48396
65,1.4841
66,1.48383
67,1.48447
68,1.48422
69,1.48382
70,1.48358
71,1.48311
72,1.48318
73,1.48308
74,1.48299
75,1.483
76,1.48341
77,1.48317
78,1.48315
79,1.48339
80,1.4822
81,1.48279
82,1.48244
83,1.48286
84,1.48315
85,1.48227
86,1.48272
87,1.48263
88,1.4824
89,1.48284
90,1.48311
91,1.48379
92,1.48383
93,1.48405
94,1.48419
95,1.48517
96,1.48588
97,1.48647
98,1.48641
99,1.4864
100,1.48568
101,1.48568
102,1.48558
103,1.48597
104,1.48617
105,1.48692
106,1.48714
107,1.48734
108,1.48384
109,1.4846
110,1.47993
111,1.48066
112,1.48071
113,1.48073
114,1.48028
115,1.48016
116,1.48
117,1.48016
118,1.48019
119,1.48044
120,1.4808
121,1.48007
122,1.47987
123,1.4801
124,1.47996
125,1.4798
126,1.4798
127,1.47947
128,1.47973
129,1.48016
130,1.48105
131,1.4814
132,1.4813
133,1.48156
134,1.48146
135,1.4818
136,1.48239
137,1.48175
138,1.47941
139,1.47909
140,1.47893
141,1.47909
142,1.47824
143,1.47779
144,1.47825
145,1.47855
146,1.47863
147,1.47887
148,1.47878
149,1.47911
150,1.47767
151,1.47829
152,1.47818
153,1.47882
154,1.47856
155,1.4792
156,1.47885
157,1.47552
158,1.47664
159,1.4777
160,1.47879
161,1.47895
162,1.479
163,1.47932
164,1.47927
165,1.47906
166,1.47922
167,1.47879
168,1.47914
169,1.47943
170,1.47944
171,1.47982
172,1.47985
173,1.47974
174,1.47958
175,1.47978
176,1.47979
177,1.47988
178,1.48008
179,1.48052
180,1.47935
181,1.47886
182,1.47834
183,1.47937
184,1.4793
185,1.47956
186,1.48044
187,1.4806
188,1.48087
189,1.48137
190,1.4816
191,1.48158
192,1.48128
193,1.4821
194,1.48182
195,1.48227
196,1.48264
197,1.48288
198,1.48276
199,1.483
200,1.48293
201,1.48284
202,1.4823
203,1.48302
204,1.48184
205,1.48276
206,1.48261
207,1.48252
208,1.47923
209,1.47996
210,1.47801
211,1.47788
212,1.47732
213,1.47734
214,1.47732
215,1.47733
216,1.47709
217,1.47747
218,1.47754
219,1.47788
220,1.47791
221,1.47778
222,1.47767
223,1.4777
224,1.47785
225,1.4778
226,1.47794
227,1.47795
228,1.47787
229,1.47862
230,1.47873
231,1.4783
232,1.47903
233,1.4789
234,1.47939
235,1.48024
236,1.48035
237,1.48049
238,1.4835
239,1.48284
240,1.48319
241,1.48306
242,1.48355
243,1.48395
244,1.48381
245,1.4834
246,1.48363
247,1.4835
248,1.48362
249,1.48388
250,1.48525
251,1.48537
252,1.48547
253,1.48525
254,1.48577
255,1.48658
256,1.48677
257,1.48908
258,1.48851
259,1.48842
260,1.48746
261,1.48722
262,1.48687
263,1.48692
264,1.4866
265,1.48665
266,1.48661
267,1.48647
268,1.48635
269,1.48612
270,1.4859
271,1.48587
272,1.48602
273,1.48616
274,1.48602
275,1.48585
276,1.48625
277,1.48611
278,1.48611
279,1.48608
280,1.48546
281,1.486
282,1.48534
283,1.48574
284,1.48675
285,1.48721
286,1.48759
287,1.48821
288,1.48818
289,1.48851
290,1.48859
291,1.48903
292,1.48918
293,1.48945
294,1.49035
295,1.49012
296,1.49018
297,1.49037
298,1.49012
299,1.48925
300,1.48918
301,1.489
302,1.48907
303,1.48892
304,1.48904
305,1.48928
306,1.49172
307,1.49053
308,1.4903
309,1.49035
310,1.49035
311,1.49037
312,1.49051
313,1.49028
314,1.49002
315,1.48972
316,1.48958
317,1.48953
318,1.48923
319,1.48925
320,1.48915
321,1.48916
322,1.48917
323,1.4888
324,1.48876
325,1.48883
326,1.48885
327,1.48898
328,1.48908
329,1.48929
330,1.48905
331,1.48884
332,1.489
333,1.48951
334,1.48952
335,1.48942
336,1.49093
337,1.48995
