SupplyPort 1	Current turn 0.5	Port pressure 49.5
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	1.55929	807.368	449.615
8e-07	1.55587	807.368	449.615
0.492793	2.79945	807.368	847.48
0.965375	7.54158	807.368	1229.03
1.46852	11.7659	807.368	1635.25
1.97186	15.7778	807.368	2041.63
2.47172	20.5543	807.368	2445.2
2.99531	24.9197	808.047	2868.29
3.50027	29.1302	797.947	3271.22
3.99406	33.1159	768.574	3650.73
4.5099	36.6276	722.589	4023.48
5.01736	39.9379	656.374	4356.55
5.50895	43.0303	565.716	4634.66
6.02097	45.3012	471.011	4875.82
6.51764	46.9093	378.472	5063.8
7.01939	48.0104	291.398	5210.01
7.51023	48.6835	217.736	5316.88
8.01333	49.0746	158.005	5396.37
8.51476	49.3017	108.211	5450.63
9.02663	49.4094	73.2298	5488.12
9.53018	49.469	42.8801	5509.71
10.0244	49.4941	18.69	5518.95
10.5264	49.5354	0	5518.95
11.0244	49.5573	0	5518.95
11.5334	49.5732	0	5518.95
12.0271	49.6002	0	5518.95
12.5237	49.6158	0	5518.95
13.0303	49.6376	0	5518.95
13.5227	49.6494	0	5518.95
