SupplyPort 1	Current turn 0.5	Port pressure 49.7
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	1.44952	852.049	0
8e-07	1.45178	852.049	0.000681639
0.500078	6.5122	852.049	426.091
1.00014	11.3219	852.049	852.168
1.49998	15.6743	852.049	1278.06
2.00001	19.9963	852.049	1704.1
2.50002	24.0636	852.049	2130.14
3.00005	28.2499	846.499	2553.42
3.49994	32.7058	816.69	2961.67
4.00021	36.3244	770.095	3346.92
4.49985	39.7441	701.537	3697.44
5.00006	43.0001	604.508	3999.82
5.49979	45.327	505.13	4252.25
6.00001	47.0408	403.522	4454.1
6.50025	48.1952	308.426	4608.39
6.99979	48.8793	229.91	4723.23
7.50003	49.2851	164.36	4805.45
8.0014	49.4942	116.094	4863.66
8.50007	49.612	76.0407	4901.58
9.00019	49.6708	43.7958	4923.48
9.4999	49.6784	37.6726	4942.31
10.0002	49.702	0	4942.31
10.5001	49.7187	0	4942.31
11.0001	49.745	0	4942.31
11.5001	49.7531	0	4942.31
11.9998	49.7657	0	4942.31
12.5001	49.7877	0	4942.31
13.0005	49.7965	0	4942.31
13.4999	49.8048	0	4942.31
14.0001	49.8086	0	4942.31
14.5	49.826	0	4942.31
15.0001	49.8261	0	4942.31
15.5003	49.8337	0	4942.31
16.0003	49.8403	0	4942.31
16.5	49.8528	0	4942.31
17.0002	49.8556	0	4942.31
17.5002	49.854	0	4942.31
18.0002	49.8687	0	4942.31
