SupplyPort 1	Current turn 0.5	Port pressure 49.5
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	1.56438	815.523	149.666
8e-07	4.49296	815.523	149.667
0.488339	8.53108	815.523	547.918
1.00729	12.6074	815.523	971.136
1.48991	17.5477	815.523	1364.72
1.99087	21.8101	815.523	1773.27
2.49298	26.1569	815.558	2182.77
2.98771	30.1059	802.471	2579.77
3.50014	34.0205	770.288	2974.49
4.03189	37.5704	720.223	3357.47
4.52341	41.2956	638.592	3671.35
5.01679	43.8856	556.126	3945.73
5.51178	45.9185	467.777	4177.28
6.00285	47.3255	386.17	4366.92
6.51824	48.318	310.452	4526.92
7.03575	48.9612	246.115	4654.29
7.52618	49.2757	206.389	4755.51
8.00419	49.4408	181.75	4842.38
8.50788	49.5256	167.596	4926.8
9.03697	49.5846	156.938	5009.83
9.51312	49.63	148.209	5080.4
10.0304	49.6608	141.962	5153.83
10.5444	49.6827	137.34	5224.43
11.0374	49.7083	131.746	5289.38
11.5371	49.7235	128.294	5353.48
12.0247	49.7424	123.859	5413.89
12.5236	49.7513	121.701	5474.6
13.0162	49.7694	117.214	5532.34
