LeakagePort 0	Current turn 0.5	Pressure storage 8.22852	Pressure reaction 0.0282879
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	8.2296	0.0310806	83.2805	0.666398
9e-07	7.95583	1.00896	80.51	0.666398
0.521811	7.6472	1.67303	77.3868	0.666471
1.02954	6.87359	3.31141	69.5581	41.0477
1.56369	6.67717	3.72679	67.2714	76.3646
2.05844	6.19728	4.7361	54.4914	112.298
2.57096	6.05452	5.03471	47.3929	139.257
3.0704	5.8584	5.41827	32.7726	163.547
3.58658	5.78458	5.54214	24.7331	179.915
4.10051	5.7664	5.57267	22.2004	192.681
4.62449	5.73195	5.61261	17.5235	204.091
5.21747	5.72302	5.6177	16.4757	213.273
5.63393	5.70707	5.6255	14.5193	223.043
6.22761	5.70479	5.62699	14.1835	229.089
