LeakagePort 1	Current turn 0.5	Pressure storage 8.42962	Pressure reaction 1.01731
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	8.42962	1.01731	0.00088662	0.00105748
0.01	8.42962	1.01731	0.00088662	0.00105748
0.02	8.42765	1.02154	0.000886413	0.00106188
0.03	8.42567	1.02577	0.000886205	0.00106627
0.04	8.4237	1.03	0.000885998	0.00107067
0.05	8.42173	1.03423	0.00088579	0.00107506
0.06	8.41975	1.03846	0.000885583	0.00107946
0.07	8.41778	1.04268	0.000885375	0.00108385
0.08	8.41581	1.04691	0.000885168	0.00108824
0.09	8.41384	1.05113	0.000884961	0.00109263
0.1	8.41187	1.05535	0.000884753	0.00109702
0.11	8.4099	1.05958	0.000884546	0.00110141
0.12	8.40793	1.0638	0.000884339	0.0011058
0.13	8.40596	1.06802	0.000884132	0.00111019
0.14	8.40399	1.07224	0.000883925	0.00111457
0.15	8.40202	1.07645	0.000883718	0.00111896
0.16	8.40006	1.08067	0.000883511	0.00112334
0.17	8.39809	1.08489	0.000883304	0.00112772
0.18	8.39612	1.0891	0.000883097	0.0011321
0.19	8.39416	1.09332	0.00088289	0.00113648
0.2	8.39219	1.09753	0.000882683	0.00114086
0.21	8.39022	1.10174	0.000882477	0.00114524
0.22	8.38826	1.10595	0.00088227	0.00114962
0.23	8.38629	1.11016	0.000882063	0.001154
0.24	8.38433	1.11437	0.000881857	0.00115837
0.25	8.38237	1.11858	0.00088165	0.00116275
0.26	8.3804	1.12279	0.000881444	0.00116712
0.27	8.37844	1.12699	0.000881237	0.00117149
0.28	8.37648	1.1312	0.000881031	0.00117586
0.29	8.37452	1.1354	0.000880825	0.00118023
0.3	8.37256	1.1396	0.000880618	0.0011846
0.31	8.3706	1.14381	0.000880412	0.00118897
0.32	8.36863	1.14801	0.000880206	0.00119334
0.33	8.36667	1.15221	0.00088	0.0011977
0.34	8.36472	1.15641	0.000879794	0.00120207
0.35	8.36276	1.16061	0.000879588	0.00120643
0.36	8.3608	1.1648	0.000879382	0.0012108
0.37	8.35884	1.169	0.000879176	0.00121516
0.38	8.35688	1.17319	0.00087897	0.00121952
0.39	8.35493	1.17739	0.000878764	0.00122388
0.4	8.35297	1.18158	0.000878558	0.00122824
0.41	8.35101	1.18578	0.000878352	0.0012326
0.42	8.34906	1.18997	0.000878147	0.00123695
0.43	8.3471	1.19416	0.000877941	0.00124131
0.44	8.34515	1.19835	0.000877735	0.00124566
0.45	8.34319	1.20253	0.00087753	0.00125002
0.46	8.34124	1.20672	0.000877324	0.00125437
0.47	8.33928	1.21091	0.000877119	0.00125872
0.48	8.33733	1.21509	0.000876913	0.00126307
0.49	8.33538	1.21928	0.000876708	0.00126742
0.5	8.33343	1.22346	0.000876503	0.00127177
0.51	8.33147	1.22765	0.000876298	0.00127612
0.52	8.32952	1.23183	0.000876092	0.00128046
0.53	8.32757	1.23601	0.000875887	0.00128481
0.54	8.32562	1.24019	0.000875682	0.00128916
0.55	8.32367	1.24437	0.000875477	0.0012935
0.56	8.32172	1.24854	0.000875272	0.00129784
0.57	8.31977	1.25272	0.000875067	0.00130218
0.58	8.31783	1.2569	0.000874862	0.00130652
0.59	8.31588	1.26107	0.000874657	0.00131086
0.6	8.31393	1.26524	0.000874452	0.0013152
0.61	8.31198	1.26942	0.000874247	0.00131954
0.62	8.31004	1.27359	0.000874043	0.00132388
0.63	8.30809	1.27776	0.000873838	0.00132821
0.64	8.30614	1.28193	0.000873633	0.00133255
0.65	8.3042	1.2861	0.000873429	0.00133688
0.66	8.30225	1.29027	0.000873224	0.00134121
0.67	8.30031	1.29443	0.00087302	0.00134554
0.68	8.29837	1.2986	0.000872815	0.00134987
0.69	8.29642	1.30276	0.000872611	0.0013542
0.7	8.29448	1.30693	0.000872406	0.00135853
0.71	8.29254	1.31109	0.000872202	0.00136286
0.72	8.2906	1.31525	0.000871998	0.00136719
0.73	8.28865	1.31941	0.000871794	0.00137151
0.74	8.28671	1.32357	0.000871589	0.00137584
0.75	8.28477	1.32773	0.000871385	0.00138016
0.76	8.28283	1.33189	0.000871181	0.00138448
0.77	8.28089	1.33605	0.000870977	0.0013888
0.78	8.27895	1.34021	0.000870773	0.00139312
0.79	8.27701	1.34436	0.000870569	0.00139744
0.8	8.27507	1.34851	0.000870365	0.00140176
0.81	8.27314	1.35267	0.000870162	0.00140608
0.82	8.2712	1.35682	0.000869958	0.00141039
0.83	8.26926	1.36097	0.000869754	0.00141471
0.84	8.26733	1.36512	0.00086955	0.00141902
0.85	8.26539	1.36927	0.000869347	0.00142334
0.86	8.26345	1.37342	0.000869143	0.00142765
0.87	8.26152	1.37757	0.00086894	0.00143196
0.88	8.25958	1.38171	0.000868736	0.00143627
0.89	8.25765	1.38586	0.000868533	0.00144058
0.9	8.25572	1.39	0.000868329	0.00144489
0.91	8.25378	1.39415	0.000868126	0.0014492
0.92	8.25185	1.39829	0.000867922	0.0014535
0.93	8.24992	1.40243	0.000867719	0.00145781
0.94	8.24798	1.40657	0.000867516	0.00146211
0.95	8.24605	1.41071	0.000867313	0.00146641
0.96	8.24412	1.41485	0.00086711	0.00147072
0.97	8.24219	1.41899	0.000866907	0.00147502
0.98	8.24026	1.42313	0.000866704	0.00147932
0.99	8.23833	1.42726	0.000866501	0.00148362
1	8.2364	1.4314	0.000866298	0.00148791
1.01	8.23447	1.43553	0.000866095	0.00149221
1.02	8.23254	1.43966	0.000865892	0.00149651
1.03	8.23062	1.44379	0.000865689	0.0015008
1.04	8.22869	1.44793	0.000865486	0.0015051
1.05	8.22676	1.45206	0.000865284	0.00150939
1.06	8.22483	1.45619	0.000865081	0.00151368
1.07	8.22291	1.46031	0.000864879	0.00151797
1.08	8.22098	1.46444	0.000864676	0.00152226
1.09	8.21906	1.46857	0.000864473	0.00152655
1.1	8.21713	1.47269	0.000864271	0.00153084
1.11	8.21521	1.47682	0.000864069	0.00153513
1.12	8.21328	1.48094	0.000863866	0.00153941
1.13	8.21136	1.48506	0.000863664	0.0015437
1.14	8.20944	1.48918	0.000863462	0.00154798
1.15	8.20751	1.4933	0.000863259	0.00155227
1.16	8.20559	1.49742	0.000863057	0.00155655
1.17	8.20367	1.50154	0.000862855	0.00156083
1.18	8.20175	1.50566	0.000862653	0.00156511
1.19	8.19983	1.50977	0.000862451	0.00156939
1.2	8.19791	1.51389	0.000862249	0.00157367
1.21	8.19599	1.518	0.000862047	0.00157794
1.22	8.19407	1.52212	0.000861845	0.00158222
1.23	8.19215	1.52623	0.000861643	0.00158649
1.24	8.19023	1.53034	0.000861442	0.00159077
1.25	8.18831	1.53445	0.00086124	0.00159504
