LeakagePort 0	Current turn 0.5	Pressure storage 8.22852	Pressure reaction 0.0282879
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	8.22852	0.0282879	83.2695	0.666398
0.1	7.47298	0.0258353	75.6238	0.666398
0.2	7.33685	0.319018	74.2462	8.22878
0.3	7.20321	0.60686	72.8938	15.6534
0.4	7.072	0.889458	71.566	22.9428
0.5	6.94317	1.16691	70.2624	30.0994
0.6	6.8167	1.43931	68.9825	37.1256
0.7	6.69253	1.70674	67.7259	44.0239
0.8	6.57062	1.96931	66.4922	50.7965
0.9	6.45093	2.22709	65.281	57.4457
1	6.33342	2.48017	64.0919	63.9738
1.1	6.21805	2.72865	62.9244	70.383
1.2	6.10479	2.97259	61.7782	76.6754
1.3	5.99359	3.2121	60.5845	82.8532
1.4	5.88453	3.44698	58.901	88.9117
1.5	5.77851	3.67533	56.727	94.8018
1.6	5.6764	3.89525	54.0261	100.474
1.7	5.57915	4.1047	50.7658	105.877
1.8	5.48777	4.30151	46.919	110.954
1.9	5.40331	4.48341	42.4642	115.646
2	5.32687	4.64804	37.3855	119.892
2.1	5.25958	4.79298	31.6676	123.631
2.2	5.20258	4.91575	25.2813	126.797
2.3	5.15707	5.01376	18.1284	129.325
2.4	5.12444	5.08404	9.72392	131.138
2.5	5.10693	5.12174	0	132.111
