LeakagePort 0	Current turn 0.5	Pressure storage 41.2342	Pressure reaction 8.04785
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	41.2342	8.04785	0.0405158	0.00835103
0.01	41.2342	8.04785	0.0405158	0.00835103
0.02	41.1434	8.24152	0.0404267	0.008552
0.03	41.0529	8.43477	0.0403378	0.00875253
0.04	40.9626	8.6276	0.040249	0.00895262
0.05	40.8725	8.82	0.0401605	0.00915226
0.06	40.7826	9.01197	0.0400721	0.00935147
0.07	40.6929	9.20353	0.039984	0.00955024
0.08	40.6034	9.39466	0.039896	0.00974858
0.09	40.5141	9.58537	0.0398082	0.00994647
0.1	40.4249	9.77567	0.0397207	0.0101439
0.11	40.336	9.96554	0.0396333	0.010341
0.12	40.2473	10.155	0.0395461	0.0105376
0.13	40.1587	10.344	0.0394591	0.0107337
0.14	40.0704	10.5327	0.0393723	0.0109294
0.15	39.9822	10.7209	0.0392857	0.0111247
0.16	39.8943	10.9087	0.0391992	0.0113196
0.17	39.8065	11.096	0.039113	0.0115141
0.18	39.719	11.283	0.039027	0.0117081
0.19	39.6316	11.4696	0.0389411	0.0119017
0.2	39.5444	11.6557	0.0388554	0.0120948
0.21	39.4574	11.8415	0.03877	0.0122876
0.22	39.3706	12.0268	0.0386847	0.0124799
0.23	39.284	12.2117	0.0385996	0.0126717
0.24	39.1976	12.3962	0.0385146	0.0128632
0.25	39.1114	12.5803	0.0384299	0.0130543
0.26	39.0253	12.764	0.0383454	0.0132449
0.27	38.9395	12.9473	0.038261	0.0134351
0.28	38.8538	13.1302	0.0381768	0.0136249
0.29	38.7683	13.3127	0.0380929	0.0138142
0.3	38.683	13.4948	0.0380091	0.0140032
0.31	38.598	13.6765	0.0379254	0.0141917
0.32	38.513	13.8578	0.037842	0.0143799
0.33	38.4283	14.0387	0.0377588	0.0145676
0.34	38.3438	14.2192	0.0376757	0.0147549
0.35	38.2594	14.3993	0.0375928	0.0149417
0.36	38.1753	14.579	0.0375101	0.0151282
0.37	38.0913	14.7583	0.0374276	0.0153143
0.38	38.0075	14.9372	0.0373452	0.0154999
0.39	37.9239	15.1157	0.0372631	0.0156852
0.4	37.8405	15.2939	0.0371811	0.01587
0.41	37.7572	15.4716	0.0370993	0.0160544
0.42	37.6742	15.6489	0.0370177	0.0162385
0.43	37.5913	15.8259	0.0369363	0.0164221
0.44	37.5086	16.0025	0.036855	0.0166053
0.45	37.4261	16.1786	0.0367739	0.0167881
0.46	37.3437	16.3544	0.036693	0.0169705
0.47	37.2616	16.5298	0.0366123	0.0171525
0.48	37.1796	16.7048	0.0365318	0.0173341
0.49	37.0978	16.8795	0.0364514	0.0175154
0.5	37.0162	17.0537	0.0363712	0.0176962
0.51	36.9348	17.2276	0.0362912	0.0178766
0.52	36.8535	17.4011	0.0362114	0.0180566
0.53	36.7725	17.5742	0.0361317	0.0182362
0.54	36.6916	17.7469	0.0360522	0.0184154
0.55	36.6109	17.9192	0.0359729	0.0185943
0.56	36.5303	18.0912	0.0358938	0.0187727
0.57	36.45	18.2628	0.0358148	0.0189507
0.58	36.3698	18.434	0.035736	0.0191284
0.59	36.2898	18.6048	0.0356574	0.0193057
0.6	36.2099	18.7752	0.0355789	0.0194825
0.61	36.1303	18.9453	0.0355007	0.019659
