LeakagePort 0	Current turn 0.5	Pressure storage 15.4015	Pressure reaction 0.0650488	Used volumes E, B
1.49	10.899	9.67283	0.00561228	0.0100337
1.5	10.8864	9.69967	0.00552978	0.0100615
1.51	10.874	9.72611	0.00544672	0.010089
1.52	10.8618	9.75215	0.0053631	0.010116
1.53	10.8498	9.7778	0.00527893	0.0101426
1.54	10.8379	9.80304	0.00519421	0.0101688
1.55	10.8263	9.82788	0.00510896	0.0101945
1.56	10.8148	9.85231	0.00502319	0.0102199
1.57	10.8036	9.87633	0.00493689	0.0102448
1.58	10.7925	9.89994	0.00485008	0.0102693
1.59	10.7817	9.92313	0.00476277	0.0102933
1.6	10.771	9.94591	0.00467496	0.010317
1.61	10.7605	9.96826	0.00458666	0.0103401
1.62	10.7502	9.9902	0.00449788	0.0103629
1.63	10.7401	10.0117	0.00440863	0.0103852
1.64	10.7303	10.0328	0.00431891	0.0104071
1.65	10.7206	10.0534	0.00422873	0.0104285
1.66	10.7111	10.0737	0.00413811	0.0104495
1.67	10.7018	10.0934	0.00404704	0.01047
1.68	10.6928	10.1128	0.00395553	0.0104901
1.69	10.6839	10.1317	0.0038636	0.0105097
1.7	10.6752	10.1502	0.00377125	0.0105289
1.71	10.6668	10.1682	0.00367849	0.0105476
1.72	10.6586	10.1858	0.00358532	0.0105658
1.73	10.6505	10.203	0.00349175	0.0105836
1.74	10.6427	10.2197	0.00339779	0.0106009
1.75	10.6351	10.2359	0.00330344	0.0106178
1.76	10.6277	10.2517	0.00320872	0.0106342
1.77	10.6205	10.267	0.00311363	0.0106501
1.78	10.6135	10.2819	0.00301817	0.0106655
1.79	10.6067	10.2964	0.00292235	0.0106805
1.8	10.6002	10.3103	0.00282617	0.010695
1.81	10.5939	10.3239	0.00272965	0.010709
1.82	10.5877	10.3369	0.00263279	0.0107225
1.83	10.5818	10.3495	0.00253558	0.0107356
1.84	10.5762	10.3616	0.00243804	0.0107482
1.85	10.5707	10.3733	0.00234017	0.0107603
1.86	10.5655	10.3845	0.00224197	0.0107719
1.87	10.5604	10.3952	0.00214343	0.010783
1.88	10.5556	10.4054	0.00204457	0.0107936
1.89	10.551	10.4152	0.00194537	0.0108038
1.9	10.5467	10.4245	0.00184584	0.0108134
1.91	10.5425	10.4334	0.00174596	0.0108226
1.92	10.5386	10.4417	0.00164574	0.0108312
1.93	10.5349	10.4496	0.00154514	0.0108394
1.94	10.5315	10.457	0.00144417	0.0108471
1.95	10.5282	10.4639	0.00134279	0.0108542
1.96	10.5252	10.4703	0.00124097	0.0108609
1.97	10.5225	10.4762	0.00113867	0.010867
1.98	10.5199	10.4817	0.00103583	0.0108727
1.99	10.5176	10.4866	0.000932348	0.0108778
2	10.5155	10.4911	0.000828116	0.0108825
2.01	10.5136	10.495	0.000722945	0.0108866
2.02	10.512	10.4985	0.000616547	0.0108902
2.03	10.5106	10.5014	0.000508433	0.0108932
