LeakagePort 0	Current turn 0.5	Pressure storage 15.4015	Pressure reaction 0.0650488	Used volumes E, B
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	15.4015	0.0650488	0.0220178	6.74755e-05
0.01	15.4015	0.0650488	0.0220178	6.74755e-05
0.02	15.3522	0.170336	0.0219473	0.000176691
0.03	15.303	0.275287	0.021877	0.000285557
0.04	15.254	0.379901	0.0218069	0.000394073
0.05	15.2051	0.48418	0.021737	0.000502242
0.06	15.1564	0.588124	0.0216674	0.000610065
0.07	15.1078	0.691736	0.021598	0.000717542
0.08	15.0594	0.795016	0.0215288	0.000824675
0.09	15.0112	0.897965	0.0214598	0.000931465
0.1	14.9631	1.00058	0.0213911	0.00103791
0.11	14.9152	1.10287	0.0213225	0.00114402
0.12	14.8674	1.20484	0.0212542	0.00124979
0.13	14.8197	1.30647	0.0211861	0.00135521
0.14	14.7723	1.40778	0.0211183	0.0014603
0.15	14.7249	1.50877	0.0210506	0.00156506
0.16	14.6778	1.60943	0.0209832	0.00166947
0.17	14.6307	1.70977	0.0209159	0.00177356
0.18	14.5839	1.80979	0.0208489	0.00187731
0.19	14.5371	1.90949	0.0207821	0.00198072
0.2	14.4906	2.00887	0.0207156	0.00208381
0.21	14.4442	2.10793	0.0206492	0.00218657
0.22	14.3979	2.20667	0.020583	0.00228899
0.23	14.3518	2.3051	0.0205171	0.00239109
0.24	14.3058	2.40321	0.0204514	0.00249286
0.25	14.2599	2.501	0.0203858	0.00259431
0.26	14.2143	2.59849	0.0203205	0.00269543
0.27	14.1687	2.69566	0.0202554	0.00279622
0.28	14.1233	2.79252	0.0201905	0.0028967
0.29	14.0781	2.88907	0.0201259	0.00299685
0.3	14.033	2.98531	0.0200614	0.00309668
0.31	13.988	3.08124	0.0199971	0.00319619
0.32	13.9432	3.17687	0.019933	0.00329538
0.33	13.8985	3.27218	0.0198692	0.00339426
0.34	13.854	3.3672	0.0198055	0.00349281
0.35	13.8096	3.4619	0.0197421	0.00359106
0.36	13.7654	3.55631	0.0196788	0.00368898
0.37	13.7213	3.65041	0.0196158	0.0037866
0.38	13.6773	3.74421	0.0195529	0.0038839
0.39	13.6335	3.83771	0.0194903	0.00398089
0.4	13.5898	3.93092	0.0194279	0.00407756
0.41	13.5463	4.02382	0.0193656	0.00417393
0.42	13.5029	4.11642	0.0193036	0.00426999
0.43	13.4596	4.20873	0.0192417	0.00436574
0.44	13.4165	4.30074	0.0191801	0.00446119
0.45	13.3735	4.39246	0.0191186	0.00455633
0.46	13.3307	4.48389	0.0190574	0.00465116
0.47	13.288	4.57502	0.0189963	0.00474569
0.48	13.2454	4.66586	0.0189355	0.00483992
0.49	13.203	4.7564	0.0188748	0.00493385
0.5	13.1607	4.84666	0.0188144	0.00502747
0.51	13.1185	4.93663	0.0187541	0.0051208
0.52	13.0765	5.02631	0.018694	0.00521382
0.53	13.0346	5.1157	0.0186341	0.00530655
0.54	12.9928	5.20481	0.0185744	0.00539898
0.55	12.9512	5.29363	0.0185149	0.00549112
0.56	12.9097	5.38217	0.0184556	0.00558296
0.57	12.8684	5.47042	0.0183965	0.0056745
0.58	12.8271	5.55839	0.0183375	0.00576576
0.59	12.786	5.64608	0.0182788	0.00585672
0.6	12.7451	5.73349	0.0182202	0.00594738
0.61	12.7042	5.82062	0.0181618	0.00603776
0.62	12.6635	5.90746	0.0181037	0.00612785
0.63	12.623	5.99403	0.0180457	0.00621765
0.64	12.5825	6.08033	0.0179878	0.00630716
0.65	12.5422	6.16634	0.0179302	0.00639639
0.66	12.502	6.25209	0.0178728	0.00648533
0.67	12.462	6.33755	0.0178155	0.00657398
0.68	12.4221	6.42274	0.0177584	0.00666235
0.69	12.3823	6.50766	0.0177016	0.00675044
0.7	12.3426	6.59231	0.00980148	0.00683825
0.71	12.3206	6.63918	0.00978202	0.00688686
0.72	12.2987	6.68596	0.00976163	0.00693539
0.73	12.2768	6.73264	0.00974031	0.00698381
0.74	12.255	6.77921	0.00971806	0.00703212
0.75	12.2332	6.82569	0.00969487	0.00708033
0.76	12.2115	6.87205	0.00967076	0.00712842
0.77	12.1898	6.91829	0.00964571	0.00717639
0.78	12.1682	6.96442	0.00961974	0.00722423
0.79	12.1467	7.01042	0.00959285	0.00727195
0.8	12.1252	7.05629	0.00956503	0.00731953
0.81	12.1037	7.10203	0.00953629	0.00736698
0.82	12.0824	7.14763	0.00950662	0.00741428
0.83	12.0611	7.19309	0.00947604	0.00746144
0.84	12.0398	7.2384	0.00944455	0.00750844
0.85	12.0187	7.28357	0.00941213	0.00755529
0.86	11.9976	7.32857	0.00937881	0.00760198
0.87	11.9765	7.37342	0.00934458	0.0076485
0.88	11.9556	7.41811	0.00930944	0.00769485
0.89	11.9347	7.46262	0.00927339	0.00774103
0.9	11.914	7.50697	0.00923644	0.00778703
0.91	11.8933	7.55114	0.0091986	0.00783284
0.92	11.8726	7.59512	0.00915985	0.00787847
0.93	11.8521	7.63893	0.00912022	0.00792391
0.94	11.8317	7.68254	0.00907969	0.00796915
0.95	11.8113	7.72596	0.00903828	0.00801418
0.96	11.7911	7.76918	0.00899598	0.00805902
0.97	11.7709	7.8122	0.0089528	0.00810364
0.98	11.7509	7.85501	0.00890875	0.00814805
0.99	11.7309	7.89761	0.00886382	0.00819224
1	11.711	7.93999	0.00881803	0.00823621
1.01	11.6913	7.98216	0.00877137	0.00827995
1.02	11.6716	8.0241	0.00872385	0.00832346
1.03	11.6521	8.06582	0.00867547	0.00836673
1.04	11.6326	8.10731	0.00862623	0.00840976
1.05	11.6133	8.14856	0.00857615	0.00845255
1.06	11.5941	8.18957	0.00852522	0.00849509
1.07	11.575	8.23033	0.00847346	0.00853738
1.08	11.556	8.27085	0.00842085	0.00857941
1.09	11.5371	8.31112	0.00836742	0.00862118
1.1	11.5184	8.35113	0.00831316	0.00866268
1.11	11.4997	8.39089	0.00825808	0.00870392
1.12	11.4812	8.43038	0.00820218	0.00874488
1.13	11.4628	8.4696	0.00814547	0.00878557
1.14	11.4446	8.50855	0.00808796	0.00882597
1.15	11.4265	8.54723	0.00802964	0.00886609
1.16	11.4085	8.58562	0.00797052	0.00890592
1.17	11.3906	8.62374	0.00791062	0.00894546
1.18	11.3729	8.66157	0.00784993	0.0089847
1.19	11.3553	8.6991	0.00778846	0.00902363
1.2	11.3378	8.73635	0.00772622	0.00906227
1.21	11.3205	8.77329	0.0076632	0.00910059
1.22	11.3033	8.80994	0.00759943	0.0091386
1.23	11.2863	8.84628	0.0075349	0.0091763
1.24	11.2694	8.88231	0.00746961	0.00921368
1.25	11.2527	8.91803	0.00740359	0.00925073
1.26	11.2361	8.95343	0.00733682	0.00928745
1.27	11.2197	8.98852	0.00726932	0.00932384
1.28	11.2034	9.02328	0.00720109	0.0093599
1.29	11.1872	9.05771	0.00713215	0.00939562
1.3	11.1712	9.09182	0.00706248	0.009431
1.31	11.1554	9.12559	0.00699212	0.00946603
1.32	11.1397	9.15903	0.00692105	0.00950071
1.33	11.1242	9.19212	0.00684929	0.00953505
1.34	11.1089	9.22487	0.00677684	0.00956902
1.35	11.0937	9.25728	0.0067037	0.00960264
1.36	11.0787	9.28934	0.0066299	0.00963589
1.37	11.0638	9.32104	0.00655543	0.00966877
1.38	11.0491	9.35239	0.00648029	0.00970129
1.39	11.0346	9.38338	0.00640451	0.00973344
1.4	11.0203	9.414	0.00632807	0.0097652
1.41	11.0061	9.44426	0.006251	0.00979659
1.42	10.9921	9.47415	0.0061733	0.0098276
1.43	10.9782	9.50367	0.00609497	0.00985822
1.44	10.9646	9.53282	0.00601602	0.00988845
1.45	10.9511	9.56159	0.00593647	0.0099183
1.46	10.9378	9.58998	0.00585631	0.00994774
1.47	10.9247	9.61798	0.00577555	0.00997679
1.48	10.9117	9.6456	0.00569421	0.0100054
