LeakagePort 1	Current turn 0.5	Pressure storage 11.6818	Pressure reaction 1.63873
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	11.683	1.63788	0.00326456	38.7397
1.5e-06	11.6858	1.64537	0.00326561	38.7397
0.457657	11.0498	2.50014	0.00303249	38.7397
0.976866	10.6904	3.32805	0.00298704	38.7402
1.48028	10.5704	3.61778	0.00286212	38.7407
1.98258	10.2137	4.48616	0.00275405	38.7412
2.47025	10.0601	4.84556	0.00271283	38.7417
2.99152	9.74402	5.59176	0.002612	38.7422
3.49681	9.68244	5.73818	0.00258141	38.7426
3.99983	9.40948	6.40415	0.00242491	38.7431
4.5013	9.33813	6.56354	0.00236734	38.7435
5.02267	9.14995	7.01539	0.00214497	38.7439
5.52468	9.10193	7.13327	0.00206546	38.7443
6.02932	8.9469	7.49033	0.00182005	38.7447
6.53354	8.91358	7.54222	0.00174709	38.745
7.05377	8.81672	7.81804	0.00152188	38.7453
7.65487	8.79272	7.84973	0.00144845	38.7456
8.05868	8.72881	8.02815	0.00123143	38.7459
8.58388	8.71291	8.07965	0.00116915	38.7461
9.06544	8.66532	8.19258	0.00100166	38.7463
9.65656	8.65431	8.21616	0.000960216	38.7465
10.0903	8.61873	8.28017	0.000819033	38.7467
10.6178	8.61709	8.3162	0.000781278	38.7468
