LeakagePort 0	Current turn 0.5	Pressure storage 8.69331	Pressure reaction 0.945277
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	8.68045	0.945398	0.00622944	22.4672
1.4e-06	8.69027	0.944323	0.00623649	22.4672
0.513069	8.1912	0.942915	0.00587834	22.4672
1.13319	7.77669	3.26167	0.00558142	22.4687
1.52342	7.15055	4.57353	0.00498559	22.4704
2.09922	6.72543	5.46141	0.00385586	22.4714
2.52471	6.57077	5.78055	0.00314617	22.4725
3.08886	6.40446	6.1009	0.00200892	22.4731
3.51717	6.37572	6.15559	0.00171916	22.4737
4.06244	6.32198	6.22172	0.00116716	22.4741
4.53275	6.3076	6.23665	0.00098319	22.4744
5.07112	6.29885	6.24298	0.00087291	22.4746
5.56035	6.29465	6.24425	0.000829277	22.4748
6.07136	6.2829	6.24509	0.000718356	22.475
6.58355	6.27811	6.24589	0.000663161	22.4752
7.0855	6.26728	6.24653	0.000532164	22.4754
7.59886	6.26995	6.23996	0.000639488	22.4755
8.11637	6.26485	6.23795	0.000605592	22.4757
8.62852	6.26436	6.24458	0.000519566	22.4758
9.14044	6.26444	6.24469	0.000519126	22.476
