LeakagePort 0	Current turn 0.5	Pressure storage 6.17139	Pressure reaction 0.00910621
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	6.17416	0.0148318	0.00113028	0.216069
2.7e-06	6.17286	0.0151856	0.00113004	0.216069
0.518926	6.17441	0.0177442	0.00113033	0.216069
1.11187	5.70256	1.32195	0.00104395	0.216656
1.53973	5.18216	2.43425	0.000948679	0.217275
2.05448	5.04046	2.73176	0.000922261	0.217681
2.56942	4.70061	3.45169	0.000774016	0.218155
3.08247	4.65541	3.56519	0.00073629	0.218554
3.58346	4.45916	3.9408	0.000536791	0.218932
4.08543	4.43637	3.99126	0.00050092	0.219201
4.59866	4.35949	4.13373	0.000363729	0.219452
5.09853	4.34524	4.14201	0.000345506	0.219639
5.59789	4.31708	4.19168	0.00027319	0.219812
6.09684	4.30983	4.19405	0.000262595	0.219948
6.60924	4.29751	4.21201	0.000226194	0.220079
7.1255	4.29246	4.20547	0.000227956	0.220195
7.63742	4.28243	4.21163	0.000205817	0.220313
8.13425	4.2803	4.2156	0.000196862	0.220418
8.64799	4.27776	4.21556	0.000193023	0.220516
9.14532	4.2766	4.21068	0.000198613	0.220615
