LeakagePort 1	Current turn 0.5	Pressure storage 15.4017	Pressure reaction 0.0147773
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	15.3992	0.0169693	0.00326456	0.349419
1.4e-06	15.4044	0.0213502	0.00326561	0.349419
0.482019	14.3047	1.57478	0.00303249	0.349419
0.985601	14.0903	2.10657	0.00298704	0.350144
1.52233	13.5011	3.47496	0.00286212	0.35089
1.985	12.9913	4.68058	0.00275405	0.351652
2.55201	12.7968	5.15449	0.00271283	0.352284
3.00984	12.3212	6.29155	0.002612	0.353047
3.56221	12.1854	6.63373	0.00258141	0.35364
3.99305	11.7864	7.55842	0.00242491	0.354347
4.54894	11.6899	7.79987	0.00236734	0.354866
5.01685	11.4113	8.5157	0.00214497	0.355518
5.55538	11.3197	8.6973	0.00206546	0.356016
6.14342	11.1216	9.21051	0.00182005	0.356568
6.53669	11.0633	9.32669	0.00174709	0.357099
7.09957	10.9175	9.64818	0.00152188	0.35744
7.61277	10.8852	9.74833	0.00144845	0.357865
8.09922	10.7852	9.98479	0.00123143	0.358233
8.6129	10.7567	10.0394	0.00116915	0.358531
9.15373	10.7013	10.1829	0.00100166	0.358828
9.63193	10.6974	10.2231	0.000960216	0.359097
10.1879	10.6482	10.3061	0.000819033	0.359325
10.6432	10.6384	10.3279	0.000781278	0.359551
11.1802	10.625	10.3896	0.000682518	0.359727
11.6423	10.5989	10.4176	0.00059975	0.359909
12.2116	10.5992	10.4355	0.000570393	0.360047
12.6253	10.5845	10.4547	0.00050843	0.360208
13.1686	10.591	10.4653	0.000500597	0.360312
13.6031	10.5819	10.4802	0.000450617	0.360447
14.2364	10.5666	10.4732	0.000431605	0.360544
14.6394	10.5727	10.4934	0.000398227	0.36068
15.1032	10.5735	10.4924	0.000402778	0.360759
15.632	10.5734	10.5025	0.000376774	0.360852
16.1096	10.5706	10.5125	0.000341217	0.360951
