LeakagePort 0	Current turn 0.5	Pressure storage 40.511	Pressure reaction 9.77889
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	40.5147	9.77949	0.0856574	230.276
2.2e-06	40.5164	9.7715	0.0856752	230.276
0.510453	37.0813	17.9997	0.0624805	230.276
1.01041	31.8357	28.8608	0.0126713	230.292
1.52587	31.343	29.8644	0.00901157	230.295
2.02391	30.9286	30.6239	0.00411391	230.298
2.51702	30.8121	30.7003	0.00249223	230.299
3.03195	30.7856	30.7027	0.00214686	230.299
3.54451	30.7864	30.7059	0.00211505	230.3
4.04151	30.7833	30.7049	0.0020868	230.3
4.59248	30.7828	30.702	0.002118	230.301
5.04815	30.7826	30.7082	0.00203292	230.301
