time,value
1,0.0410678
2,0.0418441
3,0.0414101
4,0.0409263
5,0.0400031
6,0.0399296
7,0.0410287
8,0.041945
9,0.0424579
10,0.040509
11,0.0397311
12,0.0390199
13,0.0401318
14,0.0404749
15,0.0413152
16,0.0423112
17,0.0423169
18,0.0415415
19,0.0409164
20,0.0428384
21,0.0434782
22,0.0440254
23,0.0411062
24,0.0410451
25,0.0400365
26,0.0409388
27,0.040908
28,0.0408776
29,0.0414892
30,0.0421479
31,0.0423233
32,0.0416036
33,0.0413961
34,0.0414704
35,0.0411811
36,0.0407006
37,0.041482
38,0.0412204
39,0.0407951
40,0.0409058
41,0.0410985
42,0.0426554
43,0.0426841
44,0.0427403
45,0.0430189
46,0.0429868
47,0.0419789
48,0.0413477
49,0.0422595
50,0.0424332
51,0.0429393
52,0.0393101
53,0.0395811
54,0.0392625
55,0.0397294
56,0.0394366
57,0.0392037
58,0.0402293
59,0.0409615
60,0.0421298
61,0.0425006
62,0.0423363
63,0.0417559
64,0.0410163
65,0.0427974
66,0.0427963
67,0.0424883
68,0.040037
69,0.0403256
70,0.0403871
71,0.0406708
72,0.0410064
73,0.0410304
74,0.0415561
75,0.0418792
76,0.042672
77,0.0422821
78,0.0423719
79,0.0421815
80,0.0417985
81,0.0413372
82,0.0413287
83,0.0417665
84,0.042003
85,0.0418178
86,0.0430019
87,0.0407665
88,0.0407102
89,0.0394553
90,0.0407005
91,0.0403941
92,0.0409287
93,0.0414001
94,0.0419765
95,0.0424052
96,0.0423259
97,0.0416899
98,0.0408675
99,0.040754
100,0.0425109
101,0.0431553
102,0.0439581
103,0.0424902
104,0.042075
105,0.0413588
106,0.042382
107,0.0430561
108,0.0436929
109,0.0433165
110,0.0428339
111,0.042135
112,0.0425057
113,0.0381295
114,0.0379708
115,0.0369775
116,0.0384806
117,0.0392653
118,0.040569
119,0.0403481
120,0.0407439
121,0.0410227
122,0.0415764
123,0.0420108
124,0.0412676
125,0.0416785
126,0.0415257
127,0.0417097
128,0.0415844
129,0.0415445
130,0.0411705
131,0.0413038
132,0.0414631
133,0.0412854
134,0.0413613
135,0.0415198
136,0.0418434
137,0.0418836
138,0.041951
139,0.0420734
140,0.041664
141,0.0419577
142,0.0418289
143,0.0417019
144,0.0415209
145,0.0413145
146,0.0415295
147,0.0405141
148,0.0407403
149,0.040768
150,0.0406838
151,0.0407402
152,0.0409911
153,0.0411548
154,0.0410373
155,0.0406982
156,0.0408103
157,0.0405581
158,0.0400027
159,0.0397618
160,0.039357
161,0.0393763
162,0.0395906
163,0.0400529
164,0.0402297
165,0.040683
166,0.0408789
167,0.0412116
168,0.0410375
169,0.0409773
170,0.0407786
171,0.0409453
172,0.040496
173,0.0405272
174,0.0401116
175,0.0405108
176,0.0402907
177,0.0405758
178,0.0404664
179,0.0404701
180,0.0404459
181,0.0407846
182,0.0407838
183,0.0407273
184,0.0408389
185,0.0409768
186,0.0410013
187,0.0407185
188,0.0408024
189,0.0409408
190,0.0407705
191,0.0411604
192,0.0414891
193,0.041339
194,0.0407168
195,0.040438
196,0.0404421
197,0.0401951
198,0.0403142
199,0.0400969
200,0.0408031
201,0.0409416
202,0.0409107
203,0.0402108
204,0.0403297
205,0.0401401
206,0.039981
207,0.0399357
208,0.0403095
209,0.0402317
210,0.0400156
211,0.0400814
212,0.039951
213,0.0394878
214,0.0397842
215,0.039909
216,0.0400321
217,0.040014
218,0.0400241
219,0.0401735
220,0.0399302
221,0.0401925
222,0.0401164
223,0.0402923
224,0.0406053
225,0.0396866
226,0.0406217
227,0.0404559
228,0.0413523
229,0.0418177
230,0.0420256
231,0.0418958
232,0.0420189
233,0.0426145
234,0.0424485
235,0.0435959
236,0.0397622
237,0.0400269
238,0.0393115
239,0.0405308
240,0.0404221
241,0.0415142
242,0.0421726
243,0.042766
244,0.0421796
245,0.0416014
246,0.0425375
247,0.0426794
248,0.0432657
249,0.042226
250,0.0423723
251,0.0418472
252,0.0431425
253,0.0429412
254,0.0437191
255,0.0435376
256,0.0443629
257,0.0443119
258,0.0438711
259,0.0435201
260,0.0429789
261,0.0436167
262,0.0417632
263,0.0422507
264,0.0416157
265,0.0421611
266,0.0412764
267,0.0412687
268,0.0428231
269,0.0434632
270,0.0440663
271,0.0441031
272,0.043219
273,0.0421241
274,0.0416583
275,0.0427888
276,0.0438198
277,0.0449479
278,0.0426294
279,0.0420728
280,0.0408824
281,0.0413544
282,0.0416804
283,0.0423644
284,0.0423414
285,0.042793
286,0.0427082
287,0.0429594
288,0.0425097
289,0.0418989
290,0.0421614
291,0.0424203
292,0.0422013
293,0.0414554
294,0.0411384
295,0.0404353
296,0.040049
297,0.0399191
298,0.0405999
299,0.0414106
300,0.0405364
301,0.040567
302,0.0398441
303,0.0401912
304,0.0395015
305,0.0393793
306,0.039705
307,0.0394963
308,0.0397647
309,0.0397224
310,0.039374
311,0.0388909
312,0.0376616
313,0.0378999
314,0.0379397
315,0.0390667
316,0.0388669
317,0.0393393
318,0.0389963
319,0.0391601
320,0.0385127
321,0.0378465
322,0.0383891
323,0.0380035
324,0.0378745
325,0.0378867
326,0.0385402
327,0.0383757
328,0.0378788
329,0.0382257
330,0.0382609
331,0.0382119
332,0.038052
333,0.0383685
334,0.0387922
335,0.0385405
336,0.0382365
337,0.0382994
338,0.0386682
339,0.0408728
340,0.0413729
341,0.0420612
