LeakagePort 0	Current turn 0.5	Pressure storage 5.23703	Pressure reaction 0.0254031
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	5.23942	0.0239374	53.021	0.598446
9e-07	5.24087	0.0229349	53.0357	0.598446
0.593809	5.04542	0.69745	51.0578	0.598494
1.01163	4.64834	1.54883	47.0395	30.917
1.5561	4.47712	1.92894	45.3068	50.571
2.01885	4.18072	2.53876	41.5534	75.2391
2.53024	4.09085	2.73269	39.4346	94.4682
3.03019	3.9087	3.10978	32.7939	114.635
3.5778	3.85709	3.20151	30.2941	131.03
4.02798	3.76807	3.38098	24.171	147.619
4.58132	3.74494	3.4341	21.8983	158.501
5.03718	3.70017	3.50163	17.7568	170.618
5.56248	3.68421	3.52218	16.1132	178.712
6.05011	3.67828	3.55062	14.3825	187.177
6.54311	3.66779	3.55703	13.4185	194.19
7.04916	3.65281	3.57159	11.529	200.805
7.57249	3.65136	3.56797	11.6755	206.64
8.05595	3.64855	3.57394	11.057	212.75
8.58613	3.64369	3.58094	10.1555	218.095
9.08269	3.6364	3.56768	10.6048	223.48
