LeakagePort 0	Current turn 0.5	Pressure storage 6.17139	Pressure reaction 0.00910621
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	6.17139	0.00910621	0.00112977	9.51388e-06
0.01	6.17139	0.00910621	0.00112977	9.51388e-06
0.02	6.16635	0.0199198	0.00112885	2.08116e-05
0.03	6.16131	0.0307246	0.00112793	3.21001e-05
0.04	6.15628	0.0415206	0.00112701	4.33794e-05
0.05	6.15125	0.0523077	0.00112609	5.46495e-05
0.06	6.14623	0.0630861	0.00112517	6.59103e-05
0.07	6.1412	0.0738556	0.00112425	7.7162e-05
0.08	6.13619	0.0846163	0.00112333	8.84045e-05
0.09	6.13118	0.0953682	0.00112241	9.96378e-05
0.1	6.12617	0.106111	0.00112149	0.000110862
0.11	6.12116	0.116846	0.00112058	0.000122077
0.12	6.11616	0.127571	0.00111966	0.000133283
0.13	6.11116	0.138288	0.00111875	0.000144479
0.14	6.10617	0.148996	0.00111783	0.000155667
0.15	6.10118	0.159696	0.00111692	0.000166845
0.16	6.0962	0.170386	0.00111601	0.000178014
0.17	6.09122	0.181068	0.0011151	0.000189174
0.18	6.08624	0.191741	0.00111419	0.000200325
0.19	6.08127	0.202406	0.00111328	0.000211467
0.2	6.0763	0.213061	0.00111237	0.0002226
0.21	6.07134	0.223708	0.00111146	0.000233724
0.22	6.06638	0.234347	0.00111055	0.000244838
0.23	6.06142	0.244976	0.00110964	0.000255944
0.24	6.05647	0.255597	0.00110874	0.00026704
0.25	6.05152	0.26621	0.00110783	0.000278127
0.26	6.04658	0.276813	0.00110692	0.000289206
0.27	6.04164	0.287408	0.00110602	0.000300275
0.28	6.03671	0.297994	0.00110512	0.000311335
0.29	6.03177	0.308572	0.00110421	0.000322386
0.3	6.02685	0.319141	0.00110331	0.000333429
0.31	6.02192	0.329701	0.00110241	0.000344462
0.32	6.017	0.340253	0.00110151	0.000355486
0.33	6.01209	0.350796	0.00110061	0.000366501
0.34	6.00718	0.361331	0.00109971	0.000377507
0.35	6.00227	0.371856	0.00109881	0.000388504
0.36	5.99737	0.382374	0.00109792	0.000399492
0.37	5.99247	0.392882	0.00109702	0.000410471
0.38	5.98757	0.403383	0.00109612	0.000421442
0.39	5.98268	0.413874	0.00109523	0.000432403
0.4	5.97779	0.424357	0.00109433	0.000443355
0.41	5.97291	0.434831	0.00109344	0.000454298
0.42	5.96803	0.445297	0.00109254	0.000465233
0.43	5.96315	0.455755	0.00109165	0.000476158
0.44	5.95828	0.466203	0.00109076	0.000487075
0.45	5.95342	0.476643	0.00108987	0.000497982
0.46	5.94855	0.487075	0.00108898	0.000508881
0.47	5.94369	0.497498	0.00108809	0.000519771
0.48	5.93884	0.507913	0.0010872	0.000530652
0.49	5.93399	0.518319	0.00108631	0.000541524
0.5	5.92914	0.528717	0.00108542	0.000552387
0.51	5.92429	0.539106	0.00108454	0.000563241
0.52	5.91945	0.549487	0.00108365	0.000574086
0.53	5.91462	0.559859	0.00108277	0.000584923
0.54	5.90979	0.570222	0.00108188	0.000595751
0.55	5.90496	0.580578	0.001081	0.000606569
0.56	5.90013	0.590924	0.00108012	0.000617379
0.57	5.89531	0.601263	0.00107923	0.000628181
0.58	5.8905	0.611593	0.00107835	0.000638973
0.59	5.88569	0.621914	0.00107747	0.000649756
0.6	5.88088	0.632227	0.00107659	0.000660531
0.61	5.87607	0.642532	0.00107571	0.000671297
0.62	5.87127	0.652828	0.00107483	0.000682054
0.63	5.86648	0.663116	0.00107395	0.000692802
0.64	5.86169	0.673395	0.00107308	0.000703542
0.65	5.8569	0.683666	0.0010722	0.000714273
0.66	5.85211	0.693928	0.00107132	0.000724995
0.67	5.84733	0.704183	0.00107045	0.000735708
0.68	5.84255	0.714428	0.00106957	0.000746413
0.69	5.83778	0.724666	0.0010687	0.000757108
0.7	5.83301	0.734895	0.00106783	0.000767795
0.71	5.82825	0.745116	0.00106696	0.000778474
0.72	5.82349	0.755328	0.00106608	0.000789143
0.73	5.81873	0.765532	0.00106521	0.000799804
0.74	5.81398	0.775728	0.00106434	0.000810456
0.75	5.80923	0.785915	0.00106347	0.0008211
0.76	5.80448	0.796094	0.0010626	0.000831734
0.77	5.79974	0.806265	0.00106174	0.00084236
0.78	5.795	0.816427	0.00106087	0.000852978
0.79	5.79027	0.826581	0.00106	0.000863586
0.8	5.78554	0.836727	0.00105914	0.000874186
0.81	5.78081	0.846864	0.00105827	0.000884778
0.82	5.77609	0.856994	0.00105741	0.00089536
0.83	5.77137	0.867115	0.00105654	0.000905934
0.84	5.76665	0.877227	0.00105568	0.0009165
0.85	5.76194	0.887332	0.00105482	0.000927057
0.86	5.75724	0.897428	0.00105396	0.000937605
0.87	5.75253	0.907516	0.00105309	0.000948144
0.88	5.74783	0.917596	0.00105223	0.000958675
0.89	5.74314	0.927667	0.00105137	0.000969198
0.9	5.73845	0.93773	0.00105052	0.000979711
0.91	5.73376	0.947785	0.00104966	0.000990217
0.92	5.72907	0.957832	0.0010488	0.00100071
0.93	5.72439	0.967871	0.00104794	0.0010112
0.94	5.71972	0.977901	0.00104709	0.00102168
0.95	5.71504	0.987923	0.00104623	0.00103215
0.96	5.71038	0.997937	0.00104538	0.00104261
0.97	5.70571	1.00794	0.00104452	0.00105307
0.98	5.70105	1.01794	0.00104367	0.00106351
0.99	5.69639	1.02793	0.00104282	0.00107395
1	5.69174	1.03791	0.00104197	0.00108438
1.01	5.68709	1.04788	0.00104111	0.0010948
1.02	5.68244	1.05785	0.00104026	0.00110521
1.03	5.6778	1.06781	0.00103941	0.00111561
1.04	5.67316	1.07776	0.00103856	0.00112601
1.05	5.66853	1.0877	0.00103772	0.00113639
1.06	5.6639	1.09763	0.00103687	0.00114677
1.07	5.65927	1.10755	0.00103602	0.00115714
1.08	5.65465	1.11747	0.00103517	0.0011675
1.09	5.65003	1.12738	0.00103433	0.00117785
1.1	5.64541	1.13728	0.00103348	0.00118819
1.11	5.6408	1.14717	0.00103264	0.00119853
1.12	5.63619	1.15705	0.0010318	0.00120885
1.13	5.63159	1.16693	0.00103095	0.00121917
1.14	5.62699	1.1768	0.00103011	0.00122948
1.15	5.62239	1.18666	0.00102927	0.00123978
1.16	5.6178	1.19651	0.00102843	0.00125007
1.17	5.61321	1.20635	0.00102759	0.00126036
1.18	5.60862	1.21619	0.00102675	0.00127063
1.19	5.60404	1.22601	0.00102591	0.0012809
1.2	5.59946	1.23583	0.00102507	0.00129116
1.21	5.59489	1.24565	0.00102424	0.00130141
1.22	5.59032	1.25545	0.0010234	0.00131165
1.23	5.58575	1.26524	0.00102256	0.00132189
1.24	5.58119	1.27503	0.00102173	0.00133211
1.25	5.57663	1.28481	0.00102089	0.00134233
1.26	5.57207	1.29458	0.00102006	0.00135254
1.27	5.56752	1.30435	0.00101923	0.00136274
1.28	5.56297	1.3141	0.00101839	0.00137293
1.29	5.55843	1.32385	0.00101756	0.00138312
1.3	5.55389	1.33359	0.00101673	0.00139329
1.31	5.54935	1.34332	0.0010159	0.00140346
1.32	5.54482	1.35304	0.00101507	0.00141362
1.33	5.54029	1.36276	0.00101424	0.00142377
1.34	5.53576	1.37247	0.00101341	0.00143391
1.35	5.53124	1.38217	0.00101258	0.00144405
1.36	5.52672	1.39186	0.00101176	0.00145417
1.37	5.5222	1.40154	0.00101093	0.00146429
1.38	5.51769	1.41122	0.0010101	0.0014744
1.39	5.51319	1.42089	0.00100928	0.0014845
1.4	5.50868	1.43055	0.00100845	0.00149459
1.41	5.50418	1.4402	0.00100763	0.00150468
1.42	5.49968	1.44985	0.00100681	0.00151475
1.43	5.49519	1.45948	0.00100598	0.00152482
