LeakagePort 0	Current turn 0.5	Pressure storage 8.46482	Pressure reaction 0.0347171
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	8.46482	0.0347171	0.00263542	3.63006e-05
0.01	8.46482	0.0347171	0.00263542	3.63006e-05
0.02	8.45305	0.0599216	0.00263176	6.26548e-05
0.03	8.4413	0.0850912	0.0026281	8.89724e-05
0.04	8.42956	0.110226	0.00262444	0.000115253
0.05	8.41784	0.135325	0.00262079	0.000141498
0.06	8.40613	0.16039	0.00261715	0.000167706
0.07	8.39444	0.18542	0.00261351	0.000193877
0.08	8.38277	0.210415	0.00260988	0.000220012
0.09	8.37111	0.235375	0.00260625	0.000246111
0.1	8.35947	0.260301	0.00260262	0.000272174
0.11	8.34785	0.285191	0.002599	0.0002982
0.12	8.33624	0.310048	0.00259539	0.00032419
0.13	8.32465	0.334869	0.00259178	0.000350144
0.14	8.31307	0.359657	0.00258818	0.000376062
0.15	8.30151	0.384409	0.00258458	0.000401943
0.16	8.28997	0.409128	0.00258098	0.000427789
0.17	8.27844	0.433812	0.00257739	0.000453599
0.18	8.26693	0.458461	0.00257381	0.000479373
0.19	8.25543	0.483077	0.00257023	0.000505111
0.2	8.24395	0.507658	0.00256666	0.000530813
0.21	8.23249	0.532205	0.00256309	0.00055648
0.22	8.22104	0.556717	0.00255952	0.000582111
0.23	8.20961	0.581196	0.00255597	0.000607706
0.24	8.19819	0.605641	0.00255241	0.000633266
0.25	8.18679	0.630051	0.00254886	0.00065879
0.26	8.17541	0.654428	0.00254532	0.000684278
0.27	8.16404	0.678771	0.00254178	0.000709732
0.28	8.15269	0.70308	0.00253824	0.000735149
0.29	8.14135	0.727355	0.00253471	0.000760532
0.3	8.13003	0.751597	0.00253119	0.000785879
0.31	8.11872	0.775804	0.00252767	0.000811191
0.32	8.10743	0.799978	0.00252415	0.000836468
0.33	8.09616	0.824119	0.00252064	0.000861709
0.34	8.0849	0.848226	0.00251714	0.000886916
0.35	8.07366	0.872299	0.00251364	0.000912087
0.36	8.06243	0.896339	0.00251014	0.000937223
0.37	8.05122	0.920345	0.00250665	0.000962325
0.38	8.04003	0.944318	0.00250317	0.000987391
0.39	8.02885	0.968258	0.00249969	0.00101242
0.4	8.01768	0.992165	0.00249621	0.00103742
0.41	8.00653	1.01604	0.00249274	0.00106238
0.42	7.9954	1.03988	0.00248927	0.00108731
0.43	7.98428	1.06368	0.00248581	0.0011122
0.44	7.97318	1.08746	0.00248236	0.00113706
0.45	7.96209	1.1112	0.0024789	0.00116188
0.46	7.95102	1.13491	0.00247546	0.00118667
0.47	7.93996	1.15858	0.00247201	0.00121143
0.48	7.92892	1.18222	0.00246858	0.00123615
0.49	7.9179	1.20583	0.00246514	0.00126083
0.5	7.90689	1.22941	0.00246172	0.00128548
0.51	7.89589	1.25295	0.00245829	0.0013101
0.52	7.88491	1.27646	0.00245487	0.00133468
0.53	7.87395	1.29994	0.00245146	0.00135923
0.54	7.863	1.32338	0.00244805	0.00138375
0.55	7.85206	1.3468	0.00244465	0.00140823
0.56	7.84114	1.37018	0.00244125	0.00143268
0.57	7.83024	1.39353	0.00243785	0.00145709
0.58	7.81935	1.41684	0.00243446	0.00148147
0.59	7.80848	1.44012	0.00243108	0.00150581
0.6	7.79762	1.46337	0.0024277	0.00153012
0.61	7.78678	1.48659	0.00242432	0.0015544
0.62	7.77595	1.50978	0.00242095	0.00157864
0.63	7.76514	1.53293	0.00241758	0.00160285
0.64	7.75434	1.55605	0.00241422	0.00162703
0.65	7.74356	1.57914	0.00241087	0.00165117
0.66	7.73279	1.6022	0.00240751	0.00167528
0.67	7.72204	1.62522	0.00240417	0.00169935
0.68	7.7113	1.64822	0.00240082	0.00172339
0.69	7.70057	1.67118	0.00239748	0.0017474
0.7	7.68987	1.69411	0.00239415	0.00177138
0.71	7.67917	1.717	0.00239082	0.00179532
0.72	7.66849	1.73987	0.0023875	0.00181923
0.73	7.65783	1.7627	0.00238418	0.0018431
0.74	7.64718	1.7855	0.00238086	0.00186694
0.75	7.63655	1.80827	0.00237755	0.00189075
0.76	7.62593	1.83101	0.00237424	0.00191453
0.77	7.61533	1.85372	0.00237094	0.00193827
0.78	7.60474	1.87639	0.00236765	0.00196198
0.79	7.59416	1.89904	0.00236435	0.00198566
0.8	7.5836	1.92165	0.00236107	0.0020093
0.81	7.57306	1.94423	0.00235778	0.00203291
0.82	7.56252	1.96678	0.0023545	0.00205649
0.83	7.55201	1.9893	0.00235123	0.00208003
0.84	7.54151	2.01178	0.00234796	0.00210355
0.85	7.53102	2.03424	0.00234469	0.00212703
0.86	7.52055	2.05666	0.00234143	0.00215047
0.87	7.51009	2.07906	0.00233818	0.00217389
0.88	7.49965	2.10142	0.00233493	0.00219727
0.89	7.48922	2.12375	0.00233168	0.00222062
0.9	7.4788	2.14605	0.00232844	0.00224393
0.91	7.4684	2.16832	0.0023252	0.00226722
0.92	7.45802	2.19055	0.00232197	0.00229047
0.93	7.44765	2.21276	0.00231874	0.00231369
0.94	7.43729	2.23494	0.00231551	0.00233688
0.95	7.42695	2.25708	0.00231229	0.00236003
0.96	7.41662	2.2792	0.00230908	0.00238316
0.97	7.40631	2.30128	0.00230587	0.00240625
0.98	7.39601	2.32333	0.00230266	0.00242931
0.99	7.38573	2.34535	0.00229946	0.00245233
1	7.37546	2.36735	0.00229626	0.00247533
1.01	7.3652	2.38931	0.00229307	0.00249829
1.02	7.35496	2.41124	0.00228988	0.00252122
1.03	7.34473	2.43314	0.0022867	0.00254412
1.04	7.33452	2.45501	0.00228352	0.00256699
1.05	7.32432	2.47685	0.00228034	0.00258982
1.06	7.31413	2.49865	0.00227717	0.00261262
1.07	7.30396	2.52043	0.002274	0.0026354
1.08	7.29381	2.54218	0.00227084	0.00265814
1.09	7.28366	2.5639	0.00226768	0.00268084
1.1	7.27353	2.58559	0.00226453	0.00270352
1.11	7.26342	2.60724	0.00226138	0.00272617
1.12	7.25332	2.62887	0.00225824	0.00274878
1.13	7.24323	2.65047	0.0022551	0.00277136
1.14	7.23316	2.67204	0.00225196	0.00279391
1.15	7.2231	2.69357	0.00224883	0.00281643
1.16	7.21306	2.71508	0.0022457	0.00283892
1.17	7.20303	2.73656	0.00224258	0.00286138
1.18	7.19301	2.758	0.00223946	0.0028838
1.19	7.18301	2.77942	0.00223635	0.0029062
1.2	7.17302	2.80081	0.00223324	0.00292856
1.21	7.16305	2.82217	0.00223013	0.0029509
1.22	7.15309	2.8435	0.00222703	0.0029732
1.23	7.14314	2.8648	0.00222393	0.00299547
1.24	7.13321	2.88606	0.00222084	0.00301771
1.25	7.12329	2.9073	0.00221775	0.00303991
1.26	7.11338	2.92851	0.00221467	0.00306209
1.27	7.10349	2.94969	0.00221159	0.00308424
1.28	7.09361	2.97085	0.00220851	0.00310635
1.29	7.08375	2.99197	0.00220544	0.00312844
1.3	7.0739	3.01306	0.00220238	0.00315049
1.31	7.06406	3.03412	0.00219931	0.00317252
1.32	7.05424	3.05516	0.00219625	0.00319451
1.33	7.04443	3.07616	0.0021932	0.00321647
1.34	7.03463	3.09714	0.00219015	0.00323841
1.35	7.02485	3.11808	0.00218711	0.00326031
1.36	7.01508	3.139	0.00218406	0.00328218
1.37	7.00533	3.15989	0.00218103	0.00330402
1.38	6.99559	3.18075	0.00217799	0.00332583
1.39	6.98586	3.20158	0.00217497	0.00334761
1.4	6.97615	3.22238	0.00217194	0.00336936
1.41	6.96644	3.24315	0.00216892	0.00339108
1.42	6.95676	3.26389	0.0021659	0.00341277
1.43	6.94708	3.28461	0.00216289	0.00343443
1.44	6.93742	3.30529	0.00215989	0.00345606
1.45	6.92778	3.32595	0.00215688	0.00347765
1.46	6.91814	3.34658	0.00215388	0.00349922
1.47	6.90852	3.36718	0.00215089	0.00352076
1.48	6.89892	3.38775	0.0021479	0.00354227
1.49	6.88932	3.40829	0.00214491	0.00356375
1.5	6.87974	3.4288	0.00214193	0.0035852
1.51	6.87018	3.44929	0.00213895	0.00360662
1.52	6.86062	3.46974	0.00213597	0.00362801
1.53	6.85108	3.49017	0.002133	0.00364937
1.54	6.84156	3.51057	0.00213004	0.0036707
1.55	6.83204	3.53094	0.00212708	0.003692
1.56	6.82254	3.55128	0.00212412	0.00371327
1.57	6.81305	3.5716	0.00212116	0.00373451
1.58	6.80358	3.59189	0.00211821	0.00375572
1.59	6.79412	3.61214	0.00211515	0.0037769
1.6	6.78467	3.63237	0.00211197	0.00379805
1.61	6.77524	3.65257	0.00210867	0.00381917
1.62	6.76582	3.67274	0.00210524	0.00384026
1.63	6.75642	3.69287	0.00210169	0.00386131
1.64	6.74703	3.71297	0.00209802	0.00388233
1.65	6.73766	3.73304	0.00209423	0.00390331
1.66	6.72831	3.75307	0.00209031	0.00392425
1.67	6.71897	3.77306	0.00208627	0.00394516
1.68	6.70965	3.79301	0.0020821	0.00396602
1.69	6.70035	3.81292	0.00207781	0.00398684
1.7	6.69107	3.83279	0.0020734	0.00400762
1.71	6.68181	3.85262	0.00206887	0.00402835
1.72	6.67257	3.87241	0.00206422	0.00404904
1.73	6.66335	3.89215	0.00205944	0.00406968
1.74	6.65415	3.91185	0.00205454	0.00409028
1.75	6.64498	3.9315	0.00204952	0.00411082
1.76	6.63582	3.9511	0.00204438	0.00413132
1.77	6.62669	3.97065	0.00203912	0.00415176
1.78	6.61759	3.99015	0.00203374	0.00417215
