SupplyPort 1	Port pressure 28
Elapsed	Pressure	Rate
9.3	27.9286	0.000123174
9.31	27.9291	0.000122222
9.32	27.9297	0.000121278
9.33	27.9302	0.000120341
9.34	27.9307	0.000119412
9.35	27.9313	0.00011849
9.36	27.9318	0.000117574
9.37	27.9323	0.000116666
9.38	27.9329	0.000115765
9.39	27.9334	0.000114871
9.4	27.9339	0.000113983
9.41	27.9344	0.000113103
9.42	27.9349	0.000112229
9.43	27.9354	0.000111362
9.44	27.9359	0.000110502
9.45	27.9364	0.000109648
9.46	27.9369	0.000108801
9.47	27.9374	0.00010796
9.48	27.9379	0.000107126
9.49	27.9384	0.000106298
9.5	27.9388	0.000105477
9.51	27.9393	0.000104662
9.52	27.9398	0.000103853
9.53	27.9402	0.000103051
9.54	27.9407	0.000102255
9.55	27.9412	0.000101464
9.56	27.9416	0.00010068
9.57	27.9421	9.99023e-05
9.58	27.9425	9.91303e-05
9.59	27.943	9.83643e-05
9.6	27.9434	9.76041e-05
9.61	27.9438	9.68498e-05
9.62	27.9443	9.61014e-05
9.63	27.9447	9.53587e-05
9.64	27.9451	9.46217e-05
9.65	27.9456	9.38904e-05
9.66	27.946	9.31648e-05
9.67	27.9464	9.24447e-05
9.68	27.9468	9.17302e-05
9.69	27.9472	9.10213e-05
9.7	27.9476	9.03177e-05
9.71	27.948	8.96197e-05
9.72	27.9484	8.89269e-05
9.73	27.9488	8.82396e-05
9.74	27.9492	8.75575e-05
9.75	27.9496	8.68807e-05
9.76	27.95	8.62092e-05
9.77	27.9504	8.55428e-05
9.78	27.9508	8.48815e-05
9.79	27.9512	8.42254e-05
9.8	27.9515	8.35743e-05
9.81	27.9519	8.29282e-05
9.82	27.9523	8.22871e-05
9.83	27.9527	8.1651e-05
9.84	27.953	8.10198e-05
9.85	27.9534	8.03934e-05
9.86	27.9538	7.97719e-05
9.87	27.9541	7.91552e-05
9.88	27.9545	7.85432e-05
9.89	27.9548	7.7936e-05
9.9	27.9552	7.73334e-05
9.91	27.9555	7.67355e-05
9.92	27.9559	7.61423e-05
9.93	27.9562	7.55535e-05
9.94	27.9565	7.49694e-05
9.95	27.9569	7.43897e-05
9.96	27.9572	7.38145e-05
9.97	27.9575	7.32438e-05
9.98	27.9579	7.26775e-05
9.99	27.9582	7.21155e-05
10	27.9585	7.15579e-05
10.01	27.9588	7.10046e-05
10.02	27.9592	7.04555e-05
10.03	27.9595	6.99107e-05
10.04	27.9598	6.93701e-05
10.05	27.9601	6.88337e-05
10.06	27.9604	6.83014e-05
10.07	27.9607	6.77732e-05
10.08	27.961	6.72491e-05
10.09	27.9613	6.67291e-05
10.1	27.9616	6.6213e-05
10.11	27.9619	6.5701e-05
10.12	27.9622	6.51929e-05
10.13	27.9625	6.46887e-05
10.14	27.9628	6.41884e-05
10.15	27.9631	6.3692e-05
10.16	27.9634	6.31994e-05
10.17	27.9636	6.27107e-05
10.18	27.9639	6.22257e-05
10.19	27.9642	6.17444e-05
10.2	27.9645	6.12669e-05
10.21	27.9648	6.0793e-05
10.22	27.965	6.03228e-05
10.23	27.9653	5.98562e-05
10.24	27.9656	5.93933e-05
10.25	27.9658	5.89339e-05
10.26	27.9661	5.84781e-05
10.27	27.9664	5.80258e-05
10.28	27.9666	5.75769e-05
10.29	27.9669	5.71316e-05
10.3	27.9671	5.66897e-05
10.31	27.9674	5.62512e-05
10.32	27.9676	5.58161e-05
10.33	27.9679	5.53843e-05
10.34	27.9681	5.49559e-05
10.35	27.9684	5.45308e-05
10.36	27.9686	5.4109e-05
10.37	27.9689	5.36905e-05
10.38	27.9691	5.32751e-05
10.39	27.9694	5.2863e-05
10.4	27.9696	5.24541e-05
10.41	27.9698	5.20483e-05
10.42	27.9701	5.16457e-05
10.43	27.9703	5.12461e-05
10.44	27.9705	5.08497e-05
10.45	27.9708	5.04563e-05
10.46	27.971	5.0066e-05
10.47	27.9712	4.96787e-05
10.48	27.9714	4.92944e-05
10.49	27.9717	4.8913e-05
10.5	27.9719	4.85346e-05
10.51	27.9721	4.81591e-05
10.52	27.9723	4.77865e-05
10.53	27.9725	4.74168e-05
10.54	27.9727	4.705e-05
10.55	27.9729	4.6686e-05
10.56	27.9732	4.63248e-05
10.57	27.9734	4.59664e-05
10.58	27.9736	4.56107e-05
10.59	27.9738	4.52578e-05
10.6	27.974	4.49077e-05
10.61	27.9742	4.45602e-05
10.62	27.9744	4.42155e-05
10.63	27.9746	4.38734e-05
10.64	27.9748	4.35339e-05
10.65	27.975	4.31971e-05
10.66	27.9752	4.28628e-05
10.67	27.9754	4.25312e-05
10.68	27.9755	4.22021e-05
10.69	27.9757	4.18756e-05
10.7	27.9759	4.15516e-05
10.71	27.9761	4.123e-05
10.72	27.9763	4.0911e-05
10.73	27.9765	4.05945e-05
10.74	27.9767	4.02804e-05
10.75	27.9768	3.99687e-05
10.76	27.977	3.96594e-05
10.77	27.9772	3.93525e-05
10.78	27.9774	3.9048e-05
10.79	27.9775	3.87459e-05
10.8	27.9777	3.8446e-05
10.81	27.9779	3.81485e-05
10.82	27.9781	3.78533e-05
10.83	27.9782	3.75604e-05
10.84	27.9784	3.72698e-05
10.85	27.9786	3.69814e-05
10.86	27.9787	3.66952e-05
10.87	27.9789	3.64112e-05
10.88	27.9791	3.61294e-05
10.89	27.9792	3.58499e-05
10.9	27.9794	3.55724e-05
10.91	27.9795	3.52971e-05
10.92	27.9797	3.5024e-05
10.93	27.9799	3.4753e-05
10.94	27.98	3.4484e-05
10.95	27.9802	3.42171e-05
10.96	27.9803	3.39523e-05
10.97	27.9805	3.36896e-05
10.98	27.9806	3.34289e-05
10.99	27.9808	3.31702e-05
11	27.9809	3.29134e-05
11.01	27.9811	3.26587e-05
11.02	27.9812	3.2406e-05
11.03	27.9814	3.21552e-05
11.04	27.9815	3.19063e-05
11.05	27.9817	3.16594e-05
11.06	27.9818	3.14144e-05
11.07	27.9819	3.11712e-05
11.08	27.9821	3.093e-05
11.09	27.9822	3.06906e-05
11.1	27.9824	3.04531e-05
11.11	27.9825	3.02174e-05
11.12	27.9826	2.99835e-05
11.13	27.9828	2.97515e-05
11.14	27.9829	2.95212e-05
11.15	27.983	2.92927e-05
11.16	27.9832	2.9066e-05
11.17	27.9833	2.8841e-05
11.18	27.9834	2.86178e-05
11.19	27.9835	2.83963e-05
11.2	27.9837	2.81765e-05
11.21	27.9838	2.79584e-05
11.22	27.9839	2.77421e-05
11.23	27.984	2.75273e-05
11.24	27.9842	2.73143e-05
11.25	27.9843	2.71029e-05
11.26	27.9844	2.68931e-05
11.27	27.9845	2.66849e-05
11.28	27.9847	2.64784e-05
11.29	27.9848	2.62734e-05
11.3	27.9849	2.60701e-05
11.31	27.985	2.58683e-05
11.32	27.9851	2.5668e-05
11.33	27.9852	2.54694e-05
11.34	27.9854	2.52722e-05
11.35	27.9855	2.50766e-05
11.36	27.9856	2.48825e-05
11.37	27.9857	2.46899e-05
11.38	27.9858	2.44988e-05
11.39	27.9859	2.43092e-05
11.4	27.986	2.4121e-05
11.41	27.9861	2.39343e-05
11.42	27.9862	2.3749e-05
11.43	27.9863	2.35652e-05
11.44	27.9865	2.33828e-05
11.45	27.9866	2.32018e-05
11.46	27.9867	2.30222e-05
11.47	27.9868	2.2844e-05
11.48	27.9869	2.26671e-05
11.49	27.987	2.24917e-05
11.5	27.9871	2.23176e-05
11.51	27.9872	2.21448e-05
11.52	27.9873	2.19734e-05
11.53	27.9874	2.18033e-05
11.54	27.9875	2.16345e-05
11.55	27.9876	2.1467e-05
11.56	27.9877	2.13009e-05
11.57	27.9878	2.1136e-05
11.58	27.9878	2.09723e-05
11.59	27.9879	2.081e-05
11.6	27.988	2.06489e-05
11.61	27.9881	2.04891e-05
11.62	27.9882	2.03304e-05
11.63	27.9883	2.01731e-05
11.64	27.9884	2.00169e-05
11.65	27.9885	1.98619e-05
11.66	27.9886	1.97082e-05
11.67	27.9887	1.95556e-05
11.68	27.9888	1.94042e-05
11.69	27.9888	1.9254e-05
11.7	27.9889	1.9105e-05
11.71	27.989	1.89571e-05
11.72	27.9891	1.88103e-05
11.73	27.9892	1.86647e-05
11.74	27.9893	1.85202e-05
11.75	27.9894	1.83768e-05
11.76	27.9894	1.82345e-05
11.77	27.9895	1.80934e-05
11.78	27.9896	1.79533e-05
11.79	27.9897	1.78143e-05
11.8	27.9898	1.76764e-05
11.81	27.9898	1.75396e-05
11.82	27.9899	1.74038e-05
11.83	27.99	1.7269e-05
11.84	27.9901	1.71353e-05
11.85	27.9901	1.70027e-05
11.86	27.9902	1.68711e-05
11.87	27.9903	1.67404e-05
11.88	27.9904	1.66108e-05
11.89	27.9905	1.64822e-05
11.9	27.9905	1.63546e-05
11.91	27.9906	1.6228e-05
11.92	27.9907	1.61024e-05
11.93	27.9907	1.59777e-05
11.94	27.9908	1.5854e-05
11.95	27.9909	1.57313e-05
11.96	27.991	1.56095e-05
11.97	27.991	1.54886e-05
11.98	27.9911	1.53687e-05
11.99	27.9912	1.52497e-05
12	27.9912	1.51317e-05
12.01	27.9913	1.50145e-05
12.02	27.9914	1.48983e-05
12.03	27.9914	1.47829e-05
12.04	27.9915	1.46685e-05
12.05	27.9916	1.45549e-05
12.06	27.9916	1.44422e-05
12.07	27.9917	1.43304e-05
12.08	27.9918	1.42195e-05
12.09	27.9918	1.41094e-05
12.1	27.9919	1.40001e-05
12.11	27.992	1.38917e-05
12.12	27.992	1.37842e-05
12.13	27.9921	1.36775e-05
12.14	27.9921	1.35716e-05
12.15	27.9922	1.34665e-05
12.16	27.9923	1.33622e-05
12.17	27.9923	1.32588e-05
12.18	27.9924	1.31561e-05
12.19	27.9924	1.30542e-05
12.2	27.9925	1.29532e-05
12.21	27.9926	1.28529e-05
12.22	27.9926	1.27534e-05
12.23	27.9927	1.26546e-05
12.24	27.9927	1.25566e-05
12.25	27.9928	1.24594e-05
12.26	27.9928	1.2363e-05
12.27	27.9929	1.22672e-05
12.28	27.9929	1.21723e-05
12.29	27.993	1.2078e-05
12.3	27.9931	1.19845e-05
12.31	27.9931	1.18917e-05
12.32	27.9932	1.17996e-05
12.33	27.9932	1.17083e-05
12.34	27.9933	1.16176e-05
12.35	27.9933	1.15277e-05
12.36	27.9934	1.14384e-05
12.37	27.9934	1.13498e-05
12.38	27.9935	1.1262e-05
12.39	27.9935	1.11748e-05
12.4	27.9936	1.10882e-05
12.41	27.9936	1.10024e-05
12.42	27.9937	1.09172e-05
12.43	27.9937	1.08327e-05
12.44	27.9938	1.07488e-05
12.45	27.9938	1.06656e-05
12.46	27.9939	1.0583e-05
12.47	27.9939	1.0501e-05
12.48	27.994	1.04197e-05
12.49	27.994	1.0339e-05
12.5	27.9941	1.0259e-05
12.51	27.9941	1.01796e-05
12.52	27.9941	1.01007e-05
12.53	27.9942	1.00225e-05
12.54	27.9942	9.94492e-06
12.55	27.9943	9.86792e-06
12.56	27.9943	9.79151e-06
12.57	27.9944	9.7157e-06
12.58	27.9944	9.64047e-06
12.59	27.9945	9.56582e-06
12.6	27.9945	9.49175e-06
12.61	27.9945	9.41825e-06
12.62	27.9946	9.34533e-06
12.63	27.9946	9.27297e-06
12.64	27.9947	9.20116e-06
12.65	27.9947	9.12992e-06
12.66	27.9948	9.05922e-06
12.67	27.9948	8.98908e-06
12.68	27.9948	8.91947e-06
12.69	27.9949	8.85041e-06
12.7	27.9949	8.78188e-06
12.71	27.995	8.71388e-06
12.72	27.995	8.6464e-06
12.73	27.995	8.57945e-06
12.74	27.9951	8.51302e-06
12.75	27.9951	8.4471e-06
12.76	27.9951	8.38169e-06
12.77	27.9952	8.31679e-06
12.78	27.9952	8.25239e-06
12.79	27.9953	8.18849e-06
12.8	27.9953	8.12508e-06
12.81	27.9953	8.06217e-06
12.82	27.9954	7.99974e-06
12.83	27.9954	7.93779e-06
12.84	27.9954	7.87633e-06
12.85	27.9955	7.81534e-06
12.86	27.9955	7.75482e-06
12.87	27.9955	7.69477e-06
12.88	27.9956	7.63519e-06
12.89	27.9956	7.57607e-06
12.9	27.9956	7.5174e-06
12.91	27.9957	7.45919e-06
12.92	27.9957	7.40143e-06
12.93	27.9957	7.34412e-06
12.94	27.9958	7.28725e-06
12.95	27.9958	7.23082e-06
12.96	27.9958	7.17483e-06
12.97	27.9959	7.11927e-06
12.98	27.9959	7.06414e-06
12.99	27.9959	7.00944e-06
13	27.996	6.95516e-06
13.01	27.996	6.90131e-06
13.02	27.996	6.84787e-06
13.03	27.9961	6.79484e-06
13.04	27.9961	6.74222e-06
13.05	27.9961	6.69001e-06
13.06	27.9962	6.63821e-06
13.07	27.9962	6.58681e-06
13.08	27.9962	6.5358e-06
13.09	27.9962	6.48519e-06
13.1	27.9963	6.43497e-06
13.11	27.9963	6.38514e-06
13.12	27.9963	6.3357e-06
13.13	27.9964	6.28663e-06
13.14	27.9964	6.23795e-06
13.15	27.9964	6.18965e-06
13.16	27.9964	6.14172e-06
13.17	27.9965	6.09416e-06
13.18	27.9965	6.04697e-06
13.19	27.9965	6.00014e-06
13.2	27.9966	5.95368e-06
13.21	27.9966	5.90757e-06
13.22	27.9966	5.86183e-06
13.23	27.9966	5.81644e-06
13.24	27.9967	5.77139e-06
13.25	27.9967	5.7267e-06
13.26	27.9967	5.68236e-06
13.27	27.9967	5.63835e-06
13.28	27.9968	5.59469e-06
13.29	27.9968	5.55137e-06
13.3	27.9968	5.50838e-06
13.31	27.9968	5.46572e-06
13.32	27.9969	5.4234e-06
13.33	27.9969	5.3814e-06
13.34	27.9969	5.33973e-06
13.35	27.9969	5.29838e-06
13.36	27.997	5.25735e-06
13.37	27.997	5.21664e-06
13.38	27.997	5.17624e-06
13.39	27.997	5.13615e-06
13.4	27.997	5.09638e-06
13.41	27.9971	5.05692e-06
13.42	27.9971	5.01776e-06
13.43	27.9971	4.9789e-06
13.44	27.9971	4.94034e-06
13.45	27.9972	4.90209e-06
13.46	27.9972	4.86412e-06
13.47	27.9972	4.82646e-06
13.48	27.9972	4.78908e-06
13.49	27.9972	4.75199e-06
13.5	27.9973	4.7152e-06
13.51	27.9973	4.67868e-06
13.52	27.9973	4.64245e-06
13.53	27.9973	4.6065e-06
13.54	27.9974	4.57083e-06
13.55	27.9974	4.53543e-06
13.56	27.9974	4.50031e-06
13.57	27.9974	4.46546e-06
13.58	27.9974	4.43088e-06
13.59	27.9975	4.39657e-06
13.6	27.9975	4.36252e-06
13.61	27.9975	4.32874e-06
13.62	27.9975	4.29521e-06
13.63	27.9975	4.26195e-06
13.64	27.9976	4.22895e-06
13.65	27.9976	4.1962e-06
13.66	27.9976	4.1637e-06
13.67	27.9976	4.13146e-06
13.68	27.9976	4.09946e-06
13.69	27.9976	4.06772e-06
13.7	27.9977	4.03622e-06
13.71	27.9977	4.00496e-06
13.72	27.9977	3.97395e-06
13.73	27.9977	3.94317e-06
13.74	27.9977	3.91264e-06
13.75	27.9978	3.88234e-06
13.76	27.9978	3.85227e-06
13.77	27.9978	3.82244e-06
13.78	27.9978	3.79284e-06
13.79	27.9978	3.76347e-06
13.8	27.9978	3.73432e-06
13.81	27.9979	3.7054e-06
13.82	27.9979	3.67671e-06
13.83	27.9979	3.64823e-06
13.84	27.9979	3.61998e-06
13.85	27.9979	3.59195e-06
13.86	27.9979	3.56413e-06
13.87	27.998	3.53653e-06
13.88	27.998	3.50914e-06
13.89	27.998	3.48197e-06
13.9	27.998	3.455e-06
13.91	27.998	3.42825e-06
13.92	27.998	3.4017e-06
13.93	27.998	3.37536e-06
13.94	27.9981	3.34922e-06
13.95	27.9981	3.32328e-06
13.96	27.9981	3.29754e-06
13.97	27.9981	3.27201e-06
13.98	27.9981	3.24667e-06
13.99	27.9981	3.22152e-06
14	27.9981	3.19658e-06
14.01	27.9982	3.17182e-06
14.02	27.9982	3.14726e-06
14.03	27.9982	3.12289e-06
14.04	27.9982	3.0987e-06
14.05	27.9982	3.0747e-06
14.06	27.9982	3.05089e-06
14.07	27.9982	3.02727e-06
14.08	27.9983	3.00382e-06
14.09	27.9983	2.98056e-06
14.1	27.9983	2.95748e-06
14.11	27.9983	2.93457e-06
14.12	27.9983	2.91185e-06
14.13	27.9983	2.8893e-06
14.14	27.9983	2.86692e-06
14.15	27.9984	2.84472e-06
14.16	27.9984	2.82269e-06
14.17	27.9984	2.80083e-06
14.18	27.9984	2.77914e-06
14.19	27.9984	2.75762e-06
14.2	27.9984	2.73626e-06
14.21	27.9984	2.71507e-06
14.22	27.9984	2.69405e-06
14.23	27.9985	2.67318e-06
14.24	27.9985	2.65248e-06
14.25	27.9985	2.63194e-06
14.26	27.9985	2.61156e-06
14.27	27.9985	2.59133e-06
14.28	27.9985	2.57126e-06
14.29	27.9985	2.55135e-06
14.3	27.9985	2.53159e-06
14.31	27.9985	2.51199e-06
14.32	27.9986	2.49253e-06
14.33	27.9986	2.47323e-06
14.34	27.9986	2.45408e-06
14.35	27.9986	2.43507e-06
14.36	27.9986	2.41621e-06
14.37	27.9986	2.3975e-06
14.38	27.9986	2.37894e-06
14.39	27.9986	2.36051e-06
14.4	27.9986	2.34223e-06
14.41	27.9987	2.32409e-06
14.42	27.9987	2.30609e-06
14.43	27.9987	2.28824e-06
14.44	27.9987	2.27051e-06
14.45	27.9987	2.25293e-06
14.46	27.9987	2.23548e-06
14.47	27.9987	2.21817e-06
14.48	27.9987	2.20099e-06
14.49	27.9987	2.18395e-06
14.5	27.9987	2.16703e-06
14.51	27.9988	2.15025e-06
14.52	27.9988	2.1336e-06
14.53	27.9988	2.11708e-06
14.54	27.9988	2.10068e-06
14.55	27.9988	2.08441e-06
14.56	27.9988	2.06827e-06
14.57	27.9988	2.05225e-06
14.58	27.9988	2.03636e-06
14.59	27.9988	2.02059e-06
14.6	27.9988	2.00494e-06
14.61	27.9988	1.98941e-06
14.62	27.9989	1.97401e-06
14.63	27.9989	1.95872e-06
14.64	27.9989	1.94355e-06
14.65	27.9989	1.9285e-06
14.66	27.9989	1.91356e-06
14.67	27.9989	1.89874e-06
14.68	27.9989	1.88404e-06
14.69	27.9989	1.86945e-06
14.7	27.9989	1.85497e-06
14.71	27.9989	1.84061e-06
14.72	27.9989	1.82635e-06
14.73	27.999	1.81221e-06
14.74	27.999	1.79817e-06
14.75	27.999	1.78425e-06
14.76	27.999	1.77043e-06
14.77	27.999	1.75672e-06
14.78	27.999	1.74311e-06
14.79	27.999	1.72961e-06
14.8	27.999	1.71622e-06
14.81	27.999	1.70293e-06
14.82	27.999	1.68974e-06
14.83	27.999	1.67665e-06
14.84	27.999	1.66367e-06
14.85	27.999	1.65078e-06
14.86	27.9991	1.638e-06
14.87	27.9991	1.62531e-06
14.88	27.9991	1.61273e-06
14.89	27.9991	1.60024e-06
14.9	27.9991	1.58784e-06
14.91	27.9991	1.57555e-06
14.92	27.9991	1.56335e-06
14.93	27.9991	1.55124e-06
14.94	27.9991	1.53922e-06
14.95	27.9991	1.5273e-06
14.96	27.9991	1.51548e-06
14.97	27.9991	1.50374e-06
14.98	27.9991	1.49209e-06
14.99	27.9991	1.48054e-06
15	27.9991	1.46907e-06
15.01	27.9992	1.4577e-06
15.02	27.9992	1.44641e-06
15.03	27.9992	1.4352e-06
15.04	27.9992	1.42409e-06
15.05	27.9992	1.41306e-06
15.06	27.9992	1.40212e-06
15.07	27.9992	1.39126e-06
15.08	27.9992	1.38048e-06
15.09	27.9992	1.36979e-06
15.1	27.9992	1.35918e-06
15.11	27.9992	1.34866e-06
15.12	27.9992	1.33821e-06
15.13	27.9992	1.32785e-06
15.14	27.9992	1.31757e-06
15.15	27.9992	1.30736e-06
15.16	27.9992	1.29724e-06
15.17	27.9993	1.28719e-06
15.18	27.9993	1.27722e-06
15.19	27.9993	1.26733e-06
15.2	27.9993	1.25752e-06
15.21	27.9993	1.24778e-06
15.22	27.9993	1.23811e-06
15.23	27.9993	1.22853e-06
15.24	27.9993	1.21901e-06
15.25	27.9993	1.20957e-06
15.26	27.9993	1.2002e-06
15.27	27.9993	1.19091e-06
15.28	27.9993	1.18168e-06
15.29	27.9993	1.17253e-06
15.3	27.9993	1.16345e-06
15.31	27.9993	1.15444e-06
15.32	27.9993	1.1455e-06
15.33	27.9993	1.13663e-06
15.34	27.9993	1.12783e-06
15.35	27.9994	1.11909e-06
15.36	27.9994	1.11043e-06
15.37	27.9994	1.10183e-06
15.38	27.9994	1.09329e-06
15.39	27.9994	1.08483e-06
15.4	27.9994	1.07642e-06
15.41	27.9994	1.06809e-06
15.42	27.9994	1.05982e-06
15.43	27.9994	1.05161e-06
15.44	27.9994	1.04346e-06
15.45	27.9994	1.03538e-06
15.46	27.9994	1.02736e-06
15.47	27.9994	1.01941e-06
15.48	27.9994	1.01151e-06
15.49	27.9994	1.00368e-06
15.5	27.9994	9.95906e-07
15.51	27.9994	9.88193e-07
15.52	27.9994	9.8054e-07
15.53	27.9994	9.72946e-07
15.54	27.9994	9.65411e-07
15.55	27.9994	9.57935e-07
15.56	27.9994	9.50516e-07
15.57	27.9995	9.43155e-07
15.58	27.9995	9.3585e-07
15.59	27.9995	9.28602e-07
15.6	27.9995	9.21411e-07
15.61	27.9995	9.14275e-07
15.62	27.9995	9.07194e-07
15.63	27.9995	9.00168e-07
15.64	27.9995	8.93197e-07
15.65	27.9995	8.8628e-07
15.66	27.9995	8.79416e-07
15.67	27.9995	8.72605e-07
15.68	27.9995	8.65847e-07
15.69	27.9995	8.59141e-07
15.7	27.9995	8.52488e-07
15.71	27.9995	8.45886e-07
15.72	27.9995	8.39335e-07
15.73	27.9995	8.32834e-07
15.74	27.9995	8.26384e-07
15.75	27.9995	8.19984e-07
15.76	27.9995	8.13634e-07
15.77	27.9995	8.07333e-07
15.78	27.9995	8.0108e-07
15.79	27.9995	7.94876e-07
15.8	27.9995	7.8872e-07
15.81	27.9995	7.82612e-07
15.82	27.9996	7.76551e-07
15.83	27.9996	7.70537e-07
15.84	27.9996	7.64569e-07
15.85	27.9996	7.58648e-07
15.86	27.9996	7.52772e-07
15.87	27.9996	7.46943e-07
15.88	27.9996	7.41158e-07
15.89	27.9996	7.35418e-07
15.9	27.9996	7.29722e-07
15.91	27.9996	7.24071e-07
15.92	27.9996	7.18463e-07
15.93	27.9996	7.12899e-07
15.94	27.9996	7.07378e-07
15.95	27.9996	7.019e-07
15.96	27.9996	6.96464e-07
15.97	27.9996	6.9107e-07
15.98	27.9996	6.85718e-07
15.99	27.9996	6.80407e-07
16	27.9996	6.75138e-07
16.01	27.9996	6.69909e-07
16.02	27.9996	6.64721e-07
16.03	27.9996	6.59573e-07
16.04	27.9996	6.54465e-07
16.05	27.9996	6.49396e-07
16.06	27.9996	6.44367e-07
16.07	27.9996	6.39376e-07
16.08	27.9996	6.34425e-07
16.09	27.9996	6.29511e-07
16.1	27.9996	6.24636e-07
16.11	27.9996	6.19798e-07
16.12	27.9996	6.14998e-07
16.13	27.9996	6.10235e-07
16.14	27.9996	6.05509e-07
16.15	27.9997	6.0082e-07
16.16	27.9997	5.96167e-07
16.17	27.9997	5.9155e-07
16.18	27.9997	5.86968e-07
16.19	27.9997	5.82422e-07
16.2	27.9997	5.77912e-07
16.21	27.9997	5.73436e-07
16.22	27.9997	5.68995e-07
16.23	27.9997	5.64588e-07
16.24	27.9997	5.60216e-07
16.25	27.9997	5.55877e-07
16.26	27.9997	5.51572e-07
16.27	27.9997	5.473e-07
16.28	27.9997	5.43062e-07
16.29	27.9997	5.38856e-07
16.3	27.9997	5.34683e-07
16.31	27.9997	5.30542e-07
16.32	27.9997	5.26433e-07
16.33	27.9997	5.22356e-07
16.34	27.9997	5.1831e-07
16.35	27.9997	5.14296e-07
16.36	27.9997	5.10313e-07
16.37	27.9997	5.06361e-07
16.38	27.9997	5.02439e-07
16.39	27.9997	4.98548e-07
16.4	27.9997	4.94687e-07
16.41	27.9997	4.90856e-07
16.42	27.9997	4.87054e-07
16.43	27.9997	4.83282e-07
16.44	27.9997	4.79539e-07
16.45	27.9997	4.75826e-07
16.46	27.9997	4.72141e-07
16.47	27.9997	4.68484e-07
16.48	27.9997	4.64856e-07
16.49	27.9997	4.61256e-07
16.5	27.9997	4.57683e-07
16.51	27.9997	4.54139e-07
16.52	27.9997	4.50622e-07
16.53	27.9997	4.47132e-07
16.54	27.9997	4.43669e-07
16.55	27.9997	4.40233e-07
16.56	27.9997	4.36823e-07
16.57	27.9997	4.3344e-07
16.58	27.9998	4.30083e-07
16.59	27.9998	4.26753e-07
16.6	27.9998	4.23447e-07
16.61	27.9998	4.20168e-07
16.62	27.9998	4.16914e-07
16.63	27.9998	4.13685e-07
16.64	27.9998	4.10481e-07
16.65	27.9998	4.07302e-07
16.66	27.9998	4.04148e-07
16.67	27.9998	4.01018e-07
16.68	27.9998	3.97912e-07
16.69	27.9998	3.9483e-07
16.7	27.9998	3.91773e-07
16.71	27.9998	3.88738e-07
16.72	27.9998	3.85728e-07
16.73	27.9998	3.8274e-07
16.74	27.9998	3.79776e-07
16.75	27.9998	3.76835e-07
16.76	27.9998	3.73916e-07
16.77	27.9998	3.71021e-07
16.78	27.9998	3.68147e-07
16.79	27.9998	3.65296e-07
16.8	27.9998	3.62467e-07
16.81	27.9998	3.5966e-07
16.82	27.9998	3.56874e-07
16.83	27.9998	3.5411e-07
16.84	27.9998	3.51368e-07
16.85	27.9998	3.48647e-07
16.86	27.9998	3.45947e-07
16.87	27.9998	3.43267e-07
16.88	27.9998	3.40609e-07
16.89	27.9998	3.37971e-07
16.9	27.9998	3.35353e-07
16.91	27.9998	3.32756e-07
16.92	27.9998	3.30179e-07
16.93	27.9998	3.27622e-07
16.94	27.9998	3.25085e-07
16.95	27.9998	3.22567e-07
16.96	27.9998	3.20069e-07
16.97	27.9998	3.1759e-07
16.98	27.9998	3.1513e-07
16.99	27.9998	3.1269e-07
17	27.9998	3.10268e-07
17.01	27.9998	3.07865e-07
17.02	27.9998	3.05481e-07
17.03	27.9998	3.03115e-07
17.04	27.9998	3.00768e-07
17.05	27.9998	2.98438e-07
17.06	27.9998	2.96127e-07
17.07	27.9998	2.93833e-07
17.08	27.9998	2.91558e-07
17.09	27.9998	2.893e-07
17.1	27.9998	2.87059e-07
17.11	27.9998	2.84836e-07
17.12	27.9998	2.8263e-07
17.13	27.9998	2.80441e-07
17.14	27.9998	2.78269e-07
17.15	27.9998	2.76114e-07
17.16	27.9998	2.73976e-07
17.17	27.9998	2.71854e-07
17.18	27.9998	2.69748e-07
17.19	27.9998	2.67659e-07
17.2	27.9998	2.65586e-07
17.21	27.9998	2.6353e-07
17.22	27.9998	2.61489e-07
17.23	27.9998	2.59463e-07
17.24	27.9999	2.57454e-07
17.25	27.9999	2.5546e-07
17.26	27.9999	2.53482e-07
17.27	27.9999	2.51518e-07
17.28	27.9999	2.49571e-07
17.29	27.9999	2.47638e-07
17.3	27.9999	2.4572e-07
17.31	27.9999	2.43817e-07
17.32	27.9999	2.41929e-07
17.33	27.9999	2.40055e-07
17.34	27.9999	2.38196e-07
17.35	27.9999	2.36351e-07
17.36	27.9999	2.3452e-07
17.37	27.9999	2.32704e-07
17.38	27.9999	2.30902e-07
17.39	27.9999	2.29114e-07
17.4	27.9999	2.27339e-07
17.41	27.9999	2.25579e-07
17.42	27.9999	2.23832e-07
17.43	27.9999	2.22098e-07
17.44	27.9999	2.20378e-07
17.45	27.9999	2.18671e-07
17.46	27.9999	2.16978e-07
17.47	27.9999	2.15297e-07
17.48	27.9999	2.1363e-07
17.49	27.9999	2.11975e-07
17.5	27.9999	2.10334e-07
17.51	27.9999	2.08705e-07
17.52	27.9999	2.07088e-07
17.53	27.9999	2.05485e-07
17.54	27.9999	2.03893e-07
17.55	27.9999	2.02314e-07
17.56	27.9999	2.00747e-07
17.57	27.9999	1.99192e-07
17.58	27.9999	1.9765e-07
