SupplyPort 1	Current turn 1	Port pressure 55
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	1.22247	327.4	0.00272674
0.01	0.448326	327.4	3.27672
0.02	0.448326	327.4	6.55072
0.03	0.448326	327.4	9.82472
0.04	0.448326	327.4	13.0987
0.05	0.448326	327.4	16.3727
0.06	0.448326	327.4	19.6467
0.07	0.448326	327.4	22.9207
0.08	0.448326	327.4	26.1947
0.09	0.448326	327.4	29.4687
0.1	0.448326	327.4	32.7427
0.11	0.448326	327.4	36.0167
0.12	0.448326	327.4	39.2907
0.13	0.448326	327.4	42.5647
0.14	0.448326	327.4	45.8387
0.15	0.448326	327.4	49.1127
0.16	0.448326	327.4	52.3867
0.17	0.448326	327.4	55.6607
0.18	0.448326	327.4	58.9347
0.19	0.448326	327.4	62.2087
0.2	0.448326	327.4	65.4827
0.21	0.448326	327.4	68.7567
0.22	0.448326	327.4	72.0307
0.23	0.448326	327.4	75.3047
0.24	0.448326	327.4	78.5787
0.25	0.448326	327.4	81.8527
0.26	0.448326	327.4	85.1267
0.27	0.448326	327.4	88.4007
0.28	0.448326	327.4	91.6747
0.29	0.448326	327.4	94.9487
0.3	0.448326	327.4	98.2227
0.31	0.448326	327.4	101.497
0.32	0.448326	327.4	104.771
0.33	0.448326	327.4	108.045
0.34	0.448326	327.4	111.319
0.35	0.448326	327.4	114.593
0.36	0.448326	327.4	117.867
0.37	0.448326	327.4	121.141
0.38	0.448326	327.4	124.415
0.39	0.448326	327.4	127.689
0.4	0.448326	327.4	130.963
0.41	0.448326	327.4	134.237
0.42	0.448326	327.4	137.511
0.43	0.448326	327.4	140.785
0.44	0.448326	327.4	144.059
0.45	0.448326	327.4	147.333
0.46	0.448326	327.4	150.607
0.47	0.448326	327.4	153.881
0.48	0.448326	327.4	157.155
0.49	0.448326	327.4	160.429
0.5	0.448326	327.4	163.703
0.51	0.448326	327.4	166.977
0.52	0.448326	327.4	170.251
0.53	0.448326	327.4	173.525
0.54	0.448326	327.4	176.799
0.55	0.448326	327.4	180.073
0.56	0.448326	327.4	183.347
0.57	0.448326	327.4	186.621
0.58	0.448326	327.4	189.895
0.59	0.448326	327.4	193.169
0.6	0.448326	327.4	196.443
0.61	0.448326	327.4	199.717
0.62	0.448326	327.4	202.991
0.63	0.448326	327.4	206.265
0.64	0.448326	327.4	209.539
0.65	0.448326	327.4	212.813
0.66	0.448326	327.4	216.087
0.67	0.448326	327.4	219.361
0.68	0.448326	327.4	222.635
0.69	0.448326	327.4	225.909
0.7	0.448326	327.4	229.183
0.71	0.448326	327.4	232.457
0.72	0.448326	327.4	235.731
0.73	0.448326	327.4	239.005
0.74	0.448326	327.4	242.279
0.75	0.448326	327.4	245.553
0.76	0.448326	327.4	248.827
0.77	0.448326	327.4	252.101
0.78	0.448326	327.4	255.375
0.79	0.448326	327.4	258.649
0.8	0.448326	327.4	261.923
0.81	0.448326	327.4	265.197
0.82	0.448326	327.4	268.471
0.83	0.448326	327.4	271.745
0.84	0.448326	327.4	275.019
0.85	0.448326	327.4	278.293
0.86	0.448326	327.4	281.567
0.87	0.448326	327.4	284.841
0.88	0.448326	327.4	288.115
0.89	0.448326	327.4	291.389
0.9	0.448326	327.4	294.663
0.91	0.448326	327.4	297.937
0.92	0.448326	327.4	301.211
0.93	0.448326	327.4	304.485
0.94	0.448326	327.4	307.759
0.95	0.448326	327.4	311.033
0.96	0.448326	327.4	314.307
0.97	0.448326	327.4	317.581
0.98	0.448326	327.4	320.855
0.99	0.448326	327.4	324.129
1	0.448326	327.4	327.403
1.01	0.448326	327.4	330.677
1.02	0.448326	327.4	333.951
1.03	0.448326	327.4	337.225
1.04	0.448326	327.4	340.498
1.05	0.448326	327.4	343.772
1.06	0.448326	327.4	347.046
1.07	0.448326	327.4	350.32
1.08	0.448326	327.4	353.594
1.09	0.448326	327.4	356.868
1.1	0.448326	327.4	360.142
1.11	0.448326	327.4	363.416
1.12	0.448326	327.4	366.69
1.13	0.448326	327.4	369.964
1.14	0.448326	327.4	373.238
1.15	0.448326	327.4	376.512
1.16	0.448326	327.4	379.786
1.17	0.448326	327.4	383.06
1.18	0.448326	327.4	386.334
1.19	0.448326	327.4	389.608
1.2	0.448326	327.4	392.882
1.21	0.448326	327.4	396.156
1.22	0.448326	327.4	399.43
1.23	0.448326	327.4	402.704
1.24	0.448326	327.4	405.978
1.25	0.448326	327.4	409.252
1.26	0.448326	327.4	412.526
1.27	0.448326	327.4	415.8
1.28	0.448326	327.4	419.074
1.29	0.448326	327.4	422.348
1.3	0.448326	327.4	425.622
1.31	0.448326	327.4	428.896
1.32	0.448326	327.4	432.17
1.33	0.448326	327.4	435.444
1.34	0.448326	327.4	438.718
1.35	0.448326	327.4	441.992
1.36	0.448326	327.4	445.266
1.37	0.448326	327.4	448.54
1.38	0.448326	327.4	451.814
1.39	0.448326	327.4	455.088
1.4	0.448326	327.4	458.362
1.41	0.448326	327.4	461.636
1.42	0.448326	327.4	464.91
1.43	0.448326	327.4	468.184
1.44	0.448326	327.4	471.458
1.45	0.448326	327.4	474.732
1.46	0.448326	327.4	478.006
1.47	0.448326	327.4	481.28
1.48	0.448326	327.4	484.554
1.49	0.448326	327.4	487.828
1.5	0.448326	327.4	491.102
1.51	0.448326	327.4	494.376
1.52	0.448326	327.4	497.65
1.53	0.448326	327.4	500.924
1.54	0.448326	327.4	504.198
1.55	0.448326	327.4	507.472
1.56	0.448326	327.4	510.746
1.57	0.448326	327.4	514.02
1.58	0.448326	327.4	517.294
1.59	0.448326	327.4	520.568
1.6	0.448326	327.4	523.842
1.61	0.448326	327.4	527.116
1.62	0.448326	327.4	530.39
1.63	0.448326	327.4	533.664
1.64	0.448326	327.4	536.938
1.65	0.448326	327.4	540.212
1.66	0.448326	327.4	543.486
1.67	0.448326	327.4	546.76
1.68	0.448326	327.4	550.034
1.69	0.448326	327.4	553.308
1.7	0.448326	327.4	556.582
1.71	0.448326	327.4	559.856
1.72	0.448326	327.4	563.13
1.73	0.448326	327.4	566.404
1.74	0.448326	327.4	569.678
1.75	0.448326	327.4	572.952
1.76	0.448326	327.4	576.226
1.77	0.448326	327.4	579.5
1.78	0.448326	327.4	582.774
1.79	0.448326	327.4	586.048
1.8	0.448326	327.4	589.322
1.81	0.448326	327.4	592.596
1.82	0.448326	327.4	595.87
1.83	0.448326	327.4	599.144
1.84	0.448326	327.4	602.418
1.85	0.448326	327.4	605.692
1.86	0.448326	327.4	608.966
1.87	0.448326	327.4	612.24
1.88	0.448326	327.4	615.514
1.89	0.448326	327.4	618.788
1.9	0.448326	327.4	622.062
1.91	0.448326	327.4	625.336
1.92	0.448326	327.4	628.61
1.93	0.448326	327.4	631.884
1.94	0.448326	327.4	635.158
1.95	0.448326	327.4	638.432
1.96	0.448326	327.4	641.706
1.97	0.448326	327.4	644.98
1.98	0.448326	327.4	648.254
1.99	0.448326	327.4	651.528
2	0.448326	327.4	654.802
2.01	0.448326	327.4	658.076
2.02	0.448326	327.4	661.35
2.03	0.448326	327.4	664.624
2.04	0.448326	327.4	667.898
2.05	0.448326	327.4	671.172
2.06	0.448326	327.4	674.446
2.07	0.448326	327.4	677.72
2.08	0.448326	327.4	680.994
2.09	0.448326	327.4	684.268
2.1	0.448326	327.4	687.542
2.11	0.448326	327.4	690.816
2.12	0.448326	327.4	694.09
2.13	0.448326	327.4	697.364
2.14	0.448326	327.4	700.638
2.15	0.448326	327.4	703.912
2.16	0.448326	327.4	707.186
2.17	0.448326	327.4	710.46
2.18	0.448326	327.4	713.734
2.19	0.448326	327.4	717.008
2.2	0.448326	327.4	720.282
2.21	0.448326	327.4	723.556
2.22	0.448326	327.4	726.83
2.23	0.448326	327.4	730.104
2.24	0.448326	327.4	733.378
2.25	0.448326	327.4	736.652
2.26	0.448326	327.4	739.926
2.27	0.448326	327.4	743.2
2.28	0.448326	327.4	746.474
2.29	0.448326	327.4	749.748
2.3	0.448326	327.4	753.022
2.31	0.448326	327.4	756.296
2.32	0.448326	327.4	759.57
2.33	0.448326	327.4	762.844
2.34	0.448326	327.4	766.118
2.35	0.448326	327.4	769.392
2.36	0.448326	327.4	772.666
2.37	0.448326	327.4	775.94
2.38	0.448326	327.4	779.214
2.39	0.448326	327.4	782.488
2.4	0.448326	327.4	785.762
2.41	0.448326	327.4	789.036
2.42	0.448326	327.4	792.31
2.43	0.448326	327.4	795.584
2.44	0.448326	327.4	798.858
2.45	0.448326	327.4	802.132
2.46	0.448326	327.4	805.406
2.47	0.448326	327.4	808.68
2.48	0.448326	327.4	811.954
2.49	0.448326	327.4	815.228
2.5	0.448326	327.4	818.502
2.51	0.448326	327.4	821.776
2.52	0.448326	327.4	825.05
2.53	0.448326	327.4	828.324
2.54	0.448326	327.4	831.598
2.55	0.448326	327.4	834.872
2.56	0.448326	327.4	838.146
2.57	0.448326	327.4	841.42
2.58	0.448326	327.4	844.694
2.59	0.448326	327.4	847.968
2.6	0.448326	327.4	851.242
2.61	0.448326	327.4	854.516
2.62	0.448326	327.4	857.79
2.63	0.448326	327.4	861.064
2.64	0.448326	327.4	864.338
2.65	0.448326	327.4	867.612
2.66	0.448326	327.4	870.886
2.67	0.448326	327.4	874.16
2.68	0.448326	327.4	877.434
2.69	0.448326	327.4	880.708
2.7	0.448326	327.4	883.982
2.71	0.448326	327.4	887.256
2.72	0.448326	327.4	890.53
2.73	0.448326	327.4	893.804
2.74	0.448326	327.4	897.078
2.75	0.448326	327.4	900.352
2.76	0.448326	327.4	903.626
2.77	0.448326	327.4	906.9
2.78	0.448326	327.4	910.174
2.79	0.448326	327.4	913.448
2.8	0.448326	327.4	916.722
2.81	0.448326	327.4	919.996
2.82	0.448326	327.4	923.27
2.83	0.448326	327.4	926.544
2.84	0.448326	327.4	929.818
2.85	0.448326	327.4	933.092
2.86	0.448326	327.4	936.366
2.87	0.448326	327.4	939.64
2.88	0.448326	327.4	942.914
2.89	0.448326	327.4	946.188
2.9	0.448326	327.4	949.462
2.91	0.448326	327.4	952.736
2.92	0.448326	327.4	956.01
2.93	0.448326	327.4	959.284
2.94	0.448326	327.4	962.558
2.95	0.448326	327.4	965.832
2.96	0.448326	327.4	969.106
2.97	0.448326	327.4	972.38
2.98	0.448326	327.4	975.654
2.99	0.448326	327.4	978.928
3	0.448326	327.4	982.202
3.01	0.448326	327.4	985.476
3.02	0.448326	327.4	988.75
3.03	0.448326	327.4	992.024
3.04	0.448326	327.4	995.298
3.05	0.448326	327.4	998.572
3.06	0.448326	327.4	1001.85
3.07	0.448326	327.4	1005.12
3.08	0.448326	327.4	1008.39
3.09	0.448326	327.4	1011.67
3.1	0.448326	327.4	1014.94
3.11	0.448326	327.4	1018.22
3.12	0.448326	327.4	1021.49
3.13	0.448326	327.4	1024.76
3.14	0.448326	327.4	1028.04
3.15	0.448326	327.4	1031.31
3.16	0.448326	327.4	1034.59
3.17	0.448326	327.4	1037.86
3.18	0.448326	327.4	1041.13
3.19	0.448326	327.4	1044.41
3.2	0.448326	327.4	1047.68
3.21	0.448326	327.4	1050.96
3.22	0.448326	327.4	1054.23
3.23	0.448326	327.4	1057.5
3.24	0.448326	327.4	1060.78
3.25	0.448326	327.4	1064.05
3.26	0.448326	327.4	1067.33
3.27	0.448326	327.4	1070.6
3.28	0.448326	327.4	1073.87
3.29	0.448326	327.4	1077.15
3.3	0.448326	327.4	1080.42
3.31	0.448326	327.4	1083.7
3.32	0.448326	327.4	1086.97
3.33	0.448326	327.4	1090.24
3.34	0.448326	327.4	1093.52
3.35	0.448326	327.4	1096.79
3.36	0.448326	327.4	1100.07
3.37	0.448326	327.4	1103.34
3.38	0.448326	327.4	1106.61
3.39	0.448326	327.4	1109.89
3.4	0.448326	327.4	1113.16
3.41	0.448326	327.4	1116.44
3.42	0.448326	327.4	1119.71
3.43	0.448326	327.4	1122.98
3.44	0.448326	327.4	1126.26
3.45	0.448326	327.4	1129.53
3.46	0.448326	327.4	1132.81
3.47	0.448326	327.4	1136.08
3.48	0.448326	327.4	1139.35
3.49	0.448326	327.4	1142.63
3.5	0.448326	327.4	1145.9
3.51	0.448326	327.4	1149.18
3.52	0.448326	327.4	1152.45
3.53	0.448326	327.4	1155.72
3.54	0.448326	327.4	1159
3.55	0.448326	327.4	1162.27
3.56	0.448326	327.4	1165.55
3.57	0.448326	327.4	1168.82
