SupplyPort 1	Current turn 1	Port pressure 25
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	1.33805	148.818	0.00297201
0.01	0.450217	148.818	1.49115
0.02	0.450217	148.818	2.97933
0.03	0.450217	148.818	4.46751
0.04	0.450217	148.818	5.9557
0.05	0.450217	148.818	7.44388
0.06	0.450217	148.818	8.93206
0.07	0.450217	148.818	10.4202
0.08	0.450217	148.818	11.9084
0.09	0.450217	148.818	13.3966
0.1	0.450217	148.818	14.8848
0.11	0.450217	148.818	16.373
0.12	0.450217	148.818	17.8611
0.13	0.450217	148.818	19.3493
0.14	0.450217	148.818	20.8375
0.15	0.450217	148.818	22.3257
0.16	0.450217	148.818	23.8139
0.17	0.450217	148.818	25.302
0.18	0.450217	148.818	26.7902
0.19	0.450217	148.818	28.2784
0.2	0.450217	148.818	29.7666
0.21	0.450217	148.818	31.2548
0.22	0.450217	148.818	32.743
0.23	0.450217	148.818	34.2311
0.24	0.450217	148.818	35.7193
0.25	0.450217	148.818	37.2075
0.26	0.450217	148.818	38.6957
0.27	0.450217	148.818	40.1839
0.28	0.450217	148.818	41.672
0.29	0.450217	148.818	43.1602
0.3	0.450217	148.818	44.6484
0.31	0.450217	148.818	46.1366
0.32	0.450217	148.818	47.6248
0.33	0.450217	148.818	49.1129
0.34	0.450217	148.818	50.6011
0.35	0.450217	148.818	52.0893
0.36	0.450217	148.818	53.5775
0.37	0.450217	148.818	55.0657
0.38	0.450217	148.818	56.5538
0.39	0.450217	148.818	58.042
0.4	0.450217	148.818	59.5302
0.41	0.450217	148.818	61.0184
0.42	0.450217	148.818	62.5066
0.43	0.450217	148.818	63.9947
0.44	0.450217	148.818	65.4829
0.45	0.450217	148.818	66.9711
0.46	0.450217	148.818	68.4593
0.47	0.450217	148.818	69.9475
0.48	0.450217	148.818	71.4357
0.49	0.450217	148.818	72.9238
0.5	0.450217	148.818	74.412
0.51	0.450217	148.818	75.9002
0.52	0.450217	148.818	77.3884
0.53	0.450217	148.818	78.8766
0.54	0.450217	148.818	80.3647
0.55	0.450217	148.818	81.8529
0.56	0.450217	148.818	83.3411
0.57	0.450217	148.818	84.8293
0.58	0.450217	148.818	86.3175
0.59	0.450217	148.818	87.8056
0.6	0.450217	148.818	89.2938
0.61	0.450217	148.818	90.782
0.62	0.450217	148.818	92.2702
0.63	0.450217	148.818	93.7584
0.64	0.450217	148.818	95.2465
0.65	0.450217	148.818	96.7347
0.66	0.450217	148.818	98.2229
0.67	0.450217	148.818	99.7111
0.68	0.450217	148.818	101.199
0.69	0.450217	148.818	102.687
0.7	0.450217	148.818	104.176
0.71	0.450217	148.818	105.664
0.72	0.450217	148.818	107.152
0.73	0.450217	148.818	108.64
0.74	0.450217	148.818	110.128
0.75	0.450217	148.818	111.617
0.76	0.450217	148.818	113.105
0.77	0.450217	148.818	114.593
0.78	0.450217	148.818	116.081
0.79	0.450217	148.818	117.569
0.8	0.450217	148.818	119.057
0.81	0.450217	148.818	120.546
0.82	0.450217	148.818	122.034
0.83	0.450217	148.818	123.522
0.84	0.450217	148.818	125.01
0.85	0.450217	148.818	126.498
0.86	0.450217	148.818	127.987
0.87	0.450217	148.818	129.475
0.88	0.450217	148.818	130.963
0.89	0.450217	148.818	132.451
0.9	0.450217	148.818	133.939
0.91	0.450217	148.818	135.427
0.92	0.450217	148.818	136.916
0.93	0.450217	148.818	138.404
0.94	0.450217	148.818	139.892
0.95	0.450217	148.818	141.38
0.96	0.450217	148.818	142.868
0.97	0.450217	148.818	144.357
0.98	0.450217	148.818	145.845
0.99	0.450217	148.818	147.333
1	0.450217	148.818	148.821
1.01	0.450217	148.818	150.309
1.02	0.450217	148.818	151.797
1.03	0.450217	148.818	153.286
1.04	0.450217	148.818	154.774
1.05	0.450217	148.818	156.262
1.06	0.450217	148.818	157.75
1.07	0.450217	148.818	159.238
1.08	0.450217	148.818	160.727
1.09	0.450217	148.818	162.215
1.1	0.450217	148.818	163.703
1.11	0.450217	148.818	165.191
1.12	0.450217	148.818	166.679
1.13	0.450217	148.818	168.167
1.14	0.450217	148.818	169.656
1.15	0.450217	148.818	171.144
1.16	0.450217	148.818	172.632
1.17	0.450217	148.818	174.12
1.18	0.450217	148.818	175.608
1.19	0.450217	148.818	177.096
1.2	0.450217	148.818	178.585
1.21	0.450217	148.818	180.073
1.22	0.450217	148.818	181.561
1.23	0.450217	148.818	183.049
1.24	0.450217	148.818	184.537
1.25	0.450217	148.818	186.026
1.26	0.450217	148.818	187.514
1.27	0.450217	148.818	189.002
1.28	0.450217	148.818	190.49
1.29	0.450217	148.818	191.978
1.3	0.450217	148.818	193.466
1.31	0.450217	148.818	194.955
1.32	0.450217	148.818	196.443
1.33	0.450217	148.818	197.931
1.34	0.450217	148.818	199.419
1.35	0.450217	148.818	200.907
1.36	0.450217	148.818	202.396
1.37	0.450217	148.818	203.884
1.38	0.450217	148.818	205.372
1.39	0.450217	148.818	206.86
1.4	0.450217	148.818	208.348
1.41	0.450217	148.818	209.836
1.42	0.450217	148.818	211.325
1.43	0.450217	148.818	212.813
1.44	0.450217	148.818	214.301
1.45	0.450217	148.818	215.789
1.46	0.450217	148.818	217.277
1.47	0.450217	148.818	218.766
1.48	0.450217	148.818	220.254
1.49	0.450217	148.818	221.742
1.5	0.450217	148.818	223.23
1.51	0.450217	148.818	224.718
1.52	0.450217	148.818	226.206
1.53	0.450217	148.818	227.695
1.54	0.450217	148.818	229.183
1.55	0.450217	148.818	230.671
1.56	0.450217	148.818	232.159
1.57	0.450217	148.818	233.647
1.58	0.450217	148.818	235.136
1.59	0.450217	148.818	236.624
1.6	0.450217	148.818	238.112
1.61	0.450217	148.818	239.6
1.62	0.450217	148.818	241.088
1.63	0.450217	148.818	242.576
1.64	0.450217	148.818	244.065
1.65	0.450217	148.818	245.553
1.66	0.450217	148.818	247.041
1.67	0.450217	148.818	248.529
1.68	0.450217	148.818	250.017
1.69	0.450217	148.818	251.506
1.7	0.450217	148.818	252.994
1.71	0.450217	148.818	254.482
1.72	0.450217	148.818	255.97
1.73	0.450217	148.818	257.458
1.74	0.450217	148.818	258.946
1.75	0.450217	148.818	260.435
1.76	0.450217	148.818	261.923
1.77	0.450217	148.818	263.411
1.78	0.450217	148.818	264.899
