SupplyPort 2	Current turn1	Port pressure 20
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	1.57464	0.0140346	0
0	3.0015	0.0134803	0
0.469	16.8406	0.00581161	0.620842
0.977	19.085	0.00312762	0.982743
1.504	19.2996	0.00273632	1.31121
2.032	19.4011	0.00253021	1.61551
2.524	19.4521	0.00242006	1.88672
3.049	19.489	0.00233718	2.1662
3.524	19.5176	0.00227079	2.41189
4.056	19.5401	0.00221736	2.68059
4.512	19.5499	0.00219358	2.90843
5.05	19.5635	0.00216009	3.17313
5.527	19.5691	0.00214618	3.40632
6.019	19.5868	0.00210171	3.64185
