LeakagePort 1	Current turn 0.5	Pressure storage 21.1477	Pressure reaction 1.02592	Used volumes E, B
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	21.1477	1.02592	0.00664579	0.0010635
0.01	21.1477	1.02592	0.00664579	0.0010635
0.02	21.1328	1.05772	0.00664111	0.00109647
0.03	21.1179	1.0895	0.00663643	0.00112941
0.04	21.1031	1.12125	0.00663176	0.00116233
0.05	21.0882	1.15298	0.00662709	0.00119522
0.06	21.0734	1.1847	0.00662242	0.0012281
0.07	21.0585	1.21638	0.00661776	0.00126095
0.08	21.0437	1.24805	0.00661309	0.00129377
0.09	21.0289	1.27969	0.00660844	0.00132658
0.1	21.014	1.31132	0.00660378	0.00135936
0.11	20.9992	1.34291	0.00659913	0.00139211
0.12	20.9845	1.37449	0.00659448	0.00142485
0.13	20.9697	1.40605	0.00658984	0.00145756
0.14	20.9549	1.43758	0.00658519	0.00149024
0.15	20.9401	1.46909	0.00658056	0.00152291
0.16	20.9254	1.50058	0.00657592	0.00155555
0.17	20.9107	1.53204	0.00657129	0.00158817
0.18	20.8959	1.56349	0.00656666	0.00162077
0.19	20.8812	1.59491	0.00656204	0.00165334
0.2	20.8665	1.62631	0.00655741	0.00168589
0.21	20.8518	1.65768	0.00655279	0.00171841
0.22	20.8371	1.68904	0.00654818	0.00175092
0.23	20.8224	1.72037	0.00654357	0.0017834
0.24	20.8078	1.75168	0.00653896	0.00181586
0.25	20.7931	1.78297	0.00653435	0.00184829
0.26	20.7785	1.81424	0.00652975	0.00188071
0.27	20.7638	1.84549	0.00652515	0.0019131
0.28	20.7492	1.87671	0.00652055	0.00194546
0.29	20.7346	1.90791	0.00651596	0.00197781
0.3	20.72	1.93909	0.00651137	0.00201013
0.31	20.7054	1.97025	0.00650678	0.00204243
0.32	20.6908	2.00138	0.0065022	0.0020747
0.33	20.6762	2.03249	0.00649762	0.00210695
0.34	20.6617	2.06358	0.00649304	0.00213918
0.35	20.6471	2.09465	0.00648847	0.00217139
0.36	20.6326	2.1257	0.0064839	0.00220358
0.37	20.618	2.15673	0.00647933	0.00223574
0.38	20.6035	2.18773	0.00647477	0.00226788
0.39	20.589	2.21871	0.00647021	0.0023
0.4	20.5745	2.24967	0.00646565	0.00233209
0.41	20.56	2.28061	0.0064611	0.00236416
0.42	20.5455	2.31153	0.00645655	0.00239621
0.43	20.5311	2.34242	0.006452	0.00242824
0.44	20.5166	2.37329	0.00644745	0.00246024
0.45	20.5021	2.40415	0.00644291	0.00249222
0.46	20.4877	2.43498	0.00643838	0.00252418
0.47	20.4733	2.46578	0.00643384	0.00255612
0.48	20.4588	2.49657	0.00642931	0.00258803
0.49	20.4444	2.52733	0.00642478	0.00261992
0.5	20.43	2.55808	0.00642025	0.00265179
0.51	20.4156	2.5888	0.00641573	0.00268364
0.52	20.4013	2.6195	0.00641121	0.00271546
0.53	20.3869	2.65017	0.0064067	0.00274726
0.54	20.3725	2.68083	0.00640218	0.00277904
0.55	20.3582	2.71147	0.00639768	0.0028108
0.56	20.3438	2.74208	0.00639317	0.00284254
0.57	20.3295	2.77267	0.00638867	0.00287425
0.58	20.3152	2.80324	0.00638417	0.00290594
0.59	20.3009	2.83379	0.00637967	0.0029376
0.6	20.2866	2.86431	0.00637518	0.00296925
0.61	20.2723	2.89482	0.00637068	0.00300087
0.62	20.258	2.9253	0.0063662	0.00303247
0.63	20.2438	2.95577	0.00636171	0.00306405
0.64	20.2295	2.98621	0.00635723	0.00309561
0.65	20.2152	3.01663	0.00635275	0.00312714
0.66	20.201	3.04702	0.00634828	0.00315865
0.67	20.1868	3.0774	0.00634381	0.00319014
0.68	20.1726	3.10776	0.00633934	0.00322161
0.69	20.1583	3.13809	0.00633487	0.00325306
0.7	20.1442	3.1684	0.00633041	0.00328448
0.71	20.13	3.19869	0.00632595	0.00331588
0.72	20.1158	3.22896	0.0063215	0.00334726
0.73	20.1016	3.25921	0.00631705	0.00337861
0.74	20.0875	3.28944	0.0063126	0.00340995
0.75	20.0733	3.31964	0.00630815	0.00344126
0.76	20.0592	3.34983	0.00630371	0.00347255
0.77	20.045	3.37999	0.00629927	0.00350382
0.78	20.0309	3.41013	0.00629483	0.00353507
0.79	20.0168	3.44026	0.00629039	0.00356629
0.8	20.0027	3.47036	0.00628596	0.00359749
0.81	19.9886	3.50043	0.00628154	0.00362867
0.82	19.9745	3.53049	0.00627711	0.00365983
0.83	19.9605	3.56053	0.00627269	0.00369097
0.84	19.9464	3.59054	0.00626827	0.00372208
0.85	19.9324	3.62054	0.00626386	0.00375318
0.86	19.9183	3.65051	0.00625945	0.00378425
0.87	19.9043	3.68046	0.00625504	0.0038153
0.88	19.8903	3.71039	0.00625063	0.00384632
0.89	19.8763	3.7403	0.00624623	0.00387733
0.9	19.8623	3.77019	0.00624183	0.00390831
0.91	19.8483	3.80006	0.00623743	0.00393927
0.92	19.8343	3.8299	0.00623304	0.00397021
0.93	19.8203	3.85973	0.00622865	0.00400113
0.94	19.8064	3.88953	0.00622426	0.00403203
0.95	19.7924	3.91931	0.00621988	0.0040629
0.96	19.7785	3.94908	0.0062155	0.00409375
0.97	19.7645	3.97882	0.00621112	0.00412458
0.98	19.7506	4.00854	0.00620674	0.00415539
0.99	19.7367	4.03824	0.00620237	0.00418618
1	19.7228	4.06792	0.006198	0.00421695
1.01	19.7089	4.09757	0.00619364	0.00424769
1.02	19.695	4.12721	0.00618927	0.00427841
1.03	19.6812	4.15683	0.00618491	0.00430911
1.04	19.6673	4.18642	0.00618056	0.00433979
1.05	19.6534	4.21599	0.0061762	0.00437045
1.06	19.6396	4.24555	0.00617185	0.00440109
1.07	19.6258	4.27508	0.00616751	0.0044317
1.08	19.6119	4.30459	0.00616316	0.00446229
1.09	19.5981	4.33408	0.00615882	0.00449286
1.1	19.5843	4.36355	0.00615448	0.00452341
1.11	19.5705	4.393	0.00615015	0.00455394
1.12	19.5567	4.42243	0.00614582	0.00458445
1.13	19.543	4.45184	0.00614149	0.00461493
1.14	19.5292	4.48123	0.00613716	0.0046454
1.15	19.5154	4.51059	0.00613284	0.00467584
1.16	19.5017	4.53994	0.00612852	0.00470626
1.17	19.488	4.56926	0.0061242	0.00473666
1.18	19.4742	4.59857	0.00611989	0.00476704
1.19	19.4605	4.62785	0.00611558	0.00479739
1.2	19.4468	4.65711	0.00611127	0.00482773
1.21	19.4331	4.68636	0.00610697	0.00485804
1.22	19.4194	4.71558	0.00610266	0.00488834
1.23	19.4057	4.74478	0.00609837	0.00491861
1.24	19.3921	4.77396	0.00609407	0.00494886
1.25	19.3784	4.80312	0.00608978	0.00497909
1.26	19.3648	4.83226	0.00608549	0.00500929
1.27	19.3511	4.86138	0.0060812	0.00503948
1.28	19.3375	4.89048	0.00607692	0.00506964
1.29	19.3239	4.91956	0.00607264	0.00509979
1.3	19.3103	4.94861	0.00606836	0.00512991
1.31	19.2967	4.97765	0.00606409	0.00516001
1.32	19.2831	5.00667	0.00605981	0.00519009
1.33	19.2695	5.03566	0.00605555	0.00522015
1.34	19.2559	5.06464	0.00605128	0.00525019
1.35	19.2424	5.0936	0.00604702	0.0052802
1.36	19.2288	5.12253	0.00604276	0.0053102
1.37	19.2153	5.15145	0.0060385	0.00534017
1.38	19.2017	5.18034	0.00603425	0.00537012
1.39	19.1882	5.20921	0.00603	0.00540006
1.4	19.1747	5.23807	0.00602575	0.00542997
1.41	19.1612	5.2669	0.00602151	0.00545986
1.42	19.1477	5.29571	0.00601727	0.00548973
1.43	19.1342	5.32451	0.00601303	0.00551957
1.44	19.1207	5.35328	0.00600879	0.0055494
1.45	19.1072	5.38203	0.00600456	0.0055792
1.46	19.0938	5.41076	0.00600033	0.00560899
1.47	19.0803	5.43948	0.0059961	0.00563875
1.48	19.0669	5.46817	0.00599188	0.0056685
1.49	19.0535	5.49684	0.00598766	0.00569822
1.5	19.0401	5.52549	0.00598344	0.00572792
1.51	19.0266	5.55412	0.00597923	0.0057576
1.52	19.0132	5.58273	0.00597502	0.00578726
1.53	18.9998	5.61132	0.00597081	0.00581689
1.54	18.9865	5.63989	0.0059666	0.00584651
1.55	18.9731	5.66844	0.0059624	0.00587611
1.56	18.9597	5.69697	0.0059582	0.00590568
1.57	18.9464	5.72548	0.005954	0.00593524
1.58	18.933	5.75397	0.00594981	0.00596477
1.59	18.9197	5.78244	0.00594562	0.00599428
1.6	18.9064	5.81089	0.00594143	0.00602378
1.61	18.893	5.83932	0.00593725	0.00605325
1.62	18.8797	5.86773	0.00593306	0.0060827
1.63	18.8664	5.89612	0.00592888	0.00611213
1.64	18.8532	5.92449	0.00592471	0.00614154
1.65	18.8399	5.95284	0.00592054	0.00617093
1.66	18.8266	5.98117	0.00591637	0.00620029
1.67	18.8133	6.00948	0.0059122	0.00622964
1.68	18.8001	6.03777	0.00590803	0.00625897
1.69	18.7868	6.06604	0.00590387	0.00628827
1.7	18.7736	6.09429	0.00589971	0.00631756
1.71	18.7604	6.12252	0.00589556	0.00634682
1.72	18.7472	6.15073	0.00589141	0.00637607
1.73	18.734	6.17892	0.00588726	0.00640529
1.74	18.7208	6.20709	0.00588311	0.00643449
