LeakagePort 0	Current turn 0.5	Pressure storage 41.4424	Pressure reaction 1.4764
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	41.4384	1.48084	0.0407504	34.8463
1.6e-06	41.4379	1.47772	0.0407499	34.8463
0.556856	34.1591	17.9175	0.033592	34.8463
1.02888	30.0176	26.5757	0.0131252	34.8556
1.56193	29.0994	28.3796	0.00610997	34.8587
2.04912	28.8178	28.6804	0.00267502	34.8603
2.54781	28.7724	28.6729	0.00227543	34.8609
3.0613	28.7376	28.659	0.00202163	34.8615
3.60423	28.7335	28.6581	0.00198011	34.862
4.05698	28.726	28.6579	0.00188127	34.8626
4.59094	28.7237	28.6594	0.00182867	34.863
5.08451	28.7204	28.6572	0.00181333	34.8635
5.5887	28.726	28.6595	0.00185953	34.8639
6.07801	28.7219	28.6629	0.00175004	34.8644
6.5773	28.7215	28.6479	0.0019562	34.8648
