LeakagePort 0	Current turn 0.5	Pressure storage 40.511	Pressure reaction 9.77889
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	40.511	9.77889	0.0856449	0.0101394
0.01	40.511	9.77889	0.0856449	0.0101394
0.02	40.3194	10.1886	0.084347	0.0105643
0.03	40.1308	10.5921	0.083077	0.0109827
0.04	39.945	10.9896	0.0818342	0.0113947
0.05	39.7619	11.381	0.0806178	0.0118007
0.06	39.5816	11.7667	0.0794271	0.0122006
0.07	39.404	12.1467	0.0782613	0.0125945
0.08	39.2289	12.5211	0.0771198	0.0129827
0.09	39.0564	12.89	0.0760018	0.0133653
0.1	38.8864	13.2536	0.0749068	0.0137423
0.11	38.7189	13.612	0.0738341	0.0141138
0.12	38.5537	13.9652	0.0727831	0.0144801
0.13	38.3909	14.3134	0.0717532	0.0148411
0.14	38.2305	14.6566	0.0707439	0.015197
0.15	38.0722	14.9951	0.0697546	0.0155479
0.16	37.9162	15.3288	0.0687849	0.0158939
0.17	37.7624	15.6578	0.0678341	0.0162351
0.18	37.6106	15.9823	0.0669018	0.0165716
0.19	37.461	16.3024	0.0659876	0.0169035
0.2	37.3134	16.6181	0.0650909	0.0172308
0.21	37.1678	16.9295	0.0642114	0.0175537
0.22	37.0242	17.2366	0.0633485	0.0178722
0.23	36.8825	17.5397	0.0625019	0.0181864
0.24	36.7427	17.8387	0.0616712	0.0184964
0.25	36.6048	18.1337	0.0608559	0.0188023
0.26	36.4686	18.4249	0.0600557	0.0191042
0.27	36.3343	18.7122	0.0592703	0.0194021
0.28	36.2017	18.9957	0.0584992	0.0196961
0.29	36.0709	19.2756	0.0262464	0.0199863
0.3	36.0122	19.4011	0.0261691	0.0201165
0.31	35.9537	19.5263	0.0260899	0.0202463
0.32	35.8953	19.6511	0.0260089	0.0203757
0.33	35.8371	19.7756	0.0259261	0.0205047
0.34	35.7791	19.8996	0.0258415	0.0206333
0.35	35.7213	20.0232	0.0257551	0.0207615
0.36	35.6637	20.1464	0.025667	0.0208892
0.37	35.6063	20.2692	0.0255771	0.0210165
