LeakagePort 0	Current turn 0.5	Pressure storage 8.69331	Pressure reaction 0.945277
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
0	8.69331	0.945277	0.00623867	0.000989267
0.01	8.69331	0.945277	0.00623867	0.000989267
0.02	8.67951	0.974847	0.00622877	0.00102021
0.03	8.66574	1.00437	0.00621889	0.00105111
0.04	8.652	1.03385	0.00620902	0.00108196
0.05	8.63827	1.06327	0.00619917	0.00111276
0.06	8.62457	1.09266	0.00618933	0.00114351
0.07	8.61088	1.12199	0.00617952	0.00117421
0.08	8.59722	1.15128	0.00616971	0.00120486
0.09	8.58358	1.18053	0.00615992	0.00123546
0.1	8.56996	1.20972	0.00615015	0.00126602
0.11	8.55637	1.23887	0.00614039	0.00129652
0.12	8.54279	1.26798	0.00613065	0.00132698
0.13	8.52924	1.29703	0.00612093	0.00135739
0.14	8.51571	1.32605	0.00611122	0.00138775
0.15	8.5022	1.35501	0.00610152	0.00141807
0.16	8.48871	1.38393	0.00609184	0.00144833
0.17	8.47524	1.4128	0.00608218	0.00147855
0.18	8.4618	1.44163	0.00607253	0.00150872
0.19	8.44837	1.47041	0.00606289	0.00153884
0.2	8.43497	1.49915	0.00605327	0.00156892
0.21	8.42159	1.52784	0.00604367	0.00159894
0.22	8.40823	1.55649	0.00603408	0.00162892
0.23	8.39489	1.58509	0.00602451	0.00165885
0.24	8.38157	1.61364	0.00601495	0.00168874
0.25	8.36827	1.64215	0.00600541	0.00171857
0.26	8.355	1.67062	0.00599588	0.00174836
0.27	8.34174	1.69903	0.00598637	0.0017781
0.28	8.32851	1.72741	0.00597687	0.0018078
0.29	8.3153	1.75574	0.00596739	0.00183744
0.3	8.3021	1.78402	0.00595792	0.00186704
0.31	8.28893	1.81226	0.00594847	0.0018966
0.32	8.27578	1.84045	0.00593903	0.0019261
0.33	8.26265	1.8686	0.00592961	0.00195556
0.34	8.24955	1.89671	0.00592021	0.00198498
0.35	8.23646	1.92477	0.00591081	0.00201434
0.36	8.22339	1.95278	0.00590144	0.00204366
0.37	8.21034	1.98076	0.00589207	0.00207293
0.38	8.19732	2.00868	0.00588273	0.00210216
0.39	8.18431	2.03657	0.00587339	0.00213134
0.4	8.17133	2.0644	0.00586408	0.00216047
0.41	8.15837	2.0922	0.00585477	0.00218956
0.42	8.14542	2.11995	0.00584548	0.0022186
0.43	8.1325	2.14765	0.00583621	0.0022476
0.44	8.1196	2.17532	0.00582695	0.00227655
0.45	8.10672	2.20293	0.00581771	0.00230545
0.46	8.09386	2.23051	0.00580848	0.00233431
0.47	8.08102	2.25804	0.00579926	0.00236312
0.48	8.0682	2.28553	0.00579006	0.00239189
0.49	8.0554	2.31297	0.00578088	0.00242061
0.5	8.04262	2.34037	0.0057717	0.00244928
0.51	8.02986	2.36773	0.00576255	0.00247791
0.52	8.01712	2.39504	0.00575341	0.0025065
0.53	8.0044	2.42231	0.00574428	0.00253504
0.54	7.9917	2.44954	0.00573517	0.00256353
0.55	7.97902	2.47672	0.00572607	0.00259198
0.56	7.96636	2.50386	0.00571698	0.00262038
0.57	7.95372	2.53096	0.00570791	0.00264874
0.58	7.94111	2.55801	0.00569886	0.00267705
0.59	7.92851	2.58502	0.00568982	0.00270532
0.6	7.91593	2.61199	0.00568079	0.00273354
0.61	7.90337	2.63892	0.00567178	0.00276172
0.62	7.89083	2.6658	0.00566278	0.00278986
0.63	7.87831	2.69264	0.0056538	0.00281794
0.64	7.86582	2.71944	0.00564483	0.00284599
0.65	7.85334	2.74619	0.00563587	0.00287399
0.66	7.84088	2.7729	0.00562693	0.00290195
0.67	7.82844	2.79957	0.005618	0.00292986
0.68	7.81602	2.8262	0.00560909	0.00295772
0.69	7.80362	2.85279	0.00560019	0.00298555
0.7	7.79124	2.87933	0.00559131	0.00301333
0.71	7.77888	2.90583	0.00558244	0.00304106
0.72	7.76654	2.93229	0.00557358	0.00306875
0.73	7.75422	2.95871	0.00556474	0.0030964
0.74	7.74191	2.98508	0.00555591	0.003124
0.75	7.72963	3.01142	0.00554709	0.00315156
0.76	7.71737	3.03771	0.00553829	0.00317907
0.77	7.70513	3.06396	0.00552951	0.00320655
0.78	7.6929	3.09017	0.00552074	0.00323397
0.79	7.6807	3.11633	0.00551198	0.00326136
0.8	7.66851	3.14246	0.00550323	0.0032887
0.81	7.65635	3.16854	0.0054945	0.003316
0.82	7.6442	3.19459	0.00548578	0.00334325
0.83	7.63207	3.22059	0.00547708	0.00337046
0.84	7.61996	3.24655	0.00546839	0.00339763
0.85	7.60787	3.27247	0.00545972	0.00342476
0.86	7.59581	3.29834	0.00545106	0.00345184
0.87	7.58375	3.32418	0.00544241	0.00347888
0.88	7.57172	3.34998	0.00543377	0.00350587
0.89	7.55971	3.37573	0.00542515	0.00353283
0.9	7.54772	3.40145	0.00541655	0.00355974
0.91	7.53574	3.42712	0.00540795	0.0035866
0.92	7.52379	3.45275	0.00539937	0.00361343
0.93	7.51185	3.47834	0.00539081	0.00364021
0.94	7.49993	3.50389	0.00538225	0.00366695
0.95	7.48804	3.5294	0.00537372	0.00369365
0.96	7.47616	3.55487	0.00536519	0.00372031
0.97	7.4643	3.5803	0.00535668	0.00374692
0.98	7.45245	3.60569	0.00534818	0.00377349
0.99	7.44063	3.63104	0.0053397	0.00380002
1	7.42883	3.65635	0.00533122	0.00382651
1.01	7.41704	3.68162	0.00532277	0.00385295
1.02	7.40527	3.70685	0.00531432	0.00387935
1.03	7.39353	3.73204	0.00530589	0.00390571
1.04	7.3818	3.75718	0.00529747	0.00393203
1.05	7.37009	3.78229	0.00528907	0.00395831
1.06	7.35839	3.80736	0.00528068	0.00398454
1.07	7.34672	3.83239	0.0052723	0.00401074
1.08	7.33506	3.85738	0.00526394	0.00403689
1.09	7.32343	3.88233	0.00525544	0.004063
1.1	7.31181	3.90724	0.00524655	0.00408907
1.11	7.30021	3.93211	0.00523727	0.00411509
1.12	7.28863	3.95693	0.00522758	0.00414107
1.13	7.27708	3.98171	0.00521749	0.004167
1.14	7.26554	4.00644	0.005207	0.00419288
1.15	7.25403	4.03112	0.00519612	0.00421871
1.16	7.24254	4.05575	0.00518483	0.00424449
1.17	7.23108	4.08032	0.00517315	0.00427021
1.18	7.21965	4.10484	0.00516107	0.00429587
1.19	7.20824	4.1293	0.00514859	0.00432147
1.2	7.19685	4.15371	0.00513571	0.004347
1.21	7.1855	4.17805	0.00512244	0.00437248
1.22	7.17418	4.20233	0.00510878	0.00439789
1.23	7.16288	4.22654	0.00509472	0.00442323
1.24	7.15162	4.25069	0.00508026	0.0044485
1.25	7.14039	4.27477	0.00506541	0.0044737
1.26	7.12919	4.29878	0.00505017	0.00449883
1.27	7.11803	4.32271	0.00503454	0.00452388
1.28	7.1069	4.34658	0.00501852	0.00454885
1.29	7.0958	4.37036	0.00500211	0.00457374
1.3	7.08474	4.39407	0.00498531	0.00459856
1.31	7.07372	4.4177	0.00496812	0.00462328
1.32	7.06274	4.44125	0.00495055	0.00464793
1.33	7.0518	4.46471	0.00493259	0.00467248
1.34	7.04089	4.48809	0.00491424	0.00469695
1.35	7.03003	4.51138	0.00489551	0.00472133
1.36	7.01921	4.53459	0.0048764	0.00474561
1.37	7.00843	4.5577	0.00485691	0.0047698
1.38	6.99769	4.58072	0.00483704	0.00479389
1.39	6.987	4.60365	0.00481679	0.00481788
1.4	6.97635	4.62648	0.00479617	0.00484178
1.41	6.96574	4.64921	0.00477516	0.00486557
1.42	6.95519	4.67184	0.00475379	0.00488925
1.43	6.94468	4.69437	0.00473204	0.00491283
1.44	6.93422	4.7168	0.00470992	0.00493631
1.45	6.92381	4.73913	0.00468743	0.00495967
1.46	6.91344	4.76134	0.00466457	0.00498292
1.47	6.90313	4.78345	0.00464134	0.00500606
1.48	6.89287	4.80545	0.00461775	0.00502908
1.49	6.88266	4.82734	0.0045938	0.00505199
1.5	6.87251	4.84911	0.00456948	0.00507477
1.51	6.86241	4.87077	0.0045448	0.00509744
1.52	6.85236	4.89231	0.00451977	0.00511998
1.53	6.84237	4.91373	0.00449438	0.0051424
1.54	6.83243	4.93504	0.00446863	0.0051647
1.55	6.82255	4.95622	0.00444253	0.00518686
1.56	6.81273	4.97727	0.00441608	0.0052089
1.57	6.80297	4.9982	0.00438928	0.0052308
1.58	6.79327	5.01901	0.00436213	0.00525258
1.59	6.78362	5.03968	0.00433464	0.00527421
1.6	6.77404	5.06023	0.0043068	0.00529571
1.61	6.76452	5.08064	0.00427862	0.00531708
1.62	6.75506	5.10092	0.0042501	0.0053383
1.63	6.74567	5.12107	0.00422125	0.00535938
1.64	6.73633	5.14107	0.00419206	0.00538032
1.65	6.72707	5.16094	0.00416254	0.00540112
1.66	6.71786	5.18067	0.00413268	0.00542176
1.67	6.70873	5.20026	0.0041025	0.00544226
