time,value
1,-0.00458839
2,-0.00509562
3,-0.0083571
4,-0.00839301
5,-0.00932098
6,-0.00789292
7,-0.00704278
8,-0.00782236
9,-0.00828417
10,-0.00873949
11,-0.00832374
12,-0.00925269
13,-0.00885762
14,-0.00841233
15,-0.00816853
16,-0.00809551
17,-0.00615471
18,-0.00594261
19,-0.00564982
20,-0.00575164
21,-0.00599149
22,-0.00586537
23,-0.00565733
24,-0.0055359
25,-0.00552775
26,-0.00546392
27,-0.00554046
28,-0.00550435
29,-0.0056361
30,-0.00551497
31,-0.00511661
32,-0.0048912
33,-0.00461317
34,-0.0041438
35,-0.00395994
36,-0.00405759
37,-0.00423756
38,-0.0043871
39,-0.00422772
40,-0.00460054
41,-0.00463341
42,-0.00447058
43,-0.00431002
44,-0.00437487
45,-0.00441091
46,-0.00458591
47,-0.00450742
48,-0.00515524
49,-0.00518032
50,-0.00548398
51,-0.00528131
52,-0.00544409
53,-0.0051304
54,-0.00484901
55,-0.00473893
56,-0.00451883
57,-0.00438549
58,-0.00380774
59,-0.00390753
60,-0.00347596
61,-0.00369198
62,-0.00359815
63,-0.00333828
64,-0.00313784
65,-0.00352597
66,-0.00354604
67,-0.00348215
68,-0.0036423
69,-0.00338181
70,-0.00334812
71,-0.00364961
72,-0.00389109
73,-0.0036271
74,-0.00386889
75,-0.00374468
76,-0.00376168
77,-0.00375055
78,-0.00371168
79,-0.00378493
80,-0.00388504
81,-0.00370482
82,-0.00349923
83,-0.00374282
84,-0.0039272
85,-0.00341168
86,-0.00346124
87,-0.00334276
88,-0.00367222
89,-0.00374602
90,-0.00404193
91,-0.00372004
92,-0.00365371
93,-0.00356041
94,-0.00349632
95,-0.00281949
96,-0.00312841
97,-0.00276356
98,-0.00282223
99,-0.00296375
100,-0.00299172
101,-0.00310297
102,-0.00335212
103,-0.00334674
104,-0.00303461
105,-0.00272687
106,-0.00247923
107,-0.00223507
108,-0.00235695
109,-0.00267236
110,-0.00273231
111,-0.0024846
112,-0.00221247
113,-0.00216731
114,-0.00131389
115,-0.0033733
116,-0.00395337
117,-0.00430215
118,-0.00316772
119,-0.00227236
120,-0.00247739
121,-0.00276322
122,-0.00178986
123,-0.00163906
124,-0.00107199
125,0.000742301
126,0.000132331
127,-0.000887465
128,0.000561624
129,0.00118147
130,0.00179262
131,0.00169786
132,0.00171601
133,0.0013434
134,0.00161756
135,-0.00226816
136,-0.00286375
137,-0.00361833
138,-0.0028561
139,-0.00243929
