LeakagePort 1	Current turn 0.5	Pressure storage 18.9856	Pressure reaction 0.62439	Used volumes E, B
Elapsed	Storage	Reaction	Flow rate	Modelled cm3 H2	
2.8	15.7	3.8576	0.0047851	0.00794349
2.81	15.6893	3.86913	0.00478185	0.00796722
2.82	15.6786	3.88065	0.00477859	0.00799094
2.83	15.6679	3.89216	0.00477534	0.00801464
2.84	15.6573	3.90366	0.00477209	0.00803833
2.85	15.6466	3.91516	0.00476884	0.008062
2.86	15.6359	3.92665	0.00476559	0.00808566
2.87	15.6253	3.93812	0.00476235	0.0081093
2.88	15.6147	3.9496	0.0047591	0.00813292
2.89	15.604	3.96106	0.00475586	0.00815653
2.9	15.5934	3.97252	0.00475263	0.00818012
2.91	15.5828	3.98397	0.00474939	0.00820369
2.92	15.5722	3.99541	0.00474616	0.00822725
2.93	15.5616	4.00684	0.00474292	0.00825079
2.94	15.551	4.01826	0.00473969	0.00827432
2.95	15.5404	4.02968	0.00473647	0.00829783
2.96	15.5298	4.04109	0.00473324	0.00832132
2.97	15.5192	4.05249	0.00473002	0.0083448
2.98	15.5087	4.06389	0.0047268	0.00836826
2.99	15.4981	4.07527	0.00472358	0.00839171
3	15.4876	4.08665	0.00472037	0.00841514
3.01	15.477	4.09802	0.00471715	0.00843856
3.02	15.4665	4.10939	0.00471394	0.00846195
3.03	15.456	4.12074	0.00471073	0.00848534
3.04	15.4454	4.13209	0.00470752	0.0085087
3.05	15.4349	4.14343	0.00470432	0.00853205
3.06	15.4244	4.15476	0.00470112	0.00855539
3.07	15.4139	4.16609	0.00469791	0.00857871
3.08	15.4034	4.1774	0.00469472	0.00860201
3.09	15.3929	4.18871	0.00469152	0.0086253
