SupplyPort 2	Current turn 0.5	Port pressure 8.05
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	0.3342	354.604	32.4453
0.01	0.302539	354.604	35.9914
0.02	0.335605	354.604	39.5374
0.03	0.36867	354.604	43.0834
0.04	0.401735	354.604	46.6295
0.05	0.434801	354.604	50.1755
0.06	0.467866	354.604	53.7216
0.07	0.500931	354.604	57.2676
0.08	0.533996	354.604	60.8136
0.09	0.567062	354.604	64.3597
0.1	0.600127	354.604	67.9057
0.11	0.633192	354.604	71.4517
0.12	0.666258	354.604	74.9978
0.13	0.699323	354.604	78.5438
0.14	0.732388	354.604	82.0899
0.15	0.765454	354.604	85.6359
0.16	0.798519	354.604	89.1819
0.17	0.831584	354.604	92.728
0.18	0.86465	354.604	96.274
0.19	0.897715	354.604	99.82
0.2	0.93078	354.604	103.366
0.21	0.963846	354.604	106.912
0.22	0.996911	354.604	110.458
0.23	1.02998	354.604	114.004
0.24	1.06304	354.604	117.55
0.25	1.09611	354.604	121.096
0.26	1.12917	354.604	124.642
0.27	1.16224	354.604	128.188
0.28	1.1953	354.604	131.734
0.29	1.22837	354.604	135.28
0.3	1.26143	354.604	138.826
0.31	1.2945	354.604	142.372
0.32	1.32756	354.604	145.919
0.33	1.36063	354.604	149.465
0.34	1.39369	354.604	153.011
0.35	1.42676	354.604	156.557
0.36	1.45983	354.604	160.103
0.37	1.49289	354.604	163.649
0.38	1.52596	354.604	167.195
0.39	1.55902	354.604	170.741
0.4	1.59209	354.604	174.287
0.41	1.62515	354.604	177.833
0.42	1.65822	354.604	181.379
0.43	1.69128	354.604	184.925
0.44	1.72435	354.604	188.471
0.45	1.75741	354.604	192.017
0.46	1.79048	354.604	195.563
0.47	1.82354	354.604	199.109
0.48	1.85661	354.604	202.655
0.49	1.88967	354.604	206.201
0.5	1.92274	354.604	209.747
0.51	1.95581	354.604	213.293
0.52	1.98887	354.604	216.839
0.53	2.02194	354.604	220.385
0.54	2.055	354.604	223.931
0.55	2.08807	354.604	227.477
0.56	2.12113	354.604	231.023
0.57	2.1542	354.604	234.569
0.58	2.18726	354.604	238.115
0.59	2.22033	354.604	241.662
0.6	2.25339	354.604	245.208
0.61	2.28646	354.604	248.754
0.62	2.31952	354.604	252.3
0.63	2.35259	354.604	255.846
0.64	2.38565	354.604	259.392
0.65	2.41872	354.604	262.938
0.66	2.45179	354.604	266.484
0.67	2.48485	354.604	270.03
0.68	2.51792	354.604	273.576
0.69	2.55098	354.604	277.122
0.7	2.58405	354.604	280.668
0.71	2.61711	354.604	284.214
0.72	2.65018	354.604	287.76
0.73	2.68324	354.604	291.306
0.74	2.71631	354.604	294.852
0.75	2.74937	354.604	298.398
0.76	2.78244	354.604	301.944
0.77	2.8155	354.604	305.49
0.78	2.84857	354.604	309.036
0.79	2.88163	354.604	312.582
0.8	2.9147	354.604	316.128
0.81	2.94776	354.604	319.674
0.82	2.98083	354.604	323.22
0.83	3.0139	354.604	326.766
0.84	3.04696	354.604	330.312
0.85	3.08003	354.604	333.859
0.86	3.11309	354.604	337.405
0.87	3.14616	354.604	340.951
0.88	3.17922	354.604	344.497
0.89	3.21229	354.604	348.043
0.9	3.24535	354.604	351.589
0.91	3.27842	354.604	355.135
0.92	3.31148	354.604	358.681
0.93	3.34455	354.604	362.227
0.94	3.37761	354.604	365.773
0.95	3.41068	354.604	369.319
0.96	3.44374	354.604	372.865
0.97	3.47681	354.604	376.411
0.98	3.50988	354.604	379.957
0.99	3.54294	354.604	383.503
1	3.57601	354.604	387.049
1.01	3.60907	354.604	390.595
1.02	3.64214	354.604	394.141
1.03	3.6752	354.604	397.687
1.04	3.70827	354.604	401.233
1.05	3.74133	354.604	404.779
1.06	3.7744	354.604	408.325
1.07	3.80746	354.604	411.871
1.08	3.84053	354.604	415.417
1.09	3.87359	354.604	418.963
1.1	3.90666	354.604	422.509
1.11	3.93972	354.604	426.055
1.12	3.97279	354.604	429.602
1.13	4.00586	354.604	433.148
1.14	4.03892	354.907	436.697
1.15	4.07201	354.89	440.246
1.16	4.10511	354.855	443.794
1.17	4.13819	354.802	447.342
1.18	4.17128	354.73	450.889
1.19	4.20436	354.64	454.436
1.2	4.23742	354.531	457.981
1.21	4.27048	354.403	461.525
1.22	4.30353	354.256	465.068
1.23	4.33656	354.089	468.609
1.24	4.36958	353.904	472.148
1.25	4.40258	353.698	475.685
1.26	4.43556	353.474	479.219
1.27	4.46852	353.229	482.752
1.28	4.50146	352.964	486.281
1.29	4.53437	352.68	489.808
1.3	4.56726	352.375	493.332
1.31	4.60011	352.05	496.852
1.32	4.63294	351.705	500.369
1.33	4.66574	351.339	503.883
1.34	4.6985	350.952	507.392
1.35	4.73122	350.545	510.898
1.36	4.76391	350.116	514.399
1.37	4.79656	349.667	517.896
1.38	4.82916	349.196	521.388
1.39	4.86172	348.704	524.875
1.4	4.89424	348.191	528.356
1.41	4.9267	347.656	531.833
1.42	4.95912	347.099	535.304
1.43	4.99149	346.521	538.769
1.44	5.0238	345.921	542.228
1.45	5.05605	345.299	545.681
1.46	5.08825	344.655	549.128
1.47	5.12039	343.989	552.568
1.48	5.15247	343.3	556.001
1.49	5.18448	342.59	559.427
1.5	5.21642	341.856	562.845
1.51	5.2483	341.101	566.256
1.52	5.2801	340.322	569.66
1.53	5.31184	339.521	573.055
1.54	5.3435	338.697	576.442
1.55	5.37508	337.85	579.82
1.56	5.40658	336.98	583.19
1.57	5.438	336.088	586.551
1.58	5.46934	335.172	589.903
1.59	5.5006	334.233	593.245
1.6	5.53176	333.27	596.578
1.61	5.56284	332.284	599.901
1.62	5.59382	331.275	603.213
1.63	5.62471	330.243	606.516
1.64	5.65551	329.187	609.808
1.65	5.6862	328.107	613.089
1.66	5.7168	327.004	616.359
1.67	5.74729	325.877	619.617
1.68	5.77767	324.726	622.865
1.69	5.80795	323.552	626.1
1.7	5.83812	322.353	629.324
1.71	5.86818	321.131	632.535
1.72	5.89813	319.885	635.734
1.73	5.92795	318.615	638.92
1.74	5.95766	317.322	642.093
1.75	5.98725	316.004	645.253
1.76	6.01672	314.662	648.4
1.77	6.04606	313.296	651.533
1.78	6.07527	311.906	654.652
1.79	6.10436	310.492	657.757
1.8	6.13331	309.054	660.847
1.81	6.16213	307.592	663.923
1.82	6.19081	306.106	666.984
1.83	6.21935	304.596	670.03
1.84	6.24775	303.062	673.061
1.85	6.27601	301.504	676.076
1.86	6.30413	299.921	679.075
1.87	6.33209	298.315	682.058
1.88	6.35991	296.685	685.025
1.89	6.38757	295.03	687.976
1.9	6.41509	293.352	690.909
1.91	6.44244	291.65	693.826
1.92	6.46963	289.924	696.725
1.93	6.49667	288.173	699.607
1.94	6.52354	286.4	702.471
1.95	6.55024	284.602	705.317
1.96	6.57678	282.781	708.144
1.97	6.60315	280.936	710.954
1.98	6.62935	279.067	713.744
1.99	6.65537	277.174	716.516
2	6.68121	275.259	719.269
2.01	6.70688	273.319	722.002
2.02	6.73237	271.357	724.715
2.03	6.75767	269.371	727.409
2.04	6.78279	267.361	730.083
2.05	6.80772	265.329	732.736
2.06	6.83246	263.274	735.369
2.07	6.85701	261.195	737.981
2.08	6.88136	259.094	740.572
2.09	6.90552	256.97	743.141
2.1	6.92948	254.823	745.69
2.11	6.95324	252.653	748.216
2.12	6.9768	250.461	750.721
2.13	7.00016	248.247	753.203
2.14	7.02331	246.01	755.663
2.15	7.04625	243.752	758.101
2.16	7.06897	241.471	760.516
2.17	7.09149	239.168	762.907
2.18	7.11379	236.844	765.276
2.19	7.13588	234.497	767.621
2.2	7.15774	232.13	769.942
2.21	7.17939	229.741	772.239
2.22	7.20081	227.33	774.513
2.23	7.22201	224.899	776.762
2.24	7.24298	222.447	778.986
2.25	7.26372	219.974	781.186
2.26	7.28423	217.48	783.361
2.27	7.30451	214.966	785.51
