SupplyPort 1	Port pressure 31
Elapsed	Pressure	Rate
6.93	30.5677	0.000785285	55.5544
6.94	30.5712	0.000779027	55.5544
6.95	30.5746	0.000772818	55.5544
6.96	30.578	0.000766657	55.5544
6.97	30.5814	0.000760545	55.5544
6.98	30.5848	0.000754482	55.5544
6.99	30.5881	0.000748465	55.5544
7	30.5914	0.000742496	55.5544
7.01	30.5947	0.000736574	55.5544
7.02	30.598	0.000730699	55.5544
7.03	30.6012	0.00072487	55.5544
7.04	30.6044	0.000719086	55.5544
7.05	30.6076	0.000713348	55.5544
7.06	30.6107	0.000707655	55.5544
7.07	30.6138	0.000702007	55.5544
7.08	30.6169	0.000696404	55.5544
7.09	30.62	0.000690844	55.5544
7.1	30.6231	0.000685329	55.5544
7.11	30.6261	0.000679857	55.5544
7.12	30.6291	0.000674427	55.5544
7.13	30.6321	0.000669041	55.5544
7.14	30.6351	0.000663697	55.5544
7.15	30.638	0.000658396	55.5544
7.16	30.6409	0.000653136	55.5544
7.17	30.6438	0.000647917	55.5544
7.18	30.6467	0.00064274	55.5544
7.19	30.6495	0.000637604	55.5544
7.2	30.6523	0.000632508	55.5544
7.21	30.6551	0.000627452	55.5544
7.22	30.6579	0.000622436	55.5544
7.23	30.6606	0.00061746	55.5544
7.24	30.6634	0.000612523	55.5544
7.25	30.6661	0.000607626	55.5544
7.26	30.6688	0.000602767	55.5544
7.27	30.6714	0.000597946	55.5544
7.28	30.6741	0.000593163	55.5544
7.29	30.6767	0.000588418	55.5544
7.3	30.6793	0.000583711	55.5544
7.31	30.6819	0.000579041	55.5544
7.32	30.6844	0.000574408	55.5544
7.33	30.687	0.000569812	55.5544
7.34	30.6895	0.000565252	55.5544
7.35	30.692	0.000560728	55.5544
7.36	30.6945	0.000556239	55.5544
7.37	30.6969	0.000551787	55.5544
7.38	30.6994	0.000547369	55.5544
7.39	30.7018	0.000542987	55.5544
7.4	30.7042	0.000538639	55.5544
7.41	30.7066	0.000534326	55.5544
7.42	30.7089	0.000530047	55.5544
7.43	30.7113	0.000525802	55.5544
7.44	30.7136	0.000521591	55.5544
7.45	30.7159	0.000517413	55.5544
7.46	30.7182	0.000513268	55.5544
7.47	30.7205	0.000509156	55.5544
7.48	30.7227	0.000505076	55.5544
7.49	30.7249	0.000501029	55.5544
7.5	30.7272	0.000497014	55.5544
7.51	30.7293	0.000493031	55.5544
7.52	30.7315	0.00048908	55.5544
7.53	30.7337	0.000485159	55.5544
7.54	30.7358	0.00048127	55.5544
7.55	30.738	0.000477412	55.5544
7.56	30.7401	0.000473585	55.5544
7.57	30.7422	0.000469788	55.5544
7.58	30.7442	0.000466021	55.5544
7.59	30.7463	0.000462284	55.5544
7.6	30.7483	0.000458577	55.5544
7.61	30.7504	0.000454899	55.5544
7.62	30.7524	0.00045125	55.5544
7.63	30.7544	0.000447631	55.5544
7.64	30.7564	0.00044404	55.5544
7.65	30.7583	0.000440478	55.5544
7.66	30.7603	0.000436944	55.5544
7.67	30.7622	0.000433438	55.5544
7.68	30.7641	0.000429961	55.5544
7.69	30.766	0.00042651	55.5544
7.7	30.7679	0.000423088	55.5544
7.71	30.7698	0.000419692	55.5544
7.72	30.7716	0.000416324	55.5544
7.73	30.7735	0.000412982	55.5544
7.74	30.7753	0.000409667	55.5544
7.75	30.7771	0.000406378	55.5544
7.76	30.7789	0.000403116	55.5544
7.77	30.7807	0.00039988	55.5544
7.78	30.7825	0.000396669	55.5544
7.79	30.7842	0.000393484	55.5544
7.8	30.7859	0.000390324	55.5544
7.81	30.7877	0.00038719	55.5544
7.82	30.7894	0.00038408	55.5544
7.83	30.7911	0.000380995	55.5544
7.84	30.7928	0.000377935	55.5544
7.85	30.7944	0.000374899	55.5544
7.86	30.7961	0.000371888	55.5544
7.87	30.7977	0.0003689	55.5544
7.88	30.7994	0.000365937	55.5544
7.89	30.801	0.000362997	55.5544
7.9	30.8026	0.00036008	55.5544
7.91	30.8042	0.000357187	55.5544
7.92	30.8058	0.000354317	55.5544
7.93	30.8073	0.000351469	55.5544
7.94	30.8089	0.000348645	55.5544
7.95	30.8104	0.000345843	55.5544
7.96	30.8119	0.000343063	55.5544
7.97	30.8135	0.000340305	55.5544
7.98	30.815	0.00033757	55.5544
7.99	30.8165	0.000334856	55.5544
8	30.8179	0.000332164	55.5544
8.01	30.8194	0.000329494	55.5544
8.02	30.8209	0.000326845	55.5544
8.03	30.8223	0.000324217	55.5544
8.04	30.8237	0.00032161	55.5544
8.05	30.8252	0.000319024	55.5544
8.06	30.8266	0.000316458	55.5544
8.07	30.828	0.000313914	55.5544
8.08	30.8294	0.000311389	55.5544
8.09	30.8307	0.000308885	55.5544
8.1	30.8321	0.0003064	55.5544
8.11	30.8335	0.000303936	55.5544
8.12	30.8348	0.000301491	55.5544
8.13	30.8361	0.000299066	55.5544
8.14	30.8375	0.00029666	55.5544
8.15	30.8388	0.000294273	55.5544
8.16	30.8401	0.000291906	55.5544
8.17	30.8414	0.000289557	55.5544
8.18	30.8426	0.000287227	55.5544
8.19	30.8439	0.000284916	55.5544
8.2	30.8452	0.000282623	55.5544
8.21	30.8464	0.000280349	55.5544
8.22	30.8477	0.000278093	55.5544
8.23	30.8489	0.000275855	55.5544
8.24	30.8501	0.000273635	55.5544
8.25	30.8513	0.000271432	55.5544
8.26	30.8525	0.000269248	55.5544
8.27	30.8537	0.000267081	55.5544
8.28	30.8549	0.000264931	55.5544
8.29	30.8561	0.000262798	55.5544
8.3	30.8572	0.000260682	55.5544
8.31	30.8584	0.000258584	55.5544
8.32	30.8595	0.000256502	55.5544
8.33	30.8606	0.000254437	55.5544
8.34	30.8618	0.000252388	55.5544
8.35	30.8629	0.000250356	55.5544
8.36	30.864	0.00024834	55.5544
8.37	30.8651	0.00024634	55.5544
8.38	30.8662	0.000244357	55.5544
8.39	30.8673	0.000242389	55.5544
8.4	30.8683	0.000240437	55.5544
8.41	30.8694	0.000238501	55.5544
8.42	30.8705	0.00023658	55.5544
8.43	30.8715	0.000234674	55.5544
8.44	30.8725	0.000232784	55.5544
8.45	30.8736	0.000230909	55.5544
8.46	30.8746	0.000229049	55.5544
8.47	30.8756	0.000227204	55.5544
8.48	30.8766	0.000225374	55.5544
8.49	30.8776	0.000223558	55.5544
8.5	30.8786	0.000221757	55.5544
8.51	30.8796	0.00021997	55.5544
8.52	30.8805	0.000218198	55.5544
8.53	30.8815	0.00021644	55.5544
8.54	30.8825	0.000214696	55.5544
8.55	30.8834	0.000212966	55.5544
8.56	30.8843	0.00021125	55.5544
8.57	30.8853	0.000209548	55.5544
8.58	30.8862	0.000207859	55.5544
8.59	30.8871	0.000206184	55.5544
8.6	30.888	0.000204523	55.5544
8.61	30.8889	0.000202874	55.5544
8.62	30.8898	0.000201239	55.5544
8.63	30.8907	0.000199618	55.5544
8.64	30.8916	0.000198009	55.5544
8.65	30.8925	0.000196413	55.5544
8.66	30.8934	0.00019483	55.5544
8.67	30.8942	0.000193259	55.5544
8.68	30.8951	0.000191701	55.5544
8.69	30.8959	0.000190156	55.5544
8.7	30.8968	0.000188623	55.5544
8.71	30.8976	0.000187102	55.5544
8.72	30.8984	0.000185594	55.5544
8.73	30.8992	0.000184098	55.5544
8.74	30.9001	0.000182614	55.5544
8.75	30.9009	0.000181141	55.5544
8.76	30.9017	0.000179681	55.5544
8.77	30.9025	0.000178232	55.5544
8.78	30.9032	0.000176795	55.5544
8.79	30.904	0.000175369	55.5544
8.8	30.9048	0.000173955	55.5544
8.81	30.9056	0.000172552	55.5544
8.82	30.9063	0.000171161	55.5544
8.83	30.9071	0.000169781	55.5544
8.84	30.9078	0.000168412	55.5544
8.85	30.9086	0.000167053	55.5544
8.86	30.9093	0.000165706	55.5544
8.87	30.9101	0.00016437	55.5544
8.88	30.9108	0.000163044	55.5544
8.89	30.9115	0.000161729	55.5544
8.9	30.9122	0.000160424	55.5544
8.91	30.9129	0.000159131	55.5544
8.92	30.9136	0.000157847	55.5544
8.93	30.9143	0.000156574	55.5544
8.94	30.915	0.000155311	55.5544
8.95	30.9157	0.000154058	55.5544
8.96	30.9164	0.000152815	55.5544
8.97	30.9171	0.000151582	55.5544
8.98	30.9177	0.00015036	55.5544
8.99	30.9184	0.000149146	55.5544
9	30.9191	0.000147943	55.5544
9.01	30.9197	0.00014675	55.5544
9.02	30.9204	0.000145566	55.5544
9.03	30.921	0.000144391	55.5544
9.04	30.9216	0.000143226	55.5544
9.05	30.9223	0.000142071	55.5544
9.06	30.9229	0.000140924	55.5544
9.07	30.9235	0.000139787	55.5544
9.08	30.9241	0.000138659	55.5544
9.09	30.9248	0.00013754	55.5544
9.1	30.9254	0.000136431	55.5544
9.11	30.926	0.00013533	55.5544
9.12	30.9266	0.000134238	55.5544
9.13	30.9272	0.000133154	55.5544
9.14	30.9277	0.00013208	55.5544
9.15	30.9283	0.000131014	55.5544
9.16	30.9289	0.000129956	55.5544
9.17	30.9295	0.000128908	55.5544
9.18	30.9301	0.000127867	55.5544
9.19	30.9306	0.000126835	55.5544
9.2	30.9312	0.000125812	55.5544
9.21	30.9317	0.000124796	55.5544
9.22	30.9323	0.000123789	55.5544
9.23	30.9328	0.00012279	55.5544
9.24	30.9334	0.000121799	55.5544
9.25	30.9339	0.000120815	55.5544
9.26	30.9344	0.00011984	55.5544
9.27	30.935	0.000118873	55.5544
9.28	30.9355	0.000117913	55.5544
9.29	30.936	0.000116961	55.5544
9.3	30.9365	0.000116017	55.5544
9.31	30.9371	0.000115081	55.5544
9.32	30.9376	0.000114152	55.5544
9.33	30.9381	0.00011323	55.5544
9.34	30.9386	0.000112316	55.5544
9.35	30.9391	0.000111409	55.5544
9.36	30.9396	0.00011051	55.5544
9.37	30.94	0.000109618	55.5544
9.38	30.9405	0.000108733	55.5544
9.39	30.941	0.000107855	55.5544
9.4	30.9415	0.000106984	55.5544
9.41	30.942	0.00010612	55.5544
9.42	30.9424	0.000105263	55.5544
9.43	30.9429	0.000104413	55.5544
9.44	30.9434	0.00010357	55.5544
9.45	30.9438	0.000102734	55.5544
9.46	30.9443	0.000101904	55.5544
9.47	30.9447	0.000101082	55.5544
9.48	30.9452	0.000100265	55.5544
9.49	30.9456	9.94557e-05	55.5544
9.5	30.946	9.86526e-05	55.5544
9.51	30.9465	9.78559e-05	55.5544
9.52	30.9469	9.70657e-05	55.5544
9.53	30.9473	9.62818e-05	55.5544
9.54	30.9478	9.55043e-05	55.5544
9.55	30.9482	9.4733e-05	55.5544
9.56	30.9486	9.3968e-05	55.5544
9.57	30.949	9.32091e-05	55.5544
9.58	30.9494	9.24563e-05	55.5544
9.59	30.9499	9.17096e-05	55.5544
9.6	30.9503	9.09689e-05	55.5544
9.61	30.9507	9.02342e-05	55.5544
9.62	30.9511	8.95054e-05	55.5544
9.63	30.9515	8.87825e-05	55.5544
9.64	30.9518	8.80654e-05	55.5544
9.65	30.9522	8.73541e-05	55.5544
9.66	30.9526	8.66486e-05	55.5544
9.67	30.953	8.59487e-05	55.5544
9.68	30.9534	8.52545e-05	55.5544
9.69	30.9538	8.45658e-05	55.5544
9.7	30.9541	8.38827e-05	55.5544
9.71	30.9545	8.32052e-05	55.5544
9.72	30.9549	8.25331e-05	55.5544
9.73	30.9552	8.18664e-05	55.5544
9.74	30.9556	8.12051e-05	55.5544
9.75	30.956	8.05491e-05	55.5544
9.76	30.9563	7.98984e-05	55.5544
9.77	30.9567	7.9253e-05	55.5544
9.78	30.957	7.86128e-05	55.5544
9.79	30.9574	7.79777e-05	55.5544
9.8	30.9577	7.73478e-05	55.5544
9.81	30.9581	7.67229e-05	55.5544
9.82	30.9584	7.61031e-05	55.5544
9.83	30.9587	7.54883e-05	55.5544
9.84	30.9591	7.48784e-05	55.5544
9.85	30.9594	7.42735e-05	55.5544
9.86	30.9597	7.36734e-05	55.5544
9.87	30.96	7.30782e-05	55.5544
9.88	30.9604	7.24878e-05	55.5544
9.89	30.9607	7.19021e-05	55.5544
9.9	30.961	7.13212e-05	55.5544
9.91	30.9613	7.07449e-05	55.5544
9.92	30.9616	7.01734e-05	55.5544
9.93	30.9619	6.96064e-05	55.5544
9.94	30.9623	6.9044e-05	55.5544
9.95	30.9626	6.84861e-05	55.5544
9.96	30.9629	6.79327e-05	55.5544
9.97	30.9632	6.73839e-05	55.5544
9.98	30.9635	6.68394e-05	55.5544
9.99	30.9638	6.62993e-05	55.5544
10	30.964	6.57636e-05	55.5544
10.01	30.9643	6.52322e-05	55.5544
10.02	30.9646	6.47051e-05	55.5544
10.03	30.9649	6.41822e-05	55.5544
10.04	30.9652	6.36636e-05	55.5544
10.05	30.9655	6.31492e-05	55.5544
10.06	30.9658	6.26389e-05	55.5544
10.07	30.966	6.21327e-05	55.5544
10.08	30.9663	6.16306e-05	55.5544
10.09	30.9666	6.11326e-05	55.5544
10.1	30.9669	6.06386e-05	55.5544
10.11	30.9671	6.01485e-05	55.5544
10.12	30.9674	5.96625e-05	55.5544
10.13	30.9676	5.91803e-05	55.5544
10.14	30.9679	5.87021e-05	55.5544
10.15	30.9682	5.82277e-05	55.5544
10.16	30.9684	5.77571e-05	55.5544
10.17	30.9687	5.72903e-05	55.5544
10.18	30.9689	5.68273e-05	55.5544
10.19	30.9692	5.63681e-05	55.5544
10.2	30.9694	5.59125e-05	55.5544
10.21	30.9697	5.54606e-05	55.5544
10.22	30.9699	5.50124e-05	55.5544
10.23	30.9702	5.45678e-05	55.5544
10.24	30.9704	5.41268e-05	55.5544
10.25	30.9707	5.36893e-05	55.5544
10.26	30.9709	5.32554e-05	55.5544
10.27	30.9711	5.2825e-05	55.5544
10.28	30.9714	5.2398e-05	55.5544
10.29	30.9716	5.19745e-05	55.5544
10.3	30.9718	5.15544e-05	55.5544
10.31	30.972	5.11377e-05	55.5544
10.32	30.9723	5.07244e-05	55.5544
10.33	30.9725	5.03144e-05	55.5544
10.34	30.9727	4.99078e-05	55.5544
10.35	30.9729	4.95044e-05	55.5544
10.36	30.9732	4.91042e-05	55.5544
10.37	30.9734	4.87073e-05	55.5544
10.38	30.9736	4.83136e-05	55.5544
10.39	30.9738	4.79231e-05	55.5544
10.4	30.974	4.75357e-05	55.5544
10.41	30.9742	4.71515e-05	55.5544
10.42	30.9744	4.67704e-05	55.5544
10.43	30.9746	4.63923e-05	55.5544
10.44	30.9748	4.60173e-05	55.5544
10.45	30.9751	4.56453e-05	55.5544
10.46	30.9753	4.52764e-05	55.5544
10.47	30.9755	4.49104e-05	55.5544
10.48	30.9757	4.45473e-05	55.5544
10.49	30.9758	4.41872e-05	55.5544
10.5	30.976	4.383e-05	55.5544
10.51	30.9762	4.34757e-05	55.5544
10.52	30.9764	4.31243e-05	55.5544
10.53	30.9766	4.27757e-05	55.5544
10.54	30.9768	4.24299e-05	55.5544
10.55	30.977	4.20869e-05	55.5544
10.56	30.9772	4.17467e-05	55.5544
10.57	30.9774	4.14092e-05	55.5544
10.58	30.9775	4.10744e-05	55.5544
10.59	30.9777	4.07424e-05	55.5544
10.6	30.9779	4.0413e-05	55.5544
10.61	30.9781	4.00863e-05	55.5544
10.62	30.9783	3.97622e-05	55.5544
10.63	30.9784	3.94408e-05	55.5544
10.64	30.9786	3.91219e-05	55.5544
10.65	30.9788	3.88056e-05	55.5544
10.66	30.979	3.84919e-05	55.5544
10.67	30.9791	3.81807e-05	55.5544
10.68	30.9793	3.78721e-05	55.5544
10.69	30.9795	3.75659e-05	55.5544
10.7	30.9796	3.72622e-05	55.5544
10.71	30.9798	3.69609e-05	55.5544
10.72	30.98	3.66621e-05	55.5544
10.73	30.9801	3.63657e-05	55.5544
10.74	30.9803	3.60717e-05	55.5544
10.75	30.9804	3.57801e-05	55.5544
10.76	30.9806	3.54908e-05	55.5544
10.77	30.9808	3.52038e-05	55.5544
10.78	30.9809	3.49192e-05	55.5544
10.79	30.9811	3.46369e-05	55.5544
10.8	30.9812	3.43568e-05	55.5544
10.81	30.9814	3.40791e-05	55.5544
10.82	30.9815	3.38035e-05	55.5544
10.83	30.9817	3.35302e-05	55.5544
10.84	30.9818	3.32591e-05	55.5544
10.85	30.982	3.29902e-05	55.5544
10.86	30.9821	3.27235e-05	55.5544
10.87	30.9823	3.24589e-05	55.5544
10.88	30.9824	3.21964e-05	55.5544
10.89	30.9825	3.19361e-05	55.5544
10.9	30.9827	3.16779e-05	55.5544
10.91	30.9828	3.14218e-05	55.5544
10.92	30.983	3.11677e-05	55.5544
10.93	30.9831	3.09157e-05	55.5544
10.94	30.9832	3.06657e-05	55.5544
10.95	30.9834	3.04178e-05	55.5544
10.96	30.9835	3.01718e-05	55.5544
10.97	30.9836	2.99279e-05	55.5544
10.98	30.9838	2.96859e-05	55.5544
10.99	30.9839	2.94458e-05	55.5544
11	30.984	2.92077e-05	55.5544
11.01	30.9842	2.89716e-05	55.5544
11.02	30.9843	2.87373e-05	55.5544
11.03	30.9844	2.85049e-05	55.5544
11.04	30.9845	2.82744e-05	55.5544
11.05	30.9847	2.80458e-05	55.5544
11.06	30.9848	2.7819e-05	55.5544
11.07	30.9849	2.75941e-05	55.5544
11.08	30.985	2.73709e-05	55.5544
11.09	30.9852	2.71496e-05	55.5544
11.1	30.9853	2.69301e-05	55.5544
11.11	30.9854	2.67123e-05	55.5544
11.12	30.9855	2.64963e-05	55.5544
11.13	30.9856	2.62821e-05	55.5544
11.14	30.9858	2.60695e-05	55.5544
11.15	30.9859	2.58587e-05	55.5544
11.16	30.986	2.56496e-05	55.5544
11.17	30.9861	2.54422e-05	55.5544
11.18	30.9862	2.52365e-05	55.5544
11.19	30.9863	2.50324e-05	55.5544
11.2	30.9864	2.483e-05	55.5544
11.21	30.9865	2.46292e-05	55.5544
11.22	30.9866	2.443e-05	55.5544
11.23	30.9868	2.42324e-05	55.5544
11.24	30.9869	2.40365e-05	55.5544
11.25	30.987	2.38421e-05	55.5544
11.26	30.9871	2.36493e-05	55.5544
11.27	30.9872	2.34581e-05	55.5544
11.28	30.9873	2.32684e-05	55.5544
11.29	30.9874	2.30802e-05	55.5544
11.3	30.9875	2.28935e-05	55.5544
11.31	30.9876	2.27084e-05	55.5544
11.32	30.9877	2.25248e-05	55.5544
11.33	30.9878	2.23426e-05	55.5544
11.34	30.9879	2.21619e-05	55.5544
11.35	30.988	2.19827e-05	55.5544
11.36	30.9881	2.18049e-05	55.5544
11.37	30.9882	2.16286e-05	55.5544
11.38	30.9883	2.14537e-05	55.5544
11.39	30.9884	2.12802e-05	55.5544
11.4	30.9885	2.11081e-05	55.5544
11.41	30.9886	2.09374e-05	55.5544
11.42	30.9887	2.07681e-05	55.5544
11.43	30.9887	2.06001e-05	55.5544
11.44	30.9888	2.04335e-05	55.5544
11.45	30.9889	2.02683e-05	55.5544
11.46	30.989	2.01043e-05	55.5544
11.47	30.9891	1.99417e-05	55.5544
11.48	30.9892	1.97805e-05	55.5544
11.49	30.9893	1.96205e-05	55.5544
11.5	30.9894	1.94618e-05	55.5544
11.51	30.9895	1.93044e-05	55.5544
11.52	30.9895	1.91483e-05	55.5544
11.53	30.9896	1.89934e-05	55.5544
11.54	30.9897	1.88398e-05	55.5544
11.55	30.9898	1.86875e-05	55.5544
11.56	30.9899	1.85363e-05	55.5544
11.57	30.99	1.83864e-05	55.5544
11.58	30.99	1.82377e-05	55.5544
