SupplyPort 2	Current turn 0.5	Port pressure 5.37
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
7e-07	0.0879025	167.152	9.12155
0.495525	1.16519	167.152	91.9497
1.00592	2.17661	167.152	177.263
1.50465	3.13365	165.582	259.845
2.00875	4.13913	144.792	332.834
2.51099	4.78785	110.458	388.311
3.00934	5.15225	73.691	425.034
3.51069	5.30494	46.5343	448.364
4.00709	5.35963	30.5313	463.52
4.51759	5.37455	24.2852	475.918
5.01485	5.38488	18.7458	485.239
5.52011	5.38708	17.333	493.997
6.01819	5.39826	6.37068	497.17
6.50876	5.39807	6.70658	500.46
7.02151	5.39482	10.9884	506.094
