SupplyPort 1	Current turn 1	Port pressure 55
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
1.2e-06	0.111538	267.873	0.00066099
0.105098	0.111538	267.873	34.4095
0.206006	0.111538	267.873	67.4465
0.306951	0.111538	267.873	100.496
0.407864	0.111538	267.873	133.535
0.508777	2.51928	267.873	166.574
0.609489	2.51928	267.873	199.547
0.710659	2.51928	267.873	232.67
0.81143	2.51928	267.873	265.662
0.913117	2.51928	267.873	298.955
1.01557	2.51928	267.873	332.498
1.11773	2.51928	267.873	365.945
1.21857	11.5719	267.873	398.959
1.32006	11.5719	267.873	432.187
1.42147	11.5719	267.873	465.389
1.52262	11.5719	267.873	498.507
1.62486	18.9747	267.873	531.978
1.72661	18.9747	267.873	565.292
1.82811	18.9747	267.873	598.524
1.9288	18.9747	267.873	631.488
2.03027	18.9747	267.873	664.71
2.13156	24.8625	267.873	697.871
2.23271	24.8625	267.873	730.988
2.3336	24.8625	267.873	764.02
2.43523	24.8625	267.873	797.293
2.53737	31.8595	252.332	830.429
2.63849	31.8595	252.332	863.235
2.73944	31.8595	252.332	895.985
2.84107	31.8595	252.332	928.955
2.94236	31.8595	252.332	961.814
3.04308	31.8595	252.332	994.487
3.14386	39.2058	252.332	1024.84
3.24483	39.2058	252.332	1055.25
3.34628	39.2058	252.332	1085.81
3.4488	39.2058	252.332	1116.69
3.5501	43.2017	188.725	1144.64
3.65183	43.2017	188.725	1172.7
3.75346	43.2017	188.725	1200.74
3.85462	43.2017	188.725	1228.65
3.9556	43.2017	188.725	1256.52
4.05662	47.5686	188.725	1280
4.15933	47.5686	188.725	1303.88
4.26018	47.5686	188.725	1327.33
4.36106	47.5686	188.725	1350.78
4.46189	47.5686	188.725	1374.23
4.56316	49.4634	97.3114	1395.06
4.66421	49.4634	97.3114	1415.85
4.76502	49.4634	97.3114	1436.59
4.86669	49.4634	97.3114	1457.51
4.96869	49.4634	97.3114	1478.5
5.07053	50.894	97.3114	1496.88
5.17222	50.894	97.3114	1515.23
5.2734	50.894	97.3114	1533.49
5.37467	50.894	97.3114	1551.76
5.47553	50.894	327.4	1569.97
5.57697	51.75	327.4	1586.43
5.67828	51.75	327.4	1602.88
5.77998	51.75	327.4	1619.38
5.88094	51.75	327.4	1635.77
5.98187	52.0961	327.4	1651.33
6.08267	52.0961	327.4	1666.86
6.18458	52.0961	327.4	1682.56
6.28614	52.0961	327.4	1698.21
6.38702	52.0961	327.4	1713.76
6.48896	52.2353	327.4	1729.11
6.59075	52.2353	327.4	1744.45
6.69215	52.2353	327.4	1759.72
6.7936	52.2353	327.4	1775
6.89455	52.2353	327.4	1790.21
6.99535	52.3605	327.4	1805.07
7.09706	52.3605	327.4	1820.06
7.19808	52.3605	327.4	1834.95
7.2996	52.3605	327.4	1849.91
7.40059	52.3605	327.4	1864.8
7.50273	52.4542	327.4	1879.6
7.60452	52.4542	327.4	1894.36
7.7058	52.4542	327.4	1909.04
7.80671	52.4542	327.4	1923.66
7.90787	52.4542	327.4	1938.32
8.00983	52.5307	324.413	1952.89
8.11148	52.5307	324.413	1967.41
8.2136	52.5307	324.413	1982.01
8.31524	52.5307	324.413	1996.53
8.41717	52.5795	324.413	2010.96
8.51848	52.5795	324.413	2025.3
8.61954	52.5795	301.186	2039.6
8.72143	52.5795	301.186	2054.02
8.82256	52.5795	301.186	2068.34
8.92573	52.6506	301.186	2082.74
9.02713	52.6506	275.907	2096.89
9.12856	52.6506	275.907	2111.05
9.2304	52.6506	275.907	2125.26
9.33218	52.6506	275.907	2139.47
9.43366	52.6506	275.907	2153.63
9.53601	52.7133	232.496	2167.74
9.63712	52.7133	232.496	2181.67
9.73838	52.7133	232.496	2195.62
9.84028	52.7133	232.496	2209.67
9.94134	52.7133	232.496	2223.59
