SupplyPort 1	Current turn 1	Port pressure 45
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	0.0977782	267.873	0.000217907
0.01	0.448716	267.873	2.67894
0.02	0.448716	267.873	5.35767
0.03	0.448716	267.873	8.03639
0.04	0.448716	267.873	10.7151
0.05	0.448716	267.873	13.3938
0.06	0.448716	267.873	16.0726
0.07	0.448716	267.873	18.7513
0.08	0.448716	267.873	21.43
0.09	0.448716	267.873	24.1087
0.1	0.448716	267.873	26.7875
0.11	0.448716	267.873	29.4662
0.12	0.448716	267.873	32.1449
0.13	0.448716	267.873	34.8236
0.14	0.448716	267.873	37.5024
0.15	0.448716	267.873	40.1811
0.16	0.448716	267.873	42.8598
0.17	0.448716	267.873	45.5386
0.18	0.448716	267.873	48.2173
0.19	0.448716	267.873	50.896
0.2	0.448716	267.873	53.5747
0.21	0.448716	267.873	56.2535
0.22	0.448716	267.873	58.9322
0.23	0.448716	267.873	61.6109
0.24	0.448716	267.873	64.2896
0.25	0.448716	267.873	66.9684
0.26	0.448716	267.873	69.6471
0.27	0.448716	267.873	72.3258
0.28	0.448716	267.873	75.0045
0.29	0.448716	267.873	77.6833
0.3	0.448716	267.873	80.362
0.31	0.448716	267.873	83.0407
0.32	0.448716	267.873	85.7194
0.33	0.448716	267.873	88.3982
0.34	0.448716	267.873	91.0769
0.35	0.448716	267.873	93.7556
0.36	0.448716	267.873	96.4343
0.37	0.448716	267.873	99.1131
0.38	0.448716	267.873	101.792
0.39	0.448716	267.873	104.471
0.4	0.448716	267.873	107.149
0.41	0.448716	267.873	109.828
0.42	0.448716	267.873	112.507
0.43	0.448716	267.873	115.185
0.44	0.448716	267.873	117.864
0.45	0.448716	267.873	120.543
0.46	0.448716	267.873	123.222
0.47	0.448716	267.873	125.9
0.48	0.448716	267.873	128.579
0.49	0.448716	267.873	131.258
0.5	0.448716	267.873	133.936
0.51	0.448716	267.873	136.615
0.52	0.448716	267.873	139.294
0.53	0.448716	267.873	141.973
0.54	0.448716	267.873	144.651
0.55	0.448716	267.873	147.33
0.56	0.448716	267.873	150.009
0.57	0.448716	267.873	152.688
0.58	0.448716	267.873	155.366
0.59	0.448716	267.873	158.045
0.6	0.448716	267.873	160.724
0.61	0.448716	267.873	163.402
0.62	0.448716	267.873	166.081
0.63	0.448716	267.873	168.76
0.64	0.448716	267.873	171.439
0.65	0.448716	267.873	174.117
0.66	0.448716	267.873	176.796
0.67	0.448716	267.873	179.475
0.68	0.448716	267.873	182.154
0.69	0.448716	267.873	184.832
0.7	0.448716	267.873	187.511
0.71	0.448716	267.873	190.19
0.72	0.448716	267.873	192.868
0.73	0.448716	267.873	195.547
0.74	0.448716	267.873	198.226
0.75	0.448716	267.873	200.905
0.76	0.448716	267.873	203.583
0.77	0.448716	267.873	206.262
0.78	0.448716	267.873	208.941
0.79	0.448716	267.873	211.62
0.8	0.448716	267.873	214.298
0.81	0.448716	267.873	216.977
0.82	0.448716	267.873	219.656
0.83	0.448716	267.873	222.334
0.84	0.448716	267.873	225.013
0.85	0.448716	267.873	227.692
0.86	0.448716	267.873	230.371
0.87	0.448716	267.873	233.049
0.88	0.448716	267.873	235.728
0.89	0.448716	267.873	238.407
0.9	0.448716	267.873	241.086
0.91	0.448716	267.873	243.764
0.92	0.448716	267.873	246.443
0.93	0.448716	267.873	249.122
0.94	0.448716	267.873	251.8
0.95	0.448716	267.873	254.479
0.96	0.448716	267.873	257.158
0.97	0.448716	267.873	259.837
0.98	0.448716	267.873	262.515
0.99	0.448716	267.873	265.194
1	0.448716	267.873	267.873
1.01	0.448716	267.873	270.551
1.02	0.448716	267.873	273.23
1.03	0.448716	267.873	275.909
1.04	0.448716	267.873	278.588
1.05	0.448716	267.873	281.266
1.06	0.448716	267.873	283.945
1.07	0.448716	267.873	286.624
1.08	0.448716	267.873	289.303
1.09	0.448716	267.873	291.981
1.1	0.448716	267.873	294.66
1.11	0.448716	267.873	297.339
1.12	0.448716	267.873	300.017
1.13	0.448716	267.873	302.696
1.14	0.448716	267.873	305.375
1.15	0.448716	267.873	308.054
1.16	0.448716	267.873	310.732
1.17	0.448716	267.873	313.411
1.18	0.448716	267.873	316.09
1.19	0.448716	267.873	318.769
1.2	0.448716	267.873	321.447
1.21	0.448716	267.873	324.126
1.22	0.448716	267.873	326.805
1.23	0.448716	267.873	329.483
1.24	0.448716	267.873	332.162
1.25	0.448716	267.873	334.841
1.26	0.448716	267.873	337.52
1.27	0.448716	267.873	340.198
1.28	0.448716	267.873	342.877
1.29	0.448716	267.873	345.556
1.3	0.448716	267.873	348.235
1.31	0.448716	267.873	350.913
1.32	0.448716	267.873	353.592
1.33	0.448716	267.873	356.271
1.34	0.448716	267.873	358.949
1.35	0.448716	267.873	361.628
1.36	0.448716	267.873	364.307
1.37	0.448716	267.873	366.986
1.38	0.448716	267.873	369.664
1.39	0.448716	267.873	372.343
1.4	0.448716	267.873	375.022
1.41	0.448716	267.873	377.701
1.42	0.448716	267.873	380.379
1.43	0.448716	267.873	383.058
1.44	0.448716	267.873	385.737
1.45	0.448716	267.873	388.415
1.46	0.448716	267.873	391.094
1.47	0.448716	267.873	393.773
1.48	0.448716	267.873	396.452
1.49	0.448716	267.873	399.13
1.5	0.448716	267.873	401.809
1.51	0.448716	267.873	404.488
1.52	0.448716	267.873	407.166
1.53	0.448716	267.873	409.845
1.54	0.448716	267.873	412.524
1.55	0.448716	267.873	415.203
1.56	0.448716	267.873	417.881
1.57	0.448716	267.873	420.56
1.58	0.448716	267.873	423.239
1.59	0.448716	267.873	425.918
1.6	0.448716	267.873	428.596
