SupplyPort 2	Current turn 0.5	Port pressure 5.4
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
8e-07	0.0498155	170.248	5.08443
0.529458	0.786201	170.248	95.2234
1.00529	1.99426	170.248	176.232
1.53376	2.82972	170.34	266.252
2.02544	3.87992	157.653	343.767
2.52423	4.59122	130.744	408.982
3.04834	5.04792	97.9521	460.319
3.52909	5.26866	72.0525	494.958
4.06598	5.34755	59.0658	526.67
4.52229	5.3788	52.8683	550.794
5.03701	5.39695	48.8593	575.943
5.55355	5.39935	48.3019	600.893
6.06816	5.4093	45.9068	624.517
