SupplyPort 1	Current turn 0.5	Port pressure 53.37
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	1.4825	857.192	0
8e-07	1.48437	857.192	0.000685754
0.485555	6.96951	857.192	416.214
1.00705	11.6699	857.192	863.233
1.48661	16.1283	857.192	1274.31
2.0072	20.7706	857.192	1720.56
2.49514	26.1116	857.283	2138.86
3.02862	30.8193	838.934	2586.42
3.52056	35.1661	795.226	2977.62
3.99011	39.4512	718.363	3314.92
4.50259	43.0322	616.274	3630.75
4.99129	46.541	456.606	3853.9
5.52975	49.0555	246.985	3986.89
6.00764	50.9208	0	3986.89
6.50195	52.2844	0	3986.89
7.00395	52.8782	0	3986.89
7.5132	53.2982	0	3986.89
7.99556	53.3266	0	3986.89
8.49327	53.3397	0	3986.89
8.99237	53.3424	0	3986.89
9.51117	53.3492	0	3986.89
9.9971	53.3598	0	3986.89
10.5236	53.3557	0	3986.89
10.9969	53.3563	0	3986.89
11.4864	53.3603	0	3986.89
12.0156	53.3598	0	3986.89
12.5022	53.3679	0	3986.89
13.0276	53.3656	0	3986.89
13.4934	53.3648	0	3986.89
13.9856	53.3656	0	3986.89
14.4858	53.3666	0	3986.89
14.9863	53.363	0	3986.89
15.4902	53.3678	0	3986.89
