SupplyPort 2	Current turn 0.5	Port pressure 8.5
Elapsed	Pressure	Flow rate	Modelled cm3 H2	
0	0.0184831	313.709	1.80226
0.01	0.0168053	313.709	4.93935
0.02	0.0460573	313.709	8.07643
0.03	0.0753093	313.709	11.2135
0.04	0.104561	313.709	14.3506
0.05	0.133813	313.709	17.4877
0.06	0.163065	313.709	20.6248
0.07	0.192317	313.709	23.7619
0.08	0.221569	313.709	26.8989
0.09	0.250821	313.709	30.036
0.1	0.280073	313.709	33.1731
0.11	0.309325	313.709	36.3102
0.12	0.338577	313.709	39.4473
0.13	0.367829	313.709	42.5844
0.14	0.397081	313.709	45.7215
0.15	0.426333	313.709	48.8585
0.16	0.455586	313.709	51.9956
0.17	0.484838	313.709	55.1327
0.18	0.51409	313.709	58.2698
0.19	0.543342	313.709	61.4069
0.2	0.572594	313.709	64.544
0.21	0.601846	313.709	67.681
0.22	0.631098	313.709	70.8181
0.23	0.66035	313.709	73.9552
0.24	0.689602	313.709	77.0923
0.25	0.718854	313.709	80.2294
0.26	0.748106	313.709	83.3665
0.27	0.777358	313.709	86.5036
0.28	0.80661	313.709	89.6406
0.29	0.835862	313.709	92.7777
0.3	0.865114	313.709	95.9148
0.31	0.894366	313.709	99.0519
0.32	0.923618	313.709	102.189
0.33	0.95287	313.709	105.326
0.34	0.982122	313.709	108.463
0.35	1.01137	313.709	111.6
0.36	1.04063	313.709	114.737
0.37	1.06988	313.709	117.874
0.38	1.09913	313.709	121.011
0.39	1.12838	313.709	124.149
0.4	1.15763	313.709	127.286
0.41	1.18689	313.709	130.423
0.42	1.21614	313.709	133.56
0.43	1.24539	313.709	136.697
0.44	1.27464	313.709	139.834
0.45	1.30389	313.709	142.971
0.46	1.33315	313.709	146.108
0.47	1.3624	313.709	149.245
0.48	1.39165	313.709	152.382
0.49	1.4209	313.709	155.519
0.5	1.45015	313.709	158.657
0.51	1.47941	313.709	161.794
0.52	1.50866	313.709	164.931
0.53	1.53791	313.709	168.068
0.54	1.56716	313.709	171.205
0.55	1.59641	313.709	174.342
0.56	1.62567	313.709	177.479
0.57	1.65492	313.709	180.616
0.58	1.68417	313.709	183.753
0.59	1.71342	313.709	186.89
0.6	1.74267	313.709	190.027
0.61	1.77193	313.709	193.164
0.62	1.80118	313.709	196.302
0.63	1.83043	313.709	199.439
0.64	1.85968	313.709	202.576
0.65	1.88893	313.709	205.713
0.66	1.91819	313.709	208.85
0.67	1.94744	313.709	211.987
0.68	1.97669	313.709	215.124
0.69	2.00594	313.709	218.261
0.7	2.03519	313.709	221.398
0.71	2.06445	313.709	224.535
0.72	2.0937	313.709	227.672
0.73	2.12295	313.709	230.809
0.74	2.1522	313.709	233.947
0.75	2.18145	313.709	237.084
0.76	2.21071	313.709	240.221
0.77	2.23996	313.709	243.358
0.78	2.26921	313.709	246.495
0.79	2.29846	313.709	249.632
0.8	2.32771	313.709	252.769
0.81	2.35697	313.709	255.906
0.82	2.38622	313.709	259.043
0.83	2.41547	313.709	262.18
0.84	2.44472	313.709	265.317
0.85	2.47397	313.709	268.454
0.86	2.50323	313.709	271.592
0.87	2.53248	313.709	274.729
0.88	2.56173	313.709	277.866
0.89	2.59098	313.709	281.003
0.9	2.62023	313.709	284.14
0.91	2.64949	313.709	287.277
0.92	2.67874	313.709	290.414
0.93	2.70799	313.709	293.551
0.94	2.73724	313.709	296.688
0.95	2.76649	313.709	299.825
0.96	2.79575	313.709	302.962
0.97	2.825	313.709	306.1
0.98	2.85425	313.709	309.237
0.99	2.8835	313.709	312.374
1	2.91275	313.709	315.511
1.01	2.94201	313.709	318.648
1.02	2.97126	313.709	321.785
1.03	3.00051	313.709	324.922
1.04	3.02976	313.709	328.059
1.05	3.05901	313.709	331.196
1.06	3.08827	313.709	334.333
1.07	3.11752	313.709	337.47
1.08	3.14677	313.709	340.607
1.09	3.17602	313.709	343.745
1.1	3.20527	313.709	346.882
1.11	3.23453	313.709	350.019
1.12	3.26378	313.709	353.156
1.13	3.29303	313.709	356.293
1.14	3.32228	313.709	359.43
1.15	3.35153	313.709	362.567
