time,value
23553,19.6138
23554,19.6158
23555,19.5952
23556,19.5472
23557,19.555
23558,19.5602
23559,19.5633
23560,19.5641
23561,19.5635
23562,19.5809
23563,19.5834
23564,19.5874
23565,19.5884
23566,19.5894
23567,19.5912
23568,19.593
23569,19.5951
23570,19.5951
23571,19.5963
23572,19.5962
23573,19.5978
23574,19.5979
23575,19.5986
23576,19.5989
23577,19.5997
23578,19.599
23579,19.5988
23580,19.5997
23581,19.5996
23582,19.5994
23583,19.6002
23584,19.5999
23585,19.6003
23586,19.6008
23587,19.6019
23588,19.6008
23589,19.6006
23590,19.602
23591,19.603
23592,19.6023
23593,19.5974
23594,19.5982
23595,19.5982
23596,19.5982
23597,19.5981
23598,19.5988
23599,19.5996
23600,19.5998
23601,19.5999
23602,19.5983
23603,19.5979
23604,19.5985
23605,19.5989
23606,19.5992
23607,19.5995
23608,19.5996
23609,19.5994
23610,19.5992
23611,19.5996
23612,19.6005
23613,19.6007
23614,19.6006
23615,19.6011
23616,19.6017
23617,19.6015
23618,19.6018
23619,19.6015
23620,19.6013
23621,19.6013
23622,19.6012
23623,19.6012
23624,19.6013
23625,19.6014
23626,19.6014
23627,19.6016
23628,19.6018
23629,19.602
23630,19.602
23631,19.6025
23632,19.6028
23633,19.6026
23634,19.6033
23635,19.6041
23636,19.6037
23637,19.6043
23638,19.6043
23639,19.6017
23640,19.6017
23641,19.6017
23642,19.6019
23643,19.6025
23644,19.6029
23645,19.603
23646,19.6033
23647,19.6034
23648,19.6033
23649,19.6043
23650,19.606
23651,19.6063
23652,19.6061
23653,19.6062
23654,19.6063
23655,19.6066
23656,19.6064
23657,19.6045
23658,19.604
23659,19.6043
23660,19.6036
23661,19.6063
23662,19.6064
23663,19.603
23664,19.6033
23665,19.6036
23666,19.6038
23667,19.6038
23668,19.6039
23669,19.6039
23670,19.604
23671,19.6042
23672,19.6045
23673,19.6047
23674,19.6047
23675,19.605
23676,19.605
23677,19.6055
23678,19.6059
23679,19.6059
23680,19.6063
23681,19.6061
23682,19.606
23683,19.6063
23684,19.6068
23685,19.6073
23686,19.6065
23687,19.6063
23688,19.6073
23689,19.6074
23690,19.6074
23691,19.6078
23692,19.6081
23693,19.6078
23694,19.6078
23695,19.6087
23696,19.6085
23697,19.6086
23698,19.6086
23699,19.6076
23700,19.6078
23701,19.6079
23702,19.6073
23703,19.6067
23704,19.6061
23705,19.6061
23706,19.6064
23707,19.606
23708,19.6061
23709,19.6071
23710,19.6073
23711,19.6079
23712,19.608
23713,19.6074
23714,19.6075
23715,19.6074
23716,19.6076
23717,19.6074
23718,19.607
23719,19.6069
23720,19.6068
23721,19.6065
23722,19.6062
23723,19.606
23724,19.6061
23725,19.6061
23726,19.606
23727,19.6061
23728,19.6061
23729,19.6062
23730,19.606
23731,19.6062
23732,19.6064
23733,19.6063
23734,19.6064
23735,19.6062
23736,19.6034
23737,19.6042
23738,19.6067
23739,19.606
23740,19.6059
23741,19.6061
23742,19.6058
23743,19.6062
23744,19.6067
23745,19.6067
23746,19.6066
23747,19.6065
23748,19.6061
23749,19.6063
23750,19.6064
23751,19.6065
23752,19.6065
23753,19.607
23754,19.6057
23755,19.6059
23756,19.6057
23757,19.6064
23758,19.606
23759,19.606
23760,19.6057
23761,19.6054
23762,19.6053
23763,19.6059
23764,19.6058
23765,19.6057
23766,19.6058
23767,19.6059
23768,19.6057
23769,19.6057
23770,19.6052
23771,19.6051
23772,19.605
23773,19.6053
23774,19.6049
23775,19.6048
23776,19.6045
23777,19.6048
23778,19.6051
23779,19.6053
23780,19.6053
23781,19.6053
23782,19.6053
23783,19.6051
23784,19.6046
23785,19.6041
23786,19.6045
23787,19.6055
23788,19.6052
23789,19.6062
23790,19.6068
23791,19.6083
23792,19.6077
23793,19.6078
23794,19.6086
23795,19.6081
23796,19.6081
23797,19.6082
23798,19.6082
23799,19.6079
23800,19.6086
23801,19.6083
23802,19.6086
23803,19.6086
23804,19.6088
23805,19.6095
23806,19.6091
23807,19.606
23808,19.6061
23809,19.6083
23810,19.6077
23811,19.6102
23812,19.6111
23813,19.6097
23814,19.6099
23815,19.6099
23816,19.6098
23817,19.6099
23818,19.6098
23819,19.6097
23820,19.61
23821,19.6102
23822,19.61
23823,19.6103
23824,19.6106
23825,19.6107
23826,19.6105
23827,19.6105
23828,19.6103
23829,19.6102
23830,19.6098
23831,19.6099
23832,19.6101
23833,19.6099
23834,19.6095
23835,19.6063
23836,19.6069
23837,19.6095
23838,19.6089
23839,19.6089
23840,19.6097
23841,19.6094
23842,19.6094
23843,19.6096
23844,19.6107
23845,19.61
23846,19.6076
23847,19.608
23848,19.6074
23849,19.6076
23850,19.6077
23851,19.6077
23852,19.6076
23853,19.607
23854,19.607
23855,19.6091
23856,19.6085
23857,19.6087
23858,19.6092
23859,19.6091
23860,19.6096
23861,19.6098
23862,19.6107
23863,19.6107
23864,19.6107
23865,19.6103
23866,19.6104
23867,19.6112
23868,19.611
23869,19.6106
23870,19.6107
23871,19.6106
23872,19.6104
23873,19.6103
23874,19.6102
23875,19.6101
23876,19.6101
23877,19.61
23878,19.6099
23879,19.6102
23880,19.6099
23881,19.6102
23882,19.61
23883,19.6097
23884,19.6091
23885,19.6093
23886,19.6099
23887,19.6102
23888,19.6102
23889,19.6097
23890,19.6095
23891,19.6099
23892,19.6102
23893,19.6103
23894,19.6101
23895,19.6094
23896,19.6094
23897,19.6098
23898,19.6093
23899,19.6095
23900,19.61
23901,19.61
23902,19.6102
23903,19.6106
23904,19.611
23905,19.611
23906,19.611
23907,19.611
23908,19.6107
23909,19.6108
23910,19.6114
23911,19.612
23912,19.6119
23913,19.612
23914,19.6123
23915,19.6123
23916,19.612
23917,19.6121
23918,19.612
23919,19.6121
23920,19.6122
23921,19.612
23922,19.612
23923,19.6121
23924,19.6124
23925,19.6122
23926,19.6122
23927,19.6122
23928,19.6121
23929,19.6121
23930,19.6121
23931,19.6123
23932,19.6123
23933,19.6121
23934,19.612
23935,19.6126
23936,19.6132
23937,19.6127
23938,19.6117
23939,19.6125
23940,19.615
23941,19.6143
23942,19.6142
23943,19.6149
23944,19.6147
23945,19.6149
23946,19.6152
23947,19.6154
23948,19.6152
23949,19.6137
23950,19.6139
23951,19.6139
23952,19.6137
23953,19.6136
23954,19.6135
23955,19.6129
23956,19.6106
23957,19.6111
23958,19.6118
23959,19.6113
23960,19.6109
23961,19.6101
23962,19.6124
23963,19.6132
23964,19.6128
23965,19.613
23966,19.6131
23967,19.6131
23968,19.6126
23969,19.6123
23970,19.6123
23971,19.6123
23972,19.6126
23973,19.6127
23974,19.6128
23975,19.6128
